SRC_NAME,CODE,SRC_TYPE,CLASS,SRC_WEIGHT,RTE_ADJ_F,DEP_BEST,DEP_UPPER,DEP_LOWER,USD,LSD,OW_LSD,MIN_MAG,MIN_RMAG,MMAX_BEST,MMAX_LOWER,MMAX_UPPER,N0_BEST,N0_LOWER,N0_UPPER,BVAL_BEST,BVAL_LOWER,BVAL_UPPER,BVAL_FIX,BVAL_FIX_S,YCOMP,MCOMP,CAT_YMAX,PREF_STK,PREF_DIP,PREF_RKE,SHMAX,SHMAX_SIG,TRT,GMM_TRT,DOMAIN,CAT_FILE
Newcastle,NEW,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,101.6771,88.50413,114.4833,0.9483,0.9861,0.9105,0.9483,0.0378,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,61.78,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
North Sydney Basin,NSB,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,128.8164,116.3162,129.6907,0.9483,0.9861,0.9105,0.9483,0.0378,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,63.72,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
North West Shelf,NWS,area,6.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,1050.207,1380.532,787.1715,0.8134,0.8641,0.7627,0.8134,0.0507,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,91.65,15.0,Extended,Non_cratonic,6.,NSHA18CAT_V0.1_hmtk_declustered.csv
Officer Basin,OFB,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,250.6380,271.5345,225.4177,0.7718,0.8069,0.7367,0.7718,0.0351,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,79.955,15.0,Cratonic,Cratonic,3.,NSHA18CAT_V0.1_hmtk_declustered.csv
Ord,ORD,area,1.0,1.0,1.0014,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,69.88657,64.00278,74.79068,0.7724,0.8135,0.7313,0.7724,0.0411,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,48.195,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Otway Basin East,OBE,area,5.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,9.165632,4.573152,15.08691,0.863,0.9172,0.8088,0.863,0.0542,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,134.56,15.0,Extended,Non_cratonic,5.,NSHA18CAT_V0.1_hmtk_declustered.csv
Otway Basin West,OBW,area,5.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,198.2879,228.0508,165.2256,0.863,0.9172,0.8088,0.863,0.0542,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,128.14,15.0,Extended,Non_cratonic,5.,NSHA18CAT_V0.1_hmtk_declustered.csv
Otway Ranges,OTR,area,5.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,34.74343,28.16379,40.80156,0.863,0.9172,0.8088,0.863,0.0542,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,134.56,15.0,Extended,Non_cratonic,5.,NSHA18CAT_V0.1_hmtk_declustered.csv
Otway Shelf,OTS,area,5.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,169.8849,197.3505,140.6171,0.863,0.9172,0.8088,0.863,0.0542,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,134.96,15.0,Extended,Non_cratonic,5.,NSHA18CAT_V0.1_hmtk_declustered.csv
Outer North West Shelf,ONS,area,7.0,1.0,1.0749,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,352.4935,485.8476,248.8301,0.7553,0.8183,0.6923,0.7553,0.063,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,105.65,15.0,Extended,Non_cratonic,7.,NSHA18CAT_V0.1_hmtk_declustered.csv
Ovens Valley Graben,OVG,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,15.24644,8.692766,24.09789,0.9483,0.9861,0.9105,0.9483,0.0378,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,113.15,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Perth Basin,PTB,area,6.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,119.6334,96.84203,138.2231,0.8134,0.8641,0.7627,0.8134,0.0507,1980;1964;1900,3.5;5.0;6.0,2017.536,-999,-999,-999,88.68,15.0,Extended,Non_cratonic,6.,NSHA18CAT_V0.1_hmtk_declustered.csv
Pilbara,PIL,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,322.6865,370.3470,274.3020,0.7724,0.8135,0.7313,0.7724,0.0411,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,105.96,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Pine Creek,PNC,area,1.0,1.0,0.9998,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,86.06733,81.76599,82.35904,0.7724,0.8135,0.7313,0.7724,0.0411,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,45.12,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Port Phillip,PPL,area,5.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,53.80867,52.35672,54.19898,0.863,0.9172,0.8088,0.863,0.0542,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,134.56,15.0,Extended,Non_cratonic,5.,NSHA18CAT_V0.1_hmtk_declustered.csv
Renmark,REN,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,106.6921,92.06460,121.1801,0.9483,0.9861,0.9105,0.9483,0.0378,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,118.35,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Richmond,RMD,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,13.15909,8.919432,18.15741,0.7724,0.8135,0.7313,0.7724,0.0411,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,71.11,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Shark Bay,SKB,area,6.0,1.0,0.9998,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,809.6545,1044.826,615.5777,0.8134,0.8641,0.7627,0.8134,0.0507,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,99.255,15.0,Extended,Non_cratonic,6.,NSHA18CAT_V0.1_hmtk_declustered.csv
Southern New England,SNE,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,66.70495,53.50967,81.00910,0.9483,0.9861,0.9105,0.9483,0.0378,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,60.295,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Stawell,SWL,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,48.16253,48.16253,48.16253,0.9483,0.9861,0.9105,0.9483,0.0378,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,130.38,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Strzelecki Ranges,SZR,area,5.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,257.4140,313.8884,205.9517,0.863,0.9172,0.8088,0.863,0.0542,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,134.99,15.0,Extended,Non_cratonic,5.,NSHA18CAT_V0.1_hmtk_declustered.csv
Surat,SRT,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,466.2583,479.4930,431.7989,0.9483,0.9861,0.9105,0.9483,0.0378,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,58.82,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Sydney Coast,SYC,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.7,7.5,7.9,210.2135,207.6984,200.9391,0.9483,0.9861,0.9105,0.7553,0.063,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,61.78,15.0,Extended,Non_cratonic,7.,NSHA18CAT_V0.1_hmtk_declustered.csv
Tabberabbera,TAB,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,34.51510,27.20967,42.65254,0.9483,0.9861,0.9105,0.9483,0.0378,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,126.11,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Tamworth Terrane,TAM,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,265.4560,262.2799,253.7443,0.9483,0.9861,0.9105,0.9483,0.0378,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,59.0,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Thomson,TOM,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,135.3709,124.4811,134.9456,0.9483,0.9861,0.9105,0.9483,0.0378,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,129.63,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Timor Sea,TRS,area,6.0,1.0,1.3822,10.0,5.0,15.0,0.0,20.0,999,4.5,3.8,7.7,7.5,7.9,355.5182,403.5859,290.8057,0.8134,0.8641,0.7627,0.8134,0.0507,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,50.92,15.0,Extended,Non_cratonic,6.,NSHA18CAT_V0.1_hmtk_declustered.csv
Venus Bay,VNB,area,5.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,30.05539,27.35042,32.38796,0.863,0.9172,0.8088,0.863,0.0542,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,134.99,15.0,Extended,Non_cratonic,5.,NSHA18CAT_V0.1_hmtk_declustered.csv
Warburton,WAR,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,269.7522,300.1645,237.8472,0.7718,0.8069,0.7367,0.7718,0.0351,1966;1957;1945;1885,2.95;4.05;4.55;5.65,2017.536,-999,-999,-999,97.85,15.0,Cratonic,Cratonic,3.,NSHA18CAT_V0.1_hmtk_declustered.csv
West Sydney Basin,WSB,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,254.3445,260.2408,237.7739,0.9483,0.9861,0.9105,0.9483,0.0378,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,63.72,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
West Tasmania,WTA,area,2.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,511.6338,574.8104,444.8101,0.9531,0.9946,0.9116,0.9531,0.0415,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,138.87,15.0,Non_cratonic,Non_cratonic,3.,NSHA18CAT_V0.1_hmtk_declustered.csv
Western Port,WNP,area,5.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,32.91505,31.60559,31.16252,0.863,0.9172,0.8088,0.863,0.0542,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,134.99,15.0,Extended,Non_cratonic,5.,NSHA18CAT_V0.1_hmtk_declustered.csv
Wimmera,WIM,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,29.18206,19.20314,41.47620,0.9483,0.9861,0.9105,0.9483,0.0378,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,129.51,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Wiso Basin,WSO,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,61.69706,54.85941,68.04257,0.7724,0.8135,0.7313,0.7724,0.0411,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,35.345,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Yilgarn,YIL,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.3,7.1,7.5,425.4598,501.5701,355.2598,0.7724,0.8135,0.7313,0.7724,0.0411,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,87.83,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Young,YNG,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,575.8701,638.0985,509.1039,0.9483,0.9861,0.9105,0.9483,0.0378,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,74.72,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Peterborough,PBG,area,2.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,691.6560,793.2527,592.1064,0.9531,0.9946,0.9116,0.9531,0.0415,1966;1957;1945;1885,2.95;4.05;4.55;5.65,2017.536,-999,-999,-999,102.08,15.0,Non_cratonic,Non_cratonic,2.,NSHA18CAT_V0.1_hmtk_declustered.csv
Eromanga,EMG,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,141.9646,106.9986,179.3098,0.9483,0.9861,0.9105,0.9483,0.0378,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,74.91,18.542,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Cooper,CPR,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,569.5405,618.3689,511.1173,0.9483,0.9861,0.9105,0.9483,0.0378,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,97.88,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Mt Buffalo,MBF,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,45.55057,34.91412,57.24771,0.9483,0.9861,0.9105,0.9483,0.0378,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,129.63,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Kalgoorlie,KAL,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.3,7.1,7.5,230.1392,265.7717,195.2169,0.7724,0.8135,0.7313,0.7724,0.0411,1960;1957;1950;1900;1880,2.95;4.05;4.55;5.65;6.45,2017.536,-999,-999,-999,88.61,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Yilgarn Extra,YGE,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.3,7.1,7.5,15.48831,13.01160,18.07925,0.7724,0.8135,0.7313,0.7724,0.0411,1960;1957;1950;1900;1880,2.95;4.05;4.55;5.65;6.45,2017.536,-999,-999,-999,88.77,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Eyre Peninsula,EYP,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.0,7.3,7.1,7.5,36.30423,33.06903,39.26886,0.7724,0.8135,0.7313,0.9531,0.0415,1966;1957;1945;1885,2.95;4.05;4.55;5.65,2017.536,-999,-999,-999,102.67,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Flinders Ranges,FLR,area,2.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1485.156,1789.056,1222.605,0.9531,0.9946,0.9116,0.9531,0.0415,1966;1957;1945;1885,2.95;4.05;4.55;5.65,2017.536,-999,-999,-999,102.08,15.0,Cratonic,Cratonic,3.,NSHA18CAT_V0.1_hmtk_declustered.csv
Spencer Gulf,SPG,area,2.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.0,7.3,7.1,7.5,265.3361,276.7485,242.8309,0.9531,0.9946,0.9116,0.9531,0.0415,1966;1957;1945;1885,2.95;4.05;4.55;5.65,2017.536,-999,-999,-999,116.72,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Stuart Shelf,STS,area,2.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.0,7.3,7.1,7.5,58.59222,50.82122,66.20545,0.9531,0.9946,0.9116,0.9531,0.0415,1966;1957;1945;1885,2.95;4.05;4.55;5.65,2017.536,-999,-999,-999,97.88,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Whyalla,WHY,area,2.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.0,7.3,7.1,7.5,502.7078,562.3331,438.4436,0.9531,0.9946,0.9116,0.9531,0.0415,1966;1957;1945;1885,2.95;4.05;4.55;5.65,2017.536,-999,-999,-999,102.67,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Gawler,GAW,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.0,7.3,7.1,7.5,81.29168,81.29168,81.29168,0.7724,0.8135,0.7313,0.9531,0.0415,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,98.1,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Broken Hill,BKH,area,2.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,228.5447,224.7417,216.9180,0.9531,0.9946,0.9116,0.9531,0.0415,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,99.585,15.0,Non_cratonic,Non_cratonic,2.,NSHA18CAT_V0.1_hmtk_declustered.csv
Yunta,YUN,area,2.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,109.6315,92.64771,126.3822,0.9531,0.9946,0.9116,0.9531,0.0415,1966;1957;1945;1885,2.95;4.05;4.55;5.65,2017.536,-999,-999,-999,101.99,15.0,Non_cratonic,Non_cratonic,2.,NSHA18CAT_V0.1_hmtk_declustered.csv
Central New England,CNE,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,103.2328,84.26599,123.2065,0.9483,0.9861,0.9105,0.9483,0.0378,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,56.62,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Northern New England,NNE,area,4.0,1.0,0.999,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,132.7280,115.5321,149.4449,0.9483,0.9861,0.9105,0.9483,0.0378,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,51.37,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Gayndah,GDH,area,4.0,1.0,0.9998,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,144.6684,128.8555,160.0294,0.9483,0.9861,0.9105,0.9483,0.0378,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,52.42,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
New England Coast,NEC,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.7,7.5,7.9,30.43810,18.29662,41.58681,0.7553,0.8183,0.6923,0.7553,0.063,1980;1964;1900,3.5;5.0;6.0,2017.536,-999,-999,-999,60.19,15.0,Extended,Non_cratonic,7.,NSHA18CAT_V0.1_hmtk_declustered.csv
Maryborough,MBG,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,8.0,7.8,8.2,27.48214,25.80821,28.19128,0.7553,0.8183,0.6923,0.7553,0.063,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,53.36,15.0,Extended,Non_cratonic,7.,NSHA18CAT_V0.1_hmtk_declustered.csv
Seamound,SEA,area,8.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,8.0,7.8,8.2,41.40450,42.33512,33.25719,0.6965,0.8075,0.5855,0.6965,0.111,1980;1964;1900,3.5;5.0;6.0,2017.536,-999,-999,-999,58.55,15.0,Oceanic,Non_cratonic,8.,NSHA18CAT_V0.1_hmtk_declustered.csv
Mt Buller,MBL,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,68.68464,53.57065,84.83282,0.9483,0.9861,0.9105,0.9483,0.0378,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,129.63,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Yea,YEA,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,28.59667,22.34856,35.64767,0.9483,0.9861,0.9105,0.9483,0.0378,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,129.63,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Yarrawonga,YAR,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,35.95610,27.32121,45.58447,0.9483,0.9861,0.9105,0.9483,0.0378,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,129.63,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Shepparton,SPT,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,51.77535,41.53338,62.87801,0.9483,0.9861,0.9105,0.9483,0.0378,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,129.63,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Eildon,ELD,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,100.6066,92.36443,101.1548,0.9483,0.9861,0.9105,0.9483,0.0378,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,129.63,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Southwestern Oceanic Buffer,SWOB,area,8.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.5,7.3,7.7,53.89613,85.09799,33.47332,0.6965,0.8075,0.5855,0.6965,0.111,1980;1964;1900,3.5;5.0;6.0,2017.536,-999,-999,-999,115.25,15.341,Oceanic,Non_cratonic,8.,NSHA18CAT_V0.1_hmtk_declustered.csv
Southern Extended Margin,SEM,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,88.27562,98.04398,77.89679,0.7553,0.8183,0.6923,0.7553,0.063,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,99.42,18.503,Extended,Non_cratonic,7.,NSHA18CAT_V0.1_hmtk_declustered.csv
Southeastern Extended Margin,SEEM,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,64.48799,64.17800,62.42278,0.7553,0.8183,0.6923,0.7553,0.063,1980;1964;1900,3.5;5.0;6.0,2017.536,-999,-999,-999,132.77,62.781,Extended,Non_cratonic,7.,NSHA18CAT_V0.1_hmtk_declustered.csv
Southeastern Oceanic Buffer,SEOB,area,8.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.5,7.3,7.7,40.42210,58.90147,26.72287,0.6965,0.8075,0.5855,0.6965,0.111,1980;1964;1900,3.5;5.0;6.0,2017.536,-999,-999,-999,134.02,15.0,Oceanic,Non_cratonic,8.,NSHA18CAT_V0.1_hmtk_declustered.csv
Eastern Oceanic Buffer,EOB,area,8.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.5,7.3,7.7,101.0552,181.0491,52.64512,0.6965,0.8075,0.5855,0.6965,0.111,1980;1964;1900,3.5;5.0;6.0,2017.536,-999,-999,-999,68.65,36.731,Oceanic,Non_cratonic,8.,NSHA18CAT_V0.1_hmtk_declustered.csv
Western Oceanic Buffer,WOB,area,8.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.5,7.3,7.7,56.04768,91.14603,33.77819,0.6965,0.8075,0.5855,0.6965,0.111,1980;1964;1900,3.5;5.0;6.0,2017.536,-999,-999,-999,89.0,15.0,Oceanic,Non_cratonic,8.,NSHA18CAT_V0.1_hmtk_declustered.csv
