MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.05,1.2366e+00,2.5368e-01
3.15,9.9135e-01,2.0337e-01
3.25,7.9473e-01,1.6303e-01
3.35,6.3711e-01,1.3070e-01
3.45,5.1074e-01,1.0477e-01
3.5500000000000003,4.0944e-01,8.3993e-02
3.6500000000000004,3.2822e-01,6.7333e-02
3.7500000000000004,2.6312e-01,5.3976e-02
3.8500000000000005,2.1092e-01,4.3269e-02
3.9500000000000006,1.6908e-01,3.4685e-02
4.050000000000001,1.3553e-01,2.7804e-02
4.15,1.0864e-01,2.2287e-02
4.250000000000001,8.7082e-02,1.7864e-02
4.350000000000001,6.9798e-02,1.4319e-02
4.450000000000001,5.5943e-02,1.1476e-02
4.550000000000001,4.4835e-02,9.1976e-03
4.650000000000001,3.5930e-02,7.3708e-03
4.750000000000002,2.8791e-02,5.9063e-03
4.850000000000001,2.3068e-02,4.7323e-03
4.950000000000001,1.8480e-02,3.7911e-03
5.050000000000002,1.4802e-02,3.0365e-03
5.150000000000002,1.1853e-02,2.4316e-03
5.250000000000002,9.4895e-03,1.9467e-03
5.350000000000001,7.5944e-03,1.5579e-03
5.450000000000002,6.0751e-03,1.2463e-03
5.5500000000000025,4.8572e-03,9.9642e-04
5.650000000000002,3.8808e-03,7.9612e-04
5.750000000000002,3.0980e-03,6.3554e-04
5.850000000000002,2.4705e-03,5.0681e-04
5.950000000000003,1.9675e-03,4.0361e-04
6.0500000000000025,1.5642e-03,3.2087e-04
6.150000000000002,1.2408e-03,2.5455e-04
6.250000000000003,9.8164e-04,2.0138e-04
6.350000000000003,7.7385e-04,1.5875e-04
6.450000000000003,6.0727e-04,1.2458e-04
6.5500000000000025,4.7372e-04,9.7180e-05
6.650000000000003,3.6666e-04,7.5218e-05
6.7500000000000036,2.8083e-04,5.7611e-05
6.850000000000003,2.1203e-04,4.3496e-05
6.950000000000003,1.5687e-04,3.2180e-05
7.050000000000003,1.1265e-04,2.3109e-05
7.150000000000003,7.7195e-05,1.5836e-05
7.2500000000000036,4.8775e-05,1.0006e-05
7.350000000000004,2.5991e-05,5.3319e-06
7.450000000000004,7.7256e-06,1.5849e-06
