MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.15,2.4947e-01,5.1353e-02
3.25,1.8828e-01,3.8756e-02
3.35,1.4209e-01,2.9250e-02
3.45,1.0724e-01,2.2075e-02
3.55,8.0934e-02,1.6660e-02
3.65,6.1081e-02,1.2573e-02
3.75,4.6098e-02,9.4893e-03
3.85,3.4790e-02,7.1616e-03
3.95,2.6256e-02,5.4049e-03
4.05,1.9816e-02,4.0790e-03
4.15,1.4955e-02,3.0784e-03
4.25,1.1286e-02,2.3233e-03
4.35,8.5175e-03,1.7533e-03
4.45,6.4280e-03,1.3232e-03
4.55,4.8510e-03,9.9857e-04
4.65,3.6608e-03,7.5357e-04
4.75,2.7625e-03,5.6866e-04
4.85,2.0846e-03,4.2912e-04
4.95,1.5730e-03,3.2380e-04
5.05,1.1868e-03,2.4431e-04
5.15,8.9543e-04,1.8432e-04
5.25,6.7550e-04,1.3905e-04
5.35,5.0951e-04,1.0488e-04
5.45,3.8424e-04,7.9095e-05
5.55,2.8969e-04,5.9633e-05
5.65,2.1834e-04,4.4945e-05
5.75,1.6449e-04,3.3859e-05
5.85,1.2384e-04,2.5493e-05
5.95,9.3171e-05,1.9179e-05
6.05,7.0022e-05,1.4414e-05
6.15,5.2551e-05,1.0818e-05
6.25,3.9366e-05,8.1034e-06
6.35,2.9414e-05,6.0549e-06
6.45,2.1904e-05,4.5089e-06
6.55,1.6236e-05,3.3422e-06
6.65,1.1958e-05,2.4616e-06
6.75,8.7298e-06,1.7970e-06
6.85,6.2933e-06,1.2955e-06
6.95,4.4544e-06,9.1694e-07
7.05,3.0666e-06,6.3125e-07
7.15,2.0192e-06,4.1564e-07
7.25,1.2287e-06,2.5292e-07
7.35,6.3209e-07,1.3012e-07
7.45,1.8184e-07,3.7431e-08
