1928 02 04 0608 146.225 -3.825 35.0 6.38 MW 
1930 09 30 2120 145.632 -4.423 15.0 6.58 MW 
1936 02 08 1211 145.610 -5.106 64.0 6.21 MW 
1936 02 21 1657 144.564 -4.459 35.0 6.36 MW 
1947 03 02 1909 144.416 -4.762 35.0 6.62 MW 
1948 07 23 1221 146.257 -4.125 25.0 6.48 MW 
1952 11 06 1947 145.014 -4.588 52.1 6.83 MW 
1972 11 04 0947 144.548 -4.867 82.5 5.75 MW 
1975 11 30 0351 145.182 -4.968 35.0 5.81 MW 
1987 09 17 0447 145.717 -4.045 15.0 6.11 MW gcmt
1988 09 30 0545 144.732 -4.893 93.5 5.66 MW gcmt
