SRC_NAME,CODE,SRC_TYPE,SRC_WEIGHT,DEP_BEST,DEP_UPPER,DEP_LOWER,MIN_MAG,MIN_RMAG,MMAX_BEST,MMAX_LOWER,MMAX_UPPER,N0_BEST,N0_LOWER,N0_UPPER,BVAL_BEST,BVAL_LOWER,BVAL_UPPER,BVAL_FIX,BVAL_FIX_S,YCOMP,MCOMP,YMAX,TRT,DOMAIN,CAT_FILE
34.34903007700,ZN22.60443,area,1.0,5.0,2.5,10.0,4.5,4.0,7.5,7.3,7.7,142.6351,197.2787,92.93357,0.819483,0.747228,0.891738,0.819483,0.072255,1985;1965;1940,3.5;4.2;6.4,2016,Cratonic,3.,GGcat-161025.csv
208.87129214100,ZN57.01928,area,1.0,5.0,2.5,10.0,4.5,4.0,7.5,7.3,7.7,616.7653,1367.547,254.9816,0.819483,0.747228,0.891738,0.819483,0.072255,1985;1965;1940,3.5;4.2;6.4,2016,Cratonic,3.,GGcat-161025.csv
26.86674426210,ZN21.85368,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,18160.67,132901.0,2304.363,1.208254,1.061997,1.354511,1.208254,0.146257,1990;1980;1965,3.0;3.5;4.0,2016,Non_cratonic,4.,GGcat-161025.csv
18.25505703450,ZN21.74027,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,155.7714,246.5066,92.06329,0.819483,0.747228,0.891738,1.208254,0.146257,1990;1980;1965,3.0;3.5;4.0,2016,Non_cratonic,4.,GGcat-161025.csv
158.17167819100,ZN64.57814,area,1.0,5.0,2.5,10.0,4.5,4.0,7.5,7.3,7.7,1565.892,4043.986,588.5035,0.819483,0.747228,0.891738,0.819483,0.072255,1985;1965;1940,3.5;4.2;6.4,2016,Cratonic,3.,GGcat-161025.csv
216.15079965400,ZN63.80587,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,63562.36,544127.2,7273.522,1.208254,1.061997,1.354511,1.208254,0.146257,1990;1980;1965,3.0;3.5;4.0,2016,Non_cratonic,4.,GGcat-161025.csv
36.28434198930,ZN37.94739,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,19457.86,144155.0,2451.304,1.208254,1.061997,1.354511,1.208254,0.146257,1990;1980;1965,3.0;3.5;4.0,2016,Non_cratonic,4.,GGcat-161025.csv
114.11060407600,ZN79.09998,area,1.0,5.0,2.5,10.0,4.5,4.0,7.7,7.5,7.9,2160.133,9616.336,467.2629,0.835197,0.726708,0.943686,0.835197,0.108489,2000;1990;1970;1963,3.0;3.5;5.0;6.0,2016,Cratonic,7.,GGcat-161025.csv
86.79879672790,ZN65.01463,area,1.0,5.0,2.5,10.0,4.5,4.0,7.7,7.5,7.9,270.5008,743.9962,93.62435,0.835197,0.726708,0.943686,0.835197,0.108489,2000;1990;1970;1963,3.0;3.5;5.0;6.0,2016,Cratonic,7.,GGcat-161025.csv
90.29078551780,ZN70.69453,area,1.0,5.0,2.5,10.0,4.5,4.0,7.7,7.5,7.9,324.6010,948.3332,107.0311,0.835197,0.726708,0.943686,0.835197,0.108489,2000;1990;1970;1963,3.0;3.5;5.0;6.0,2016,Cratonic,7.,GGcat-161025.csv
52.25934768370,ZN61.63225,area,1.0,5.0,2.5,10.0,4.5,4.0,7.7,7.5,7.9,868.5414,3298.901,225.3030,0.835197,0.726708,0.943686,0.835197,0.108489,2000;1990;1970;1963,3.0;3.5;5.0;6.0,2016,Cratonic,7.,GGcat-161025.csv
111.73863281700,ZN42.68579,area,1.0,5.0,2.5,10.0,4.5,4.0,7.5,7.3,7.7,1952.119,5177.905,719.6125,0.819483,0.747228,0.891738,0.819483,0.072255,1985;1965;1940,3.5;4.2;6.4,2016,Cratonic,3.,GGcat-161025.csv
