MAG,N_OBS,N_CUM,BIN_RTE,CUM_RTE,MFD_FIT
2.45,13,81,4.2391e-01,2.1287e+00,2.0195e+00
2.55,7,68,2.2826e-01,1.7048e+00,1.7044e+00
2.65,8,61,2.6087e-01,1.4765e+00,1.4384e+00
2.75,9,53,2.5234e-01,1.2157e+00,1.2139e+00
2.85,8,44,2.2430e-01,9.6332e-01,1.0245e+00
2.95,6,36,1.3139e-01,7.3902e-01,8.6459e-01
3.05,5,30,1.0949e-01,6.0763e-01,7.2964e-01
3.15,3,25,6.5693e-02,4.9814e-01,6.1574e-01
3.25,7,22,1.5328e-01,4.3245e-01,5.1962e-01
3.35,5,15,1.0067e-01,2.7916e-01,4.3849e-01
3.45,2,10,4.0268e-02,1.7849e-01,3.7001e-01
3.55,1,8,2.0134e-02,1.3822e-01,3.1222e-01
3.65,2,7,4.0268e-02,1.1809e-01,2.6345e-01
3.75,0,5,0.0000e+00,7.7821e-02,2.2228e-01
3.85,0,5,0.0000e+00,7.7821e-02,1.8754e-01
3.95,0,5,0.0000e+00,7.7821e-02,1.5821e-01
4.05,0,5,0.0000e+00,7.7821e-02,1.3347e-01
4.15,1,5,1.8987e-02,7.7821e-02,1.1258e-01
4.25,0,4,0.0000e+00,5.8833e-02,9.4950e-02
4.35,0,4,0.0000e+00,5.8833e-02,8.0072e-02
4.45,1,4,1.8634e-02,5.8833e-02,6.7514e-02
4.55,1,3,1.8634e-02,4.0200e-02,5.6916e-02
4.65,0,2,0.0000e+00,2.1566e-02,4.7971e-02
4.75,0,2,0.0000e+00,2.1566e-02,4.0422e-02
4.85,0,2,0.0000e+00,2.1566e-02,3.4050e-02
4.95,0,2,0.0000e+00,2.1566e-02,2.8673e-02
5.05,0,2,0.0000e+00,2.1566e-02,2.4134e-02
5.15,0,2,0.0000e+00,2.1566e-02,2.0304e-02
5.25,1,2,1.5707e-02,2.1566e-02,1.7071e-02
5.35,0,1,0.0000e+00,5.8594e-03,1.4342e-02
5.45,0,1,0.0000e+00,5.8594e-03,1.2039e-02
5.55,0,1,0.0000e+00,5.8594e-03,1.0096e-02
5.65,0,1,0.0000e+00,5.8594e-03,8.4553e-03
5.75,0,1,0.0000e+00,5.8594e-03,7.0708e-03
5.85,0,1,0.0000e+00,5.8594e-03,5.9023e-03
5.95,0,1,0.0000e+00,5.8594e-03,4.9161e-03
6.05,0,1,0.0000e+00,5.8594e-03,4.0838e-03
6.15,0,1,0.0000e+00,5.8594e-03,3.3813e-03
6.25,0,1,0.0000e+00,5.8594e-03,2.7884e-03
6.35,1,1,5.8594e-03,5.8594e-03,2.2880e-03
6.45,0,0,0.0000e+00,0.0000e+00,1.8657e-03
6.55,0,0,0.0000e+00,0.0000e+00,1.5093e-03
6.65,0,0,0.0000e+00,0.0000e+00,1.2085e-03
6.75,0,0,0.0000e+00,0.0000e+00,9.5456e-04
6.85,0,0,0.0000e+00,0.0000e+00,7.4027e-04
6.95,0,0,0.0000e+00,0.0000e+00,5.5941e-04
7.05,0,0,0.0000e+00,0.0000e+00,4.0677e-04
7.15,0,0,0.0000e+00,0.0000e+00,2.7795e-04
7.25,0,0,0.0000e+00,0.0000e+00,1.6922e-04
7.35,0,0,0.0000e+00,0.0000e+00,7.7450e-05
7.45,0,0,0.0000e+00,0.0000e+00,0.0000e+00
