SRC_NAME,CODE,SRC_TYPE,SRC_WEIGHT,DEP_BEST,DEP_UPPER,DEP_LOWER,MIN_MAG,MIN_RMAG,MMAX_BEST,MMAX_LOWER,MMAX_UPPER,N0_BEST,N0_LOWER,N0_UPPER,BVAL_BEST,BVAL_LOWER,BVAL_UPPER,BVAL_FIX,BVAL_FIX_S,YCOMP,MCOMP,YMAX,TRT,DOMAIN,CAT_FILE
Non Cratonic Background Zone - Main,NCBM,area,1.00,10.0,5.0,15.0,4.50,4.00,7.50,7.30,7.70,37669.36,381888.9,3644.234,1.144198,1.300894,0.987502,-99.00,-99.00,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4.,GGcat-161025.csv
Non Cratonic Background Zone - Tasmania,NCBT,area,1.00,10.0,5.0,15.0,4.50,4.00,7.50,7.30,7.70,2771.039,16010.40,448.5618,1.144198,1.300894,0.987502,-99.00,-99.00,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,GGcat-161025.csv
Cratonic Background Zone,CBGZ,area,1.00,5.0,2.5,10.0,4.50,4.00,7.50,7.30,7.70,4079.493,13301.94,1237.516,0.815115,0.897228,0.733001,-99.00,-99.00,1985;1965;1940,3.5;4.2;6.4,2011,Cratonic,3.,GGcat-161025.csv
Extended Background Zone,EBGZ,area,1.00,5.0,2.5,10.0,4.50,4.00,7.70,7.50,7.90,1886.817,9428.100,366.8143,0.794128,0.908141,0.680115,-99.00,-99.00,2000;1990;1970;1963,3.0;3.5;5.0;6.0,2011,Extended,7,GGcat-161025.csv
