MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.05,1.6822e+00,3.0065e-01
3.15,1.3486e+00,2.4102e-01
3.25,1.0811e+00,1.9322e-01
3.35,8.6669e-01,1.5490e-01
3.45,6.9479e-01,1.2417e-01
3.5500000000000003,5.5698e-01,9.9545e-02
3.6500000000000004,4.4650e-01,7.9799e-02
3.7500000000000004,3.5793e-01,6.3970e-02
3.8500000000000005,2.8693e-01,5.1280e-02
3.9500000000000006,2.3001e-01,4.1107e-02
4.050000000000001,1.8437e-01,3.2952e-02
4.15,1.4779e-01,2.6413e-02
4.250000000000001,1.1846e-01,2.1172e-02
4.350000000000001,9.4951e-02,1.6970e-02
4.450000000000001,7.6102e-02,1.3601e-02
4.550000000000001,6.0992e-02,1.0901e-02
4.650000000000001,4.8878e-02,8.7355e-03
4.750000000000002,3.9167e-02,6.9999e-03
4.850000000000001,3.1381e-02,5.6085e-03
4.950000000000001,2.5140e-02,4.4930e-03
5.050000000000002,2.0136e-02,3.5988e-03
5.150000000000002,1.6125e-02,2.8819e-03
5.250000000000002,1.2909e-02,2.3071e-03
5.350000000000001,1.0331e-02,1.8464e-03
5.450000000000002,8.2644e-03,1.4770e-03
5.5500000000000025,6.6075e-03,1.1809e-03
5.650000000000002,5.2793e-03,9.4352e-04
5.750000000000002,4.2145e-03,7.5321e-04
5.850000000000002,3.3608e-03,6.0065e-04
5.950000000000003,2.6764e-03,4.7834e-04
6.0500000000000025,2.1278e-03,3.8029e-04
6.150000000000002,1.6880e-03,3.0168e-04
6.250000000000003,1.3354e-03,2.3866e-04
6.350000000000003,1.0527e-03,1.8814e-04
6.450000000000003,8.2610e-04,1.4764e-04
6.5500000000000025,6.4443e-04,1.1517e-04
6.650000000000003,4.9879e-04,8.9145e-05
6.7500000000000036,3.8204e-04,6.8278e-05
6.850000000000003,2.8843e-04,5.1549e-05
6.950000000000003,2.1340e-04,3.8138e-05
7.050000000000003,1.5324e-04,2.7387e-05
7.150000000000003,1.0501e-04,1.8768e-05
7.2500000000000036,6.6351e-05,1.1858e-05
7.350000000000004,3.5357e-05,6.3191e-06
7.450000000000004,1.0510e-05,1.8783e-06
