# mean, investigation_time=50.0
lon,lat,PGA-0.1,PGA-0.02
112.21540,-33.38236,1.297009E-02,4.800366E-02
112.21585,-33.56223,1.428073E-02,5.300814E-02
112.21630,-33.74209,1.507254E-02,5.487496E-02
112.21676,-33.92195,1.555831E-02,5.582406E-02
112.21722,-34.10182,1.588388E-02,5.641085E-02
112.21768,-34.28168,1.611374E-02,5.681631E-02
112.21815,-34.46155,1.626984E-02,5.709198E-02
112.21862,-34.64141,1.636048E-02,5.725670E-02
112.21910,-34.82128,1.638895E-02,5.731851E-02
112.21958,-35.00114,1.636323E-02,5.729246E-02
112.22006,-35.18100,1.628805E-02,5.718980E-02
112.22055,-35.36087,1.616294E-02,5.700772E-02
112.22104,-35.54073,1.598375E-02,5.673724E-02
112.22154,-35.72060,1.574344E-02,5.636014E-02
112.22204,-35.90046,1.543009E-02,5.585139E-02
112.22255,-36.08033,1.504358E-02,5.521780E-02
112.22306,-36.26019,1.458273E-02,5.445516E-02
112.22358,-36.44006,1.402684E-02,5.351833E-02
112.22410,-36.61992,1.328898E-02,5.224106E-02
112.22462,-36.79978,1.222474E-02,5.012185E-02
112.22515,-36.97965,1.071808E-02,4.573995E-02
112.22569,-37.15951,8.930950E-03,3.574191E-02
112.22623,-37.33938,7.340940E-03,2.543282E-02
112.22677,-37.51924,6.057867E-03,1.961566E-02
112.22732,-37.69911,5.106674E-03,1.613745E-02
112.22788,-37.87897,0.000000E+00,1.380685E-02
112.22843,-38.05883,0.000000E+00,1.188036E-02
112.22900,-38.23870,0.000000E+00,1.026970E-02
112.22957,-38.41856,0.000000E+00,8.832884E-03
112.23014,-38.59843,0.000000E+00,7.601445E-03
112.23072,-38.77829,0.000000E+00,6.577744E-03
112.23130,-38.95816,0.000000E+00,5.712231E-03
112.23189,-39.13802,0.000000E+00,0.000000E+00
112.23249,-39.31788,0.000000E+00,0.000000E+00
112.23309,-39.49775,0.000000E+00,0.000000E+00
112.23370,-39.67761,0.000000E+00,0.000000E+00
112.23431,-39.85748,0.000000E+00,0.000000E+00
112.23492,-40.03734,0.000000E+00,0.000000E+00
112.23555,-40.21721,0.000000E+00,0.000000E+00
112.23617,-40.39707,0.000000E+00,0.000000E+00
112.23681,-40.57693,0.000000E+00,0.000000E+00
112.23745,-40.75680,0.000000E+00,0.000000E+00
112.23809,-40.93666,0.000000E+00,0.000000E+00
112.23874,-41.11653,0.000000E+00,0.000000E+00
112.23940,-41.29639,0.000000E+00,0.000000E+00
112.24006,-41.47626,0.000000E+00,0.000000E+00
112.24073,-41.65612,0.000000E+00,0.000000E+00
112.24141,-41.83598,0.000000E+00,0.000000E+00
112.24209,-42.01585,0.000000E+00,0.000000E+00
112.24278,-42.19571,0.000000E+00,0.000000E+00
112.24347,-42.37558,0.000000E+00,0.000000E+00
112.24417,-42.55544,0.000000E+00,0.000000E+00
112.24488,-42.73531,0.000000E+00,0.000000E+00
112.24559,-42.91517,0.000000E+00,0.000000E+00
112.24631,-43.09504,0.000000E+00,0.000000E+00
112.24704,-43.27490,0.000000E+00,0.000000E+00
112.24777,-43.45476,0.000000E+00,0.000000E+00
112.24851,-43.63463,0.000000E+00,0.000000E+00
112.24926,-43.81449,0.000000E+00,0.000000E+00
112.25002,-43.99436,0.000000E+00,0.000000E+00
112.25078,-44.17422,0.000000E+00,0.000000E+00
112.25155,-44.35409,0.000000E+00,0.000000E+00
112.25232,-44.53395,0.000000E+00,0.000000E+00
112.25310,-44.71381,0.000000E+00,0.000000E+00
112.25390,-44.89368,0.000000E+00,0.000000E+00
112.36548,-10.17986,0.000000E+00,0.000000E+00
112.36569,-10.35973,0.000000E+00,0.000000E+00
112.36590,-10.53959,0.000000E+00,0.000000E+00
112.36612,-10.71946,0.000000E+00,0.000000E+00
112.36634,-10.89932,0.000000E+00,0.000000E+00
112.36656,-11.07919,0.000000E+00,0.000000E+00
112.36679,-11.25905,0.000000E+00,0.000000E+00
112.36702,-11.43891,0.000000E+00,0.000000E+00
112.36725,-11.61878,0.000000E+00,0.000000E+00
112.36749,-11.79864,0.000000E+00,0.000000E+00
112.36774,-11.97851,0.000000E+00,0.000000E+00
112.36798,-12.15837,0.000000E+00,0.000000E+00
112.36823,-12.33824,0.000000E+00,0.000000E+00
112.36849,-12.51810,0.000000E+00,0.000000E+00
112.36875,-12.69796,0.000000E+00,0.000000E+00
112.36901,-12.87783,0.000000E+00,0.000000E+00
112.36928,-13.05769,0.000000E+00,0.000000E+00
112.36955,-13.23756,0.000000E+00,0.000000E+00
112.36982,-13.41742,0.000000E+00,0.000000E+00
112.37010,-13.59729,0.000000E+00,0.000000E+00
112.37038,-13.77715,0.000000E+00,0.000000E+00
112.37067,-13.95702,0.000000E+00,0.000000E+00
112.37096,-14.13688,0.000000E+00,0.000000E+00
112.37126,-14.31674,0.000000E+00,0.000000E+00
112.37156,-14.49661,0.000000E+00,5.530453E-03
112.37186,-14.67647,0.000000E+00,6.507819E-03
112.37217,-14.85634,0.000000E+00,7.603400E-03
112.37248,-15.03620,0.000000E+00,8.852734E-03
112.37280,-15.21607,0.000000E+00,1.039596E-02
112.37312,-15.39593,0.000000E+00,1.250187E-02
112.37344,-15.57579,0.000000E+00,1.569817E-02
112.37377,-15.75566,0.000000E+00,2.037204E-02
112.37410,-15.93552,5.117449E-03,2.505749E-02
112.37444,-16.11539,5.657803E-03,2.663922E-02
112.37478,-16.29525,6.003165E-03,2.511703E-02
112.37513,-16.47512,6.168954E-03,2.275512E-02
112.37548,-16.65498,6.240458E-03,2.094080E-02
112.37584,-16.83484,6.301256E-03,1.997036E-02
112.37619,-17.01471,6.402177E-03,1.964242E-02
112.37656,-17.19457,6.557621E-03,1.974473E-02
112.37693,-17.37444,6.778271E-03,2.014678E-02
112.37730,-17.55430,7.068013E-03,2.081050E-02
112.37768,-17.73417,7.428514E-03,2.181851E-02
112.37806,-17.91403,7.924838E-03,2.338016E-02
112.37844,-18.09389,8.609812E-03,2.591001E-02
112.37883,-18.27376,9.541624E-03,3.005297E-02
112.37923,-18.45362,1.065065E-02,3.710563E-02
112.37963,-18.63349,1.190482E-02,4.552383E-02
112.38003,-18.81335,1.310448E-02,5.062119E-02
112.38044,-18.99322,1.399687E-02,5.296321E-02
112.38085,-19.17308,1.457794E-02,5.419705E-02
112.38127,-19.35294,1.497545E-02,5.496169E-02
112.38169,-19.53281,1.525603E-02,5.546763E-02
112.38212,-19.71267,1.544883E-02,5.579899E-02
112.38255,-19.89254,1.555900E-02,5.596992E-02
112.38299,-20.07240,1.558822E-02,5.599001E-02
112.38343,-20.25227,1.554512E-02,5.587539E-02
112.38388,-20.43213,1.543520E-02,5.563318E-02
112.38433,-20.61199,1.526204E-02,5.526710E-02
112.38479,-20.79186,1.501198E-02,5.472729E-02
112.38525,-20.97172,1.463271E-02,5.383766E-02
112.38571,-21.15159,1.403847E-02,5.213305E-02
112.38619,-21.33145,1.316220E-02,4.815074E-02
112.38666,-21.51132,1.223166E-02,4.069458E-02
112.38714,-21.69118,1.156491E-02,3.488706E-02
112.38763,-21.87105,1.130505E-02,3.322697E-02
112.38812,-22.05091,1.146404E-02,3.501659E-02
112.38862,-22.23077,1.195236E-02,4.000988E-02
112.38912,-22.41064,1.265119E-02,4.600139E-02
112.38962,-22.59050,1.340570E-02,4.981109E-02
112.39013,-22.77037,1.405871E-02,5.205825E-02
112.39065,-22.95023,1.457381E-02,5.341871E-02
112.39117,-23.13010,1.498185E-02,5.433381E-02
112.39170,-23.30996,1.530782E-02,5.500179E-02
112.39223,-23.48982,1.557712E-02,5.552194E-02
112.39277,-23.66969,1.580902E-02,5.595750E-02
112.39331,-23.84955,1.601101E-02,5.633119E-02
112.39386,-24.02942,1.618715E-02,5.665319E-02
112.39442,-24.20928,1.633901E-02,5.692919E-02
112.39498,-24.38915,1.646357E-02,5.715625E-02
112.39554,-24.56901,1.655946E-02,5.733002E-02
112.39611,-24.74887,1.663017E-02,5.745517E-02
112.39669,-24.92874,1.667966E-02,5.754080E-02
112.39727,-25.10860,1.671062E-02,5.759392E-02
112.39786,-25.28847,1.672469E-02,5.761916E-02
112.39845,-25.46833,1.672253E-02,5.761879E-02
112.39905,-25.64820,1.670402E-02,5.759295E-02
112.39965,-25.82806,1.666819E-02,5.753966E-02
112.40026,-26.00792,1.661307E-02,5.745424E-02
112.40088,-26.18779,1.653543E-02,5.732889E-02
112.40150,-26.36765,1.643037E-02,5.715221E-02
112.40213,-26.54752,1.629142E-02,5.691360E-02
112.40276,-26.72738,1.611923E-02,5.662028E-02
112.40340,-26.90725,1.591700E-02,5.627591E-02
112.40405,-27.08711,1.568076E-02,5.587248E-02
112.40470,-27.26697,1.540275E-02,5.539309E-02
112.40536,-27.44684,1.506558E-02,5.478907E-02
112.40602,-27.62670,1.463607E-02,5.396063E-02
112.40669,-27.80657,1.407605E-02,5.274233E-02
112.40737,-27.98643,1.334331E-02,5.078557E-02
112.40805,-28.16630,1.247743E-02,4.778725E-02
112.40874,-28.34616,1.160593E-02,4.348410E-02
112.40943,-28.52603,1.080118E-02,3.895704E-02
112.41014,-28.70589,1.005372E-02,3.518448E-02
112.41084,-28.88575,9.318977E-03,3.127812E-02
112.41156,-29.06562,8.595909E-03,2.777387E-02
112.41228,-29.24548,7.923387E-03,2.462920E-02
112.41301,-29.42535,7.316092E-03,2.209308E-02
112.41374,-29.60521,6.759699E-03,2.009694E-02
112.41448,-29.78508,6.257641E-03,1.845121E-02
112.41523,-29.96494,5.843198E-03,1.709526E-02
112.41599,-30.14480,5.505744E-03,1.602685E-02
112.41675,-30.32467,5.233569E-03,1.517712E-02
112.41752,-30.50453,5.019366E-03,1.450214E-02
112.41829,-30.68440,0.000000E+00,1.398891E-02
112.41908,-30.86426,0.000000E+00,1.362880E-02
112.41987,-31.04413,0.000000E+00,1.342999E-02
112.42066,-31.22399,0.000000E+00,1.345943E-02
112.42147,-31.40385,0.000000E+00,1.373222E-02
112.42228,-31.58372,5.007382E-03,1.423118E-02
112.42310,-31.76358,5.273480E-03,1.501114E-02
112.42392,-31.94345,5.631674E-03,1.606196E-02
112.42476,-32.12331,6.082317E-03,1.736094E-02
112.42560,-32.30318,6.627913E-03,1.889544E-02
112.42645,-32.48304,7.264289E-03,2.062961E-02
112.42730,-32.66290,8.016667E-03,2.288871E-02
112.42817,-32.84277,9.013659E-03,2.630484E-02
112.42904,-33.02263,1.030594E-02,3.202423E-02
112.42992,-33.20250,1.182348E-02,4.182549E-02
112.43080,-33.38236,1.339434E-02,5.010607E-02
112.43170,-33.56223,1.453591E-02,5.355740E-02
112.43260,-33.74209,1.523767E-02,5.509673E-02
112.43351,-33.92195,1.568724E-02,5.595743E-02
112.43443,-34.10182,1.600068E-02,5.652149E-02
112.43536,-34.28168,1.622680E-02,5.692249E-02
112.43630,-34.46155,1.638314E-02,5.720087E-02
112.43724,-34.64141,1.647680E-02,5.737353E-02
112.43819,-34.82128,1.651137E-02,5.744868E-02
112.43915,-35.00114,1.649559E-02,5.744441E-02
112.44012,-35.18100,1.643407E-02,5.737175E-02
112.44110,-35.36087,1.632627E-02,5.722713E-02
112.44209,-35.54073,1.616678E-02,5.699603E-02
112.44308,-35.72060,1.594439E-02,5.665162E-02
112.44409,-35.90046,1.564524E-02,5.616919E-02
112.44510,-36.08033,1.527005E-02,5.555614E-02
112.44612,-36.26019,1.481553E-02,5.480387E-02
112.44716,-36.44006,1.425877E-02,5.386015E-02
112.44820,-36.61992,1.351396E-02,5.252018E-02
112.44925,-36.79978,1.238029E-02,5.012970E-02
112.45031,-36.97965,1.078515E-02,4.482414E-02
112.45138,-37.15951,8.997346E-03,3.368928E-02
112.45246,-37.33938,7.434970E-03,2.455941E-02
112.45354,-37.51924,6.186267E-03,1.954689E-02
112.45464,-37.69911,5.243671E-03,1.635169E-02
112.45575,-37.87897,0.000000E+00,1.409892E-02
112.45687,-38.05883,0.000000E+00,1.218752E-02
112.45800,-38.23870,0.000000E+00,1.054322E-02
112.45913,-38.41856,0.000000E+00,9.082510E-03
112.46028,-38.59843,0.000000E+00,7.818373E-03
112.46144,-38.77829,0.000000E+00,6.789934E-03
112.46261,-38.95816,0.000000E+00,5.902438E-03
112.46379,-39.13802,0.000000E+00,5.166463E-03
112.46498,-39.31788,0.000000E+00,0.000000E+00
112.46618,-39.49775,0.000000E+00,0.000000E+00
112.46739,-39.67761,0.000000E+00,0.000000E+00
112.46861,-39.85748,0.000000E+00,0.000000E+00
112.46985,-40.03734,0.000000E+00,0.000000E+00
112.47109,-40.21721,0.000000E+00,0.000000E+00
112.47235,-40.39707,0.000000E+00,0.000000E+00
112.47362,-40.57693,0.000000E+00,0.000000E+00
112.47490,-40.75680,0.000000E+00,0.000000E+00
112.47619,-40.93666,0.000000E+00,0.000000E+00
112.47749,-41.11653,0.000000E+00,0.000000E+00
112.47880,-41.29639,0.000000E+00,0.000000E+00
112.48013,-41.47626,0.000000E+00,0.000000E+00
112.48147,-41.65612,0.000000E+00,0.000000E+00
112.48282,-41.83598,0.000000E+00,0.000000E+00
112.48418,-42.01585,0.000000E+00,0.000000E+00
112.48556,-42.19571,0.000000E+00,0.000000E+00
112.48695,-42.37558,0.000000E+00,0.000000E+00
112.48835,-42.55544,0.000000E+00,0.000000E+00
112.48976,-42.73531,0.000000E+00,0.000000E+00
112.49119,-42.91517,0.000000E+00,0.000000E+00
112.49263,-43.09504,0.000000E+00,0.000000E+00
112.49408,-43.27490,0.000000E+00,0.000000E+00
112.49555,-43.45476,0.000000E+00,0.000000E+00
112.49703,-43.63463,0.000000E+00,0.000000E+00
112.49852,-43.81449,0.000000E+00,0.000000E+00
112.50003,-43.99436,0.000000E+00,0.000000E+00
112.50156,-44.17422,0.000000E+00,0.000000E+00
112.50309,-44.35409,0.000000E+00,0.000000E+00
112.50464,-44.53395,0.000000E+00,0.000000E+00
112.50621,-44.71381,0.000000E+00,0.000000E+00
112.50779,-44.89368,0.000000E+00,0.000000E+00
112.50939,-45.07354,0.000000E+00,0.000000E+00
112.54822,-10.17986,0.000000E+00,0.000000E+00
112.54854,-10.35973,0.000000E+00,0.000000E+00
112.54885,-10.53959,0.000000E+00,0.000000E+00
112.54918,-10.71946,0.000000E+00,0.000000E+00
112.54951,-10.89932,0.000000E+00,0.000000E+00
112.54984,-11.07919,0.000000E+00,0.000000E+00
112.55018,-11.25905,0.000000E+00,0.000000E+00
112.55053,-11.43891,0.000000E+00,0.000000E+00
112.55088,-11.61878,0.000000E+00,0.000000E+00
112.55124,-11.79864,0.000000E+00,0.000000E+00
112.55160,-11.97851,0.000000E+00,0.000000E+00
112.55197,-12.15837,0.000000E+00,0.000000E+00
112.55235,-12.33824,0.000000E+00,0.000000E+00
112.55273,-12.51810,0.000000E+00,0.000000E+00
112.55312,-12.69796,0.000000E+00,0.000000E+00
112.55352,-12.87783,0.000000E+00,0.000000E+00
112.55392,-13.05769,0.000000E+00,0.000000E+00
112.55432,-13.23756,0.000000E+00,0.000000E+00
112.55473,-13.41742,0.000000E+00,0.000000E+00
112.55515,-13.59729,0.000000E+00,0.000000E+00
112.55558,-13.77715,0.000000E+00,0.000000E+00
112.55601,-13.95702,0.000000E+00,0.000000E+00
112.55644,-14.13688,0.000000E+00,0.000000E+00
112.55689,-14.31674,0.000000E+00,0.000000E+00
112.55734,-14.49661,0.000000E+00,5.887384E-03
112.55779,-14.67647,0.000000E+00,6.964747E-03
112.55825,-14.85634,0.000000E+00,8.142020E-03
112.55872,-15.03620,0.000000E+00,9.557973E-03
112.55920,-15.21607,0.000000E+00,1.131848E-02
112.55968,-15.39593,0.000000E+00,1.403388E-02
112.56016,-15.57579,0.000000E+00,1.880785E-02
112.56066,-15.75566,5.183986E-03,2.726446E-02
112.56116,-15.93552,6.102751E-03,3.527936E-02
112.56166,-16.11539,6.896006E-03,3.769542E-02
112.56218,-16.29525,7.314174E-03,3.597044E-02
112.56270,-16.47512,7.433742E-03,3.135899E-02
112.56322,-16.65498,7.413126E-03,2.704535E-02
112.56375,-16.83484,7.373344E-03,2.414073E-02
112.56429,-17.01471,7.384908E-03,2.282681E-02
112.56484,-17.19457,7.474733E-03,2.249595E-02
112.56539,-17.37444,7.651952E-03,2.272321E-02
112.56595,-17.55430,7.931529E-03,2.340132E-02
112.56651,-17.73417,8.344545E-03,2.464757E-02
112.56709,-17.91403,8.944344E-03,2.685078E-02
112.56766,-18.09389,9.785720E-03,3.060975E-02
112.56825,-18.27376,1.078396E-02,3.731678E-02
112.56884,-18.45362,1.195794E-02,4.532251E-02
112.56944,-18.63349,1.311781E-02,5.035260E-02
112.57005,-18.81335,1.402139E-02,5.285068E-02
112.57066,-18.99322,1.463262E-02,5.418441E-02
112.57128,-19.17308,1.506331E-02,5.502018E-02
112.57191,-19.35294,1.538037E-02,5.559621E-02
112.57254,-19.53281,1.561870E-02,5.601675E-02
112.57318,-19.71267,1.578841E-02,5.630593E-02
112.57383,-19.89254,1.589161E-02,5.646492E-02
112.57449,-20.07240,1.592382E-02,5.648672E-02
112.57515,-20.25227,1.588788E-02,5.638232E-02
112.57582,-20.43213,1.579853E-02,5.617606E-02
112.57650,-20.61199,1.566283E-02,5.588296E-02
112.57718,-20.79186,1.547941E-02,5.549228E-02
112.57787,-20.97172,1.522609E-02,5.492618E-02
112.57857,-21.15159,1.485040E-02,5.399220E-02
112.57928,-21.33145,1.430058E-02,5.223820E-02
112.57999,-21.51132,1.362293E-02,4.860317E-02
112.58071,-21.69118,1.305074E-02,4.334073E-02
112.58144,-21.87105,1.283434E-02,4.164566E-02
112.58218,-22.05091,1.301651E-02,4.444654E-02
112.58292,-22.23077,1.350411E-02,4.867900E-02
112.58367,-22.41064,1.407014E-02,5.156410E-02
112.58443,-22.59050,1.455831E-02,5.312171E-02
112.58520,-22.77037,1.494888E-02,5.408302E-02
112.58598,-22.95023,1.526545E-02,5.476787E-02
112.58676,-23.13010,1.553247E-02,5.530391E-02
112.58755,-23.30996,1.576648E-02,5.575292E-02
112.58835,-23.48982,1.597565E-02,5.614596E-02
112.58916,-23.66969,1.616256E-02,5.649351E-02
112.58997,-23.84955,1.632796E-02,5.679748E-02
112.59079,-24.02942,1.647244E-02,5.706066E-02
112.59162,-24.20928,1.659278E-02,5.728043E-02
112.59246,-24.38915,1.668684E-02,5.744919E-02
112.59331,-24.56901,1.675861E-02,5.757375E-02
112.59417,-24.74887,1.681187E-02,5.766319E-02
112.59503,-24.92874,1.684933E-02,5.772449E-02
112.59590,-25.10860,1.687264E-02,5.776248E-02
112.59678,-25.28847,1.688279E-02,5.778020E-02
112.59767,-25.46833,1.688029E-02,5.777909E-02
112.59857,-25.64820,1.686492E-02,5.775916E-02
112.59948,-25.82806,1.683586E-02,5.771894E-02
112.60039,-26.00792,1.679166E-02,5.765507E-02
112.60132,-26.18779,1.672997E-02,5.756194E-02
112.60225,-26.36765,1.664731E-02,5.743117E-02
112.60319,-26.54752,1.653871E-02,5.725139E-02
112.60414,-26.72738,1.639858E-02,5.701454E-02
112.60510,-26.90725,1.622901E-02,5.672954E-02
112.60607,-27.08711,1.603171E-02,5.639885E-02
112.60705,-27.26697,1.580358E-02,5.601621E-02
112.60803,-27.44684,1.553859E-02,5.556662E-02
112.60903,-27.62670,1.522440E-02,5.501497E-02
112.61003,-27.80657,1.484197E-02,5.430075E-02
112.61105,-27.98643,1.437407E-02,5.335459E-02
112.61207,-28.16630,1.381719E-02,5.207443E-02
112.61311,-28.34616,1.315455E-02,5.035633E-02
112.61415,-28.52603,1.244738E-02,4.829303E-02
112.61520,-28.70589,1.171090E-02,4.575221E-02
112.61627,-28.88575,1.093724E-02,4.216688E-02
112.61734,-29.06562,1.013617E-02,3.740404E-02
112.61842,-29.24548,9.310795E-03,3.200838E-02
112.61951,-29.42535,8.501990E-03,2.752281E-02
112.62061,-29.60521,7.773920E-03,2.394058E-02
112.62173,-29.78508,7.153860E-03,2.127057E-02
112.62285,-29.96494,6.608283E-03,1.935377E-02
112.62398,-30.14480,6.166859E-03,1.788234E-02
112.62512,-30.32467,5.827975E-03,1.680726E-02
112.62628,-30.50453,5.568983E-03,1.600450E-02
112.62744,-30.68440,5.377084E-03,1.540262E-02
112.62861,-30.86426,5.246900E-03,1.497729E-02
112.62980,-31.04413,5.177433E-03,1.472534E-02
112.63099,-31.22399,5.175727E-03,1.467225E-02
112.63220,-31.40385,5.253760E-03,1.486514E-02
112.63342,-31.58372,5.418883E-03,1.533065E-02
112.63464,-31.76358,5.673497E-03,1.606291E-02
112.63588,-31.94345,6.015652E-03,1.704046E-02
112.63713,-32.12331,6.453985E-03,1.827850E-02
112.63840,-32.30318,7.002066E-03,1.975707E-02
112.63967,-32.48304,7.623747E-03,2.156772E-02
112.64095,-32.66290,8.438536E-03,2.416984E-02
