#File_name	N0	b_value	Area
D_128.50_-24.50_0.50 34.50 0.99 11189
D_128.50_-26.00_0.50 56.73 0.99 11059
D_128.50_-26.50_0.50 51.57 0.99 11014
D_128.50_-27.00_0.50 50.28 0.99 10968
D_128.50_-27.50_0.50 119.56 0.99 10922
D_128.50_-28.00_0.50 69.05 0.99 10874
D_129.00_-10.00_0.50 112.54 0.99 12052
D_129.00_-10.50_0.50 172.31 0.99 12034
D_129.00_-11.00_0.50 86.15 0.99 12016
D_129.00_-11.50_0.50 35.73 0.99 11996
D_129.00_-12.00_0.50 88.18 0.99 11976
D_129.00_-12.50_0.50 58.84 0.99 11955
D_129.00_-13.00_0.50 29.69 0.99 11933
D_129.00_-13.50_0.50 81.88 0.99 11910
D_129.00_-14.00_0.50 124.73 0.99 11886
D_129.00_-14.50_0.50 89.98 0.99 11861
D_129.00_-15.50_0.50 20.85 0.99 11809
D_129.00_-16.00_0.50 171.95 0.99 11782
D_129.00_-16.50_0.50 780.24 0.99 11754
D_129.00_-17.00_0.50 703.66 0.99 11725
D_129.00_-17.50_0.50 46.24 0.99 11695
D_129.00_-18.00_0.50 20.92 0.99 11664
D_129.00_-21.50_0.50 37.12 0.99 11426
D_129.00_-22.00_0.50 81.13 0.99 11389
D_129.00_-22.50_0.50 69.83 0.99 11350
D_129.00_-23.00_0.50 86.98 0.99 11311
D_129.00_-23.50_0.50 97.67 0.99 11271
D_129.00_-24.00_0.50 75.58 0.99 11230
D_129.00_-24.50_0.50 61.71 0.99 11189
D_129.00_-25.00_0.50 40.47 0.99 11146
D_129.00_-25.50_0.50 57.24 0.99 11103
D_129.00_-26.00_0.50 155.75 0.99 11059
D_129.00_-26.50_0.50 139.41 0.99 11014
D_129.00_-27.00_0.50 49.34 0.99 10968
D_129.00_-27.50_0.50 119.17 0.99 10922
D_129.00_-28.00_0.50 89.85 0.99 10874
D_129.00_-28.50_0.50 26.10 0.99 10826
D_129.00_-30.50_0.50 33.65 0.99 10625
D_129.00_-31.00_0.50 33.65 0.99 10572
D_129.00_-34.00_0.50 26.79 0.99 10242
D_129.00_-34.50_0.50 80.08 0.99 10184
D_129.00_-35.00_0.50 83.74 0.99 10125
D_129.50_-10.00_0.50 56.97 0.99 12052
D_129.50_-10.50_0.50 74.29 0.99 12034
D_129.50_-11.00_0.50 59.23 0.99 12016
D_129.50_-11.50_0.50 110.85 0.99 11996
D_129.50_-12.00_0.50 74.25 0.99 11976
D_129.50_-12.50_0.50 14.99 0.99 11955
D_129.50_-13.00_0.50 89.42 0.99 11933
D_129.50_-13.50_0.50 111.26 0.99 11910
D_129.50_-14.00_0.50 93.17 0.99 11886
D_129.50_-14.50_0.50 64.47 0.99 11861
D_129.50_-15.00_0.50 14.81 0.99 11836
D_129.50_-15.50_0.50 14.81 0.99 11809
D_129.50_-16.00_0.50 18.61 0.99 11782
D_129.50_-16.50_0.50 93.36 0.99 11754
D_129.50_-17.00_0.50 91.77 0.99 11725
D_129.50_-17.50_0.50 33.21 0.99 11695
D_129.50_-18.00_0.50 16.60 0.99 11664
D_129.50_-21.00_0.50 29.30 0.99 11463
D_129.50_-21.50_0.50 107.45 0.99 11426
D_129.50_-22.00_0.50 226.89 0.99 11389
D_129.50_-22.50_0.50 153.08 0.99 11350
D_129.50_-23.00_0.50 138.40 0.99 11311
D_129.50_-23.50_0.50 182.29 0.99 11271
D_129.50_-24.00_0.50 72.37 0.99 11230
D_129.50_-24.50_0.50 33.67 0.99 11189
D_129.50_-25.00_0.50 264.26 0.99 11146
D_129.50_-25.50_0.50 273.27 0.99 11103
D_129.50_-26.00_0.50 135.92 0.99 11059
D_129.50_-26.50_0.50 152.56 0.99 11014
D_129.50_-27.00_0.50 28.26 0.99 10968
D_129.50_-28.00_0.50 39.57 0.99 10874
D_129.50_-28.50_0.50 39.57 0.99 10826
D_129.50_-30.50_0.50 33.65 0.99 10625
D_129.50_-31.00_0.50 33.65 0.99 10572
D_129.50_-34.00_0.50 26.79 0.99 10242
D_129.50_-34.50_0.50 80.08 0.99 10184
D_129.50_-35.00_0.50 83.74 0.99 10125
D_130.00_-10.00_0.50 17.93 0.99 12052
D_130.00_-10.50_0.50 33.59 0.99 12034
D_130.00_-11.00_0.50 55.61 0.99 12016
D_130.00_-11.50_0.50 101.62 0.99 11996
D_130.00_-12.00_0.50 52.50 0.99 11976
D_130.00_-12.50_0.50 60.91 0.99 11955
D_130.00_-13.00_0.50 114.53 0.99 11933
D_130.00_-13.50_0.50 52.50 0.99 11910
D_130.00_-14.50_0.50 41.80 0.99 11861
D_130.00_-15.00_0.50 57.32 0.99 11836
D_130.00_-15.50_0.50 26.32 0.99 11809
D_130.00_-16.00_0.50 18.61 0.99 11782
D_130.00_-16.50_0.50 67.04 0.99 11754
D_130.00_-17.00_0.50 60.37 0.99 11725
D_130.00_-18.00_0.50 156.41 0.99 11664
D_130.00_-18.50_0.50 157.77 0.99 11633
D_130.00_-21.50_0.50 100.91 0.99 11426
D_130.00_-22.00_0.50 191.75 0.99 11389
D_130.00_-22.50_0.50 156.84 0.99 11350
D_130.00_-23.00_0.50 311.28 0.99 11311
D_130.00_-23.50_0.50 541.58 0.99 11271
D_130.00_-24.00_0.50 243.07 0.99 11230
D_130.00_-24.50_0.50 23.53 0.99 11189
D_130.00_-25.00_0.50 295.65 0.99 11146
D_130.00_-25.50_0.50 308.43 0.99 11103
D_130.00_-26.00_0.50 26.37 0.99 11059
D_130.00_-26.50_0.50 28.84 0.99 11014
D_130.00_-27.00_0.50 27.77 0.99 10968
D_130.00_-28.00_0.50 20.78 0.99 10874
D_130.00_-28.50_0.50 20.78 0.99 10826
D_130.50_-10.00_0.50 17.93 0.99 12052
D_130.50_-10.50_0.50 75.51 0.99 12034
D_130.50_-11.00_0.50 75.51 0.99 12016
D_130.50_-11.50_0.50 16.79 0.99 11996
D_130.50_-12.50_0.50 81.98 0.99 11955
D_130.50_-13.00_0.50 81.98 0.99 11933
D_130.50_-13.50_0.50 18.82 0.99 11910
D_130.50_-14.00_0.50 18.82 0.99 11886
D_130.50_-14.50_0.50 210.24 0.99 11861
D_130.50_-15.00_0.50 227.62 0.99 11836
D_130.50_-15.50_0.50 18.61 0.99 11809
D_130.50_-16.50_0.50 53.19 0.99 11754
D_130.50_-17.00_0.50 54.08 0.99 11725
D_130.50_-18.00_0.50 156.38 0.99 11664
D_130.50_-18.50_0.50 157.76 0.99 11633
D_130.50_-20.00_0.50 26.15 0.99 11533
D_130.50_-20.50_0.50 26.15 0.99 11498
D_130.50_-21.50_0.50 20.82 0.99 11426
D_130.50_-22.00_0.50 36.24 0.99 11389
D_130.50_-22.50_0.50 83.02 0.99 11350
D_130.50_-23.00_0.50 226.06 0.99 11311
D_130.50_-23.50_0.50 394.68 0.99 11271
D_130.50_-24.00_0.50 192.63 0.99 11230
D_130.50_-24.50_0.50 23.53 0.99 11189
D_130.50_-25.00_0.50 225.87 0.99 11146
D_130.50_-25.50_0.50 249.57 0.99 11103
D_130.50_-26.00_0.50 235.41 0.99 11059
D_130.50_-26.50_0.50 214.60 0.99 11014
D_131.00_-10.50_0.50 67.25 0.99 12034
D_131.00_-11.00_0.50 67.25 0.99 12016
D_131.00_-12.00_0.50 43.64 0.99 11976
D_131.00_-12.50_0.50 74.39 0.99 11955
D_131.00_-13.00_0.50 29.69 0.99 11933
D_131.00_-13.50_0.50 18.82 0.99 11910
D_131.00_-14.00_0.50 61.16 0.99 11886
D_131.00_-14.50_0.50 216.68 0.99 11861
D_131.00_-15.00_0.50 147.75 0.99 11836
D_131.00_-16.50_0.50 14.81 0.99 11754
D_131.00_-17.00_0.50 14.80 0.99 11725
D_131.00_-17.50_0.50 20.82 0.99 11695
D_131.00_-18.00_0.50 20.82 0.99 11664
D_131.00_-20.00_0.50 26.15 0.99 11533
D_131.00_-20.50_0.50 89.93 0.99 11498
D_131.00_-21.00_0.50 65.07 0.99 11463
D_131.00_-22.50_0.50 123.31 0.99 11350
D_131.00_-23.00_0.50 252.46 0.99 11311
D_131.00_-23.50_0.50 130.86 0.99 11271
D_131.00_-24.50_0.50 49.15 0.99 11189
D_131.00_-25.00_0.50 220.51 0.99 11146
D_131.00_-25.50_0.50 272.28 0.99 11103
D_131.00_-26.00_0.50 412.84 0.99 11059
D_131.00_-26.50_0.50 420.13 0.99 11014
D_131.00_-27.00_0.50 68.71 0.99 10968
D_131.50_-10.00_0.50 19.83 0.99 12052
D_131.50_-10.50_0.50 18.82 0.99 12034
D_131.50_-11.50_0.50 18.82 0.99 11996
D_131.50_-12.00_0.50 54.67 0.99 11976
D_131.50_-12.50_0.50 43.64 0.99 11955
D_131.50_-13.50_0.50 18.82 0.99 11910
D_131.50_-14.00_0.50 61.16 0.99 11886
D_131.50_-14.50_0.50 46.84 0.99 11861
D_131.50_-16.50_0.50 14.80 0.99 11754
D_131.50_-17.00_0.50 14.79 0.99 11725
D_131.50_-17.50_0.50 20.82 0.99 11695
D_131.50_-18.00_0.50 20.82 0.99 11664
D_131.50_-20.00_0.50 16.57 0.99 11533
D_131.50_-20.50_0.50 74.75 0.99 11498
D_131.50_-21.00_0.50 65.07 0.99 11463
D_131.50_-22.00_0.50 20.82 0.99 11389
D_131.50_-22.50_0.50 130.61 0.99 11350
D_131.50_-23.00_0.50 300.95 0.99 11311
D_131.50_-23.50_0.50 181.99 0.99 11271
D_131.50_-24.50_0.50 48.65 0.99 11189
D_131.50_-25.00_0.50 66.27 0.99 11146
D_131.50_-25.50_0.50 162.04 0.99 11103
D_131.50_-26.00_0.50 374.65 0.99 11059
D_131.50_-26.50_0.50 407.00 0.99 11014
D_131.50_-27.00_0.50 153.43 0.99 10968
D_131.50_-29.50_0.50 21.25 0.99 10727
D_131.50_-30.00_0.50 21.25 0.99 10676
D_132.00_-10.00_0.50 20.90 0.99 12052
D_132.00_-10.50_0.50 18.82 0.99 12034
D_132.00_-11.50_0.50 18.82 0.99 11996
D_132.00_-12.00_0.50 18.82 0.99 11976
D_132.00_-13.00_0.50 18.82 0.99 11933
D_132.00_-13.50_0.50 18.82 0.99 11910
D_132.00_-20.00_0.50 16.57 0.99 11533
D_132.00_-20.50_0.50 16.57 0.99 11498
D_132.00_-21.00_0.50 26.31 0.99 11463
D_132.00_-21.50_0.50 26.31 0.99 11426
D_132.00_-22.00_0.50 50.91 0.99 11389
D_132.00_-22.50_0.50 50.91 0.99 11350
D_132.00_-23.00_0.50 178.48 0.99 11311
D_132.00_-23.50_0.50 178.48 0.99 11271
D_132.00_-24.50_0.50 29.73 0.99 11189
D_132.00_-25.00_0.50 41.94 0.99 11146
D_132.00_-25.50_0.50 66.24 0.99 11103
D_132.00_-26.00_0.50 224.60 0.99 11059
D_132.00_-26.50_0.50 246.05 0.99 11014
D_132.00_-27.00_0.50 112.72 0.99 10968
D_132.00_-29.00_0.50 21.25 0.99 10777
D_132.00_-29.50_0.50 42.51 0.99 10727
D_132.00_-30.00_0.50 21.25 0.99 10676
D_132.00_-31.00_0.50 30.99 0.99 10572
D_132.00_-31.50_0.50 30.59 0.99 10519
D_132.50_-10.00_0.50 19.47 0.99 12052
D_132.50_-10.50_0.50 16.35 0.99 12034
D_132.50_-13.00_0.50 40.86 0.99 11933
D_132.50_-13.50_0.50 40.86 0.99 11910
D_132.50_-16.50_0.50 29.30 0.99 11754
D_132.50_-17.00_0.50 29.30 0.99 11725
D_132.50_-19.50_0.50 16.57 0.99 11567
D_132.50_-20.00_0.50 20.88 0.99 11533
D_132.50_-20.50_0.50 23.91 0.99 11498
D_132.50_-21.00_0.50 56.03 0.99 11463
D_132.50_-21.50_0.50 41.57 0.99 11426
D_132.50_-22.00_0.50 62.90 0.99 11389
D_132.50_-22.50_0.50 57.14 0.99 11350
D_132.50_-23.00_0.50 105.16 0.99 11311
D_132.50_-23.50_0.50 105.16 0.99 11271
D_132.50_-24.50_0.50 29.73 0.99 11189
D_132.50_-25.00_0.50 41.94 0.99 11146
D_132.50_-25.50_0.50 23.53 0.99 11103
D_132.50_-26.00_0.50 479.71 0.99 11059
D_132.50_-26.50_0.50 532.00 0.99 11014
D_132.50_-27.00_0.50 51.08 0.99 10968
D_132.50_-29.50_0.50 15.85 0.99 10727
D_132.50_-31.00_0.50 30.19 0.99 10572
D_132.50_-31.50_0.50 29.80 0.99 10519
D_132.50_-33.00_0.50 39.49 0.99 10355
D_132.50_-33.50_0.50 39.49 0.99 10299
D_133.00_-10.00_0.50 19.47 0.99 12052
D_133.00_-10.50_0.50 19.47 0.99 12034
D_133.00_-11.50_0.50 16.79 0.99 11996
D_133.00_-12.00_0.50 16.79 0.99 11976
D_133.00_-13.00_0.50 26.49 0.99 11933
D_133.00_-13.50_0.50 29.85 0.99 11910
D_133.00_-14.00_0.50 15.50 0.99 11886
D_133.00_-16.50_0.50 29.30 0.99 11754
D_133.00_-17.00_0.50 29.30 0.99 11725
D_133.00_-19.50_0.50 16.57 0.99 11567
D_133.00_-20.00_0.50 20.88 0.99 11533
D_133.00_-20.50_0.50 23.91 0.99 11498
D_133.00_-21.00_0.50 41.57 0.99 11463
D_133.00_-21.50_0.50 29.39 0.99 11426
D_133.00_-22.00_0.50 37.77 0.99 11389
D_133.00_-22.50_0.50 123.48 0.99 11350
D_133.00_-23.00_0.50 91.60 0.99 11311
D_133.00_-26.00_0.50 438.80 0.99 11059
D_133.00_-26.50_0.50 514.24 0.99 11014
D_133.00_-27.00_0.50 51.08 0.99 10968
D_133.00_-29.00_0.50 19.90 0.99 10777
D_133.00_-29.50_0.50 19.90 0.99 10727
D_133.00_-33.50_0.50 41.96 0.99 10299
D_133.00_-34.00_0.50 81.76 0.99 10242
D_133.00_-34.50_0.50 49.89 0.99 10184
D_133.50_-11.50_0.50 99.47 0.99 11996
D_133.50_-12.00_0.50 99.47 0.99 11976
D_133.50_-13.50_0.50 15.50 0.99 11910
D_133.50_-14.00_0.50 15.50 0.99 11886
D_133.50_-19.50_0.50 786.10 0.99 11567
D_133.50_-20.00_0.50 792.38 0.99 11533
D_133.50_-22.00_0.50 16.57 0.99 11389
D_133.50_-22.50_0.50 102.82 0.99 11350
D_133.50_-23.00_0.50 91.60 0.99 11311
D_133.50_-29.00_0.50 19.90 0.99 10777
D_133.50_-29.50_0.50 19.90 0.99 10727
D_133.50_-33.50_0.50 84.41 0.99 10299
D_133.50_-34.00_0.50 132.23 0.99 10242
D_133.50_-34.50_0.50 55.42 0.99 10184
D_134.00_-11.00_0.50 172.89 0.99 12016
D_134.00_-11.50_0.50 274.89 0.99 11996
D_134.00_-12.00_0.50 87.78 0.99 11976
D_134.00_-18.50_0.50 20.82 0.99 11633
D_134.00_-19.00_0.50 20.82 0.99 11600
D_134.00_-19.50_0.50 1019.26 0.99 11567
D_134.00_-20.00_0.50 1054.73 0.99 11533
D_134.00_-20.50_0.50 26.31 0.99 11498
D_134.00_-22.50_0.50 14.79 0.99 11350
D_134.00_-23.00_0.50 14.79 0.99 11311
D_134.00_-23.50_0.50 23.33 0.99 11271
D_134.00_-24.00_0.50 23.33 0.99 11230
D_134.00_-33.50_0.50 65.20 0.99 10299
D_134.00_-34.00_0.50 71.14 0.99 10242
D_134.00_-34.50_0.50 29.37 0.99 10184
D_134.00_-35.00_0.50 31.52 0.99 10125
D_134.00_-35.50_0.50 22.47 0.99 10065
D_134.50_-11.00_0.50 207.88 0.99 12016
D_134.50_-11.50_0.50 219.30 0.99 11996
D_134.50_-12.00_0.50 58.95 0.99 11976
D_134.50_-12.50_0.50 43.02 0.99 11955
D_134.50_-18.50_0.50 20.82 0.99 11633
D_134.50_-19.00_0.50 20.82 0.99 11600
D_134.50_-19.50_0.50 71.52 0.99 11567
D_134.50_-20.00_0.50 84.01 0.99 11533
D_134.50_-20.50_0.50 26.31 0.99 11498
D_134.50_-22.50_0.50 14.79 0.99 11350
D_134.50_-23.00_0.50 14.79 0.99 11311
D_134.50_-23.50_0.50 23.33 0.99 11271
D_134.50_-24.00_0.50 23.33 0.99 11230
D_134.50_-27.00_0.50 18.73 0.99 10968
D_134.50_-27.50_0.50 18.73 0.99 10922
D_134.50_-29.00_0.50 20.00 0.99 10777
D_134.50_-29.50_0.50 19.29 0.99 10727
D_134.50_-33.00_0.50 76.08 1.23 10355
D_134.50_-33.50_0.50 272.85 1.23 10299
D_134.50_-34.00_0.50 303.91 1.23 10242
D_134.50_-34.50_0.50 34.89 0.99 10184
D_134.50_-35.00_0.50 38.97 0.99 10125
D_134.50_-35.50_0.50 48.91 0.99 10065
D_134.50_-36.00_0.50 20.14 0.99 10005
D_135.00_-10.50_0.50 35.63 0.99 12034
D_135.00_-11.00_0.50 45.84 0.99 12016
D_135.00_-11.50_0.50 53.08 0.99 11996
D_135.00_-12.00_0.50 89.80 0.99 11976
D_135.00_-12.50_0.50 74.69 0.99 11955
D_135.00_-17.50_0.50 13.19 0.99 11695
D_135.00_-18.00_0.50 13.19 0.99 11664
D_135.00_-19.50_0.50 13.19 0.99 11567
D_135.00_-20.00_0.50 13.19 0.99 11533
D_135.00_-22.00_0.50 34.22 0.99 11389
D_135.00_-22.50_0.50 34.22 0.99 11350
D_135.00_-27.00_0.50 195.59 1.23 10968
D_135.00_-27.50_0.50 572.78 1.23 10922
D_135.00_-28.00_0.50 711.48 1.23 10874
D_135.00_-28.50_0.50 494.41 1.23 10826
D_135.00_-29.00_0.50 265.09 1.23 10777
D_135.00_-29.50_0.50 98.48 1.23 10727
D_135.00_-33.00_0.50 76.08 1.23 10355
D_135.00_-33.50_0.50 266.50 1.23 10299
D_135.00_-34.00_0.50 298.12 1.23 10242
D_135.00_-34.50_0.50 315.94 1.23 10184
D_135.00_-35.00_0.50 46.61 0.99 10125
D_135.00_-35.50_0.50 32.42 0.99 10065
D_135.00_-36.00_0.50 21.45 0.99 10005
D_135.50_-10.00_0.50 165.29 0.99 12052
D_135.50_-10.50_0.50 175.82 0.99 12034
D_135.50_-11.00_0.50 76.51 0.99 12016
D_135.50_-12.00_0.50 38.58 0.99 11976
D_135.50_-12.50_0.50 38.58 0.99 11955
D_135.50_-17.50_0.50 13.19 0.99 11695
D_135.50_-18.00_0.50 13.19 0.99 11664
D_135.50_-22.00_0.50 34.22 0.99 11389
D_135.50_-22.50_0.50 34.22 0.99 11350
D_135.50_-26.00_0.50 14.91 0.99 11059
D_135.50_-26.50_0.50 14.91 0.99 11014
D_135.50_-27.00_0.50 406.90 1.23 10968
D_135.50_-27.50_0.50 1547.56 1.23 10922
D_135.50_-28.00_0.50 2621.09 1.23 10874
D_135.50_-28.50_0.50 1416.53 1.23 10826
D_135.50_-29.00_0.50 295.66 1.23 10777
D_135.50_-29.50_0.50 110.85 1.23 10727
D_135.50_-32.00_0.50 154.44 1.23 10465
D_135.50_-32.50_0.50 265.46 1.23 10411
D_135.50_-33.00_0.50 530.84 1.23 10355
D_135.50_-33.50_0.50 993.91 1.23 10299
D_135.50_-34.00_0.50 1363.82 1.23 10242
D_135.50_-34.50_0.50 1431.69 1.23 10184
D_135.50_-35.00_0.50 489.62 1.23 10125
D_135.50_-35.50_0.50 272.18 1.23 10065
D_135.50_-36.00_0.50 14.24 0.99 10005
D_136.00_-10.00_0.50 243.82 0.99 12052
D_136.00_-10.50_0.50 195.74 0.99 12034
D_136.00_-11.00_0.50 79.88 0.99 12016
D_136.00_-11.50_0.50 50.50 0.99 11996
D_136.00_-12.00_0.50 42.12 0.99 11976
D_136.00_-12.50_0.50 60.98 0.99 11955
D_136.00_-13.00_0.50 60.98 0.99 11933
D_136.00_-13.50_0.50 42.12 0.99 11910
D_136.00_-14.00_0.50 50.50 0.99 11886
D_136.00_-22.50_0.50 46.23 0.99 11350
D_136.00_-23.00_0.50 46.23 0.99 11311
D_136.00_-24.50_0.50 357.49 0.99 11189
D_136.00_-25.00_0.50 358.61 0.99 11146
D_136.00_-25.50_0.50 35.66 0.99 11103
D_136.00_-26.00_0.50 38.02 0.99 11059
D_136.00_-26.50_0.50 14.91 0.99 11014
D_136.00_-27.00_0.50 319.23 1.23 10968
D_136.00_-27.50_0.50 1484.00 1.23 10922
D_136.00_-28.00_0.50 2683.18 1.23 10874
D_136.00_-28.50_0.50 1476.81 1.23 10826
D_136.00_-29.00_0.50 626.53 1.23 10777
D_136.00_-29.50_0.50 275.06 1.23 10727
D_136.00_-30.00_0.50 79.09 1.23 10676
D_136.00_-30.50_0.50 87.65 1.23 10625
D_136.00_-31.00_0.50 87.65 1.23 10572
D_136.00_-32.00_0.50 140.79 1.23 10465
D_136.00_-32.50_0.50 246.53 1.23 10411
D_136.00_-33.00_0.50 571.65 1.23 10355
D_136.00_-33.50_0.50 1647.20 1.23 10299
D_136.00_-34.00_0.50 1698.40 1.23 10242
D_136.00_-34.50_0.50 1207.20 1.23 10184
D_136.00_-35.00_0.50 319.38 1.23 10125
D_136.00_-35.50_0.50 222.15 1.23 10065
D_136.00_-36.00_0.50 92.16 1.23 10005
D_136.50_-11.00_0.50 67.84 0.99 12016
D_136.50_-11.50_0.50 60.54 0.99 11996
D_136.50_-12.00_0.50 60.54 0.99 11976
D_136.50_-12.50_0.50 82.49 0.99 11955
D_136.50_-13.00_0.50 82.49 0.99 11933
D_136.50_-13.50_0.50 60.54 0.99 11910
D_136.50_-14.00_0.50 60.54 0.99 11886
D_136.50_-19.50_0.50 16.57 0.99 11567
D_136.50_-20.00_0.50 16.57 0.99 11533
D_136.50_-22.50_0.50 46.23 0.99 11350
D_136.50_-23.00_0.50 46.23 0.99 11311
D_136.50_-23.50_0.50 32.84 0.99 11271
D_136.50_-24.00_0.50 33.75 0.99 11230
D_136.50_-24.50_0.50 402.45 0.99 11189
D_136.50_-25.00_0.50 427.97 0.99 11146
D_136.50_-25.50_0.50 56.74 0.99 11103
D_136.50_-26.00_0.50 34.47 0.99 11059
D_136.50_-27.50_0.50 585.81 1.23 10922
D_136.50_-28.00_0.50 933.24 1.23 10874
D_136.50_-28.50_0.50 1485.31 1.23 10826
D_136.50_-29.00_0.50 1272.52 1.23 10777
D_136.50_-29.50_0.50 231.23 1.23 10727
D_136.50_-30.00_0.50 152.16 1.23 10676
D_136.50_-30.50_0.50 87.65 1.23 10625
D_136.50_-31.00_0.50 87.65 1.23 10572
D_136.50_-32.50_0.50 131.49 1.23 10411
D_136.50_-33.00_0.50 591.23 1.23 10355
D_136.50_-33.50_0.50 2517.01 1.23 10299
D_136.50_-34.00_0.50 2399.51 1.23 10242
D_136.50_-34.50_0.50 961.13 1.23 10184
D_136.50_-35.00_0.50 89.10 1.23 10125
D_136.50_-35.50_0.50 505.65 1.23 10065
D_136.50_-36.00_0.50 593.80 1.23 10005
D_136.50_-36.50_0.50 138.32 1.23 9944
D_136.50_-37.00_0.50 40.84 1.07 9882
D_136.50_-37.50_0.50 37.82 1.07 9820
D_137.00_-19.50_0.50 16.57 0.99 11567
D_137.00_-20.00_0.50 16.57 0.99 11533
D_137.00_-23.00_0.50 13.19 0.99 11311
D_137.00_-23.50_0.50 35.95 0.99 11271
D_137.00_-24.00_0.50 34.21 0.99 11230
D_137.00_-24.50_0.50 41.82 0.99 11189
D_137.00_-25.00_0.50 80.34 0.99 11146
D_137.00_-25.50_0.50 767.03 0.99 11103
D_137.00_-26.00_0.50 801.28 0.99 11059
D_137.00_-26.50_0.50 24.57 0.99 11014
D_137.00_-27.00_0.50 24.23 0.99 10968
D_137.00_-27.50_0.50 587.55 1.23 10922
D_137.00_-28.00_0.50 732.83 1.23 10874
D_137.00_-28.50_0.50 1003.74 1.23 10826
D_137.00_-29.00_0.50 1357.35 1.23 10777
D_137.00_-29.50_0.50 867.25 1.23 10727
D_137.00_-30.00_0.50 407.21 1.23 10676
D_137.00_-30.50_0.50 76.08 1.23 10625
D_137.00_-31.00_0.50 76.08 1.23 10572
D_137.00_-32.50_0.50 75.11 1.23 10411
D_137.00_-33.00_0.50 641.80 1.23 10355
D_137.00_-33.50_0.50 1791.60 1.23 10299
D_137.00_-34.00_0.50 1512.47 1.23 10242
D_137.00_-34.50_0.50 795.87 1.23 10184
D_137.00_-35.00_0.50 539.24 1.23 10125
D_137.00_-35.50_0.50 1204.94 1.23 10065
D_137.00_-36.00_0.50 940.46 1.23 10005
D_137.00_-36.50_0.50 294.09 1.23 9944
D_137.00_-37.00_0.50 72.65 1.07 9882
D_137.00_-37.50_0.50 45.65 1.07 9820
D_137.00_-38.00_0.50 43.58 1.07 9756
D_137.50_-11.50_0.50 189.24 0.99 11996
D_137.50_-12.00_0.50 168.85 0.99 11976
D_137.50_-23.00_0.50 13.19 0.99 11311
D_137.50_-23.50_0.50 14.91 0.99 11271
D_137.50_-24.50_0.50 29.69 0.99 11189
D_137.50_-25.00_0.50 43.24 0.99 11146
D_137.50_-25.50_0.50 1067.72 0.99 11103
D_137.50_-26.00_0.50 1123.55 0.99 11059
D_137.50_-26.50_0.50 60.91 0.99 11014
D_137.50_-27.00_0.50 24.23 0.99 10968
D_137.50_-27.50_0.50 691.64 1.23 10922
D_137.50_-28.00_0.50 732.83 1.23 10874
D_137.50_-28.50_0.50 195.69 1.23 10826
D_137.50_-29.00_0.50 521.61 1.23 10777
D_137.50_-29.50_0.50 1350.08 1.23 10727
D_137.50_-30.00_0.50 978.33 1.23 10676
D_137.50_-30.50_0.50 331.99 1.23 10625
D_137.50_-31.00_0.50 637.59 1.23 10572
D_137.50_-31.50_0.50 513.59 1.23 10519
D_137.50_-32.00_0.50 366.30 1.23 10465
D_137.50_-32.50_0.50 651.57 1.23 10411
D_137.50_-33.00_0.50 550.31 1.23 10355
D_137.50_-33.50_0.50 679.61 1.23 10299
D_137.50_-34.00_0.50 450.18 1.23 10242
D_137.50_-34.50_0.50 839.22 1.23 10184
D_137.50_-35.00_0.50 1366.72 1.23 10125
D_137.50_-35.50_0.50 2204.14 1.23 10065
D_137.50_-36.00_0.50 781.70 1.23 10005
D_137.50_-36.50_0.50 177.32 1.23 9944
D_137.50_-37.00_0.50 42.70 1.07 9882
D_137.50_-37.50_0.50 32.09 1.07 9820
D_137.50_-38.00_0.50 39.73 1.07 9756
D_137.50_-38.50_0.50 48.77 1.00 9692
D_138.00_-11.50_0.50 237.69 0.99 11996
D_138.00_-12.00_0.50 212.09 0.99 11976
D_138.00_-13.50_0.50 187.96 0.99 11910
D_138.00_-14.00_0.50 187.96 0.99 11886
D_138.00_-23.00_0.50 16.71 0.99 11311
D_138.00_-23.50_0.50 16.71 0.99 11271
D_138.00_-24.50_0.50 20.99 0.99 11189
D_138.00_-25.00_0.50 20.99 0.99 11146
D_138.00_-25.50_0.50 271.06 0.99 11103
D_138.00_-26.00_0.50 300.90 0.99 11059
D_138.00_-26.50_0.50 43.89 0.99 11014
D_138.00_-27.50_0.50 40.35 0.99 10922
D_138.00_-28.00_0.50 444.90 1.23 10874
D_138.00_-28.50_0.50 256.93 1.23 10826
D_138.00_-29.00_0.50 237.17 1.23 10777
D_138.00_-29.50_0.50 786.76 1.23 10727
D_138.00_-30.00_0.50 1182.88 1.23 10676
D_138.00_-30.50_0.50 1814.13 1.23 10625
D_138.00_-31.00_0.50 7532.53 1.23 10572
D_138.00_-31.50_0.50 7126.02 1.23 10519
D_138.00_-32.00_0.50 2797.83 1.23 10465
D_138.00_-32.50_0.50 2725.39 1.23 10411
D_138.00_-33.00_0.50 2442.54 1.23 10355
D_138.00_-33.50_0.50 1446.98 1.23 10299
D_138.00_-34.00_0.50 437.14 1.23 10242
D_138.00_-34.50_0.50 1542.68 1.23 10184
D_138.00_-35.00_0.50 1579.24 1.23 10125
D_138.00_-35.50_0.50 1495.56 1.23 10065
D_138.00_-36.00_0.50 405.78 1.23 10005
D_138.00_-36.50_0.50 25.94 1.07 9944
D_138.00_-37.00_0.50 58.10 1.07 9882
D_138.00_-37.50_0.50 55.35 1.07 9820
