116.14564,  -34.24122,  Manjimup
117.35321,  -34.96067,  Denmark
117.5584,  -33.68787,  Katanning
115.63171,  -31.54678,  Yanchep
117.7931,  -22.6939,  Tom Price
132.26347,  -14.46517,  Katherine
138.61064,  -33.83325,  Clare
140.74697,  -34.17702,  Renmark
139.27345,  -35.11986,  Murray Bridge
140.77167,  -36.30768,  Bordertown
146.26353,  -20.07671,  Charters Towers
139.49727,  -20.72523,  Mount Isa
148.24754,  -20.01367,  Bowen
148.04661,  -22.00163,  Moranbah
148.78751,  -26.56741,  Roma
148.15784,  -23.52296,  Emerald
152.66499,  -26.18979,  Gympie
151.8373,  -26.53994,  Kingaroy
152.70493,  -25.54073,  Maryborough
152.03438,  -28.21901,  Warwick
151.26205,  -27.18169,  Dalby
151.67123,  -30.50828,  Armidale
153.61194,  -28.64201,  Byron Bay
150.17541,  -35.70658,  Batemans Bay
150.89009,  -32.26118,  Muswellbrook
151.35623,  -32.83211,  Cessnock
149.84157,  -29.46278,  Moree
149.78371,  -30.32612,  Narrabri
149.27904,  -31.27734,  Coonabarabran
150.60036,  -34.88422,  Nowra
152.93337,  -29.69012,  Grafton
146.05093,  -34.28853,  Griffith
149.84178,  -36.67392,  Bega
144.95958,  -35.52741,  Deniliquin
148.62505,  -36.41623,  Jindabyne
148.90987,  -34.84036,  Yass
149.232,  -35.35493,  Queanbeyan
142.16251,  -34.18551,  Mildura
143.5544,  -35.33781,  Swan Hill
144.75185,  -36.14057,  Echuca
142.19981,  -36.71131,  Horsham
142.78088,  -37.05632,  Stawell
142.02202,  -37.74425,  Hamilton
145.51718,  -37.65395,  Healesville
144.9068,  -38.35542,  Rosebud
145.23865,  -38.45231,  Cowes
147.61041,  -37.82289,  Bairnsdale
141.60257,  -38.3462,  Portland
144.43829,  -37.67268,  Bacchus Marsh
143.58489,  -38.339,  Colac
144.21684,  -37.06709,  Castlemaine
144.58543,  -37.68339,  Melton
146.5415,  -38.19528,  Traralgon
145.98425,  -36.55113,  Benalla
145.55646,  -42.0805,  Queenstown
146.35152,  -41.17695,  Devonport
