SRC_NAME,CODE,SRC_TYPE,CLASS,SRC_WEIGHT,RTE_ADJ_F,DEP_BEST,DEP_UPPER,DEP_LOWER,USD,LSD,OW_LSD,MIN_MAG,MIN_RMAG,MMAX_BEST,MMAX_LOWER,MMAX_UPPER,N0_BEST,N0_LOWER,N0_UPPER,BVAL_BEST,BVAL_LOWER,BVAL_UPPER,BVAL_FIX,BVAL_FIX_S,YCOMP,MCOMP,CAT_YMAX,PREF_STK,PREF_DIP,PREF_RKE,SHMAX,SHMAX_SIG,TRT,GMM_TRT,DOMAIN,CAT_FILE
SWA,SWA,area,1.0,1.0,1.0,5.0,0.0,20.0,0.0,20.0,999,4.5,3.2,7.3,7.1,7.5,5260.501,8143.496,3379.485,1.0246,1.0954,0.9537,0.0,0.0,1960;1957;1950;1900;1880,2.95;4.05;4.55;5.65;6.45,2017.536,-999.0,-999.0,-999.0,88.69,10.0,Cratonic,Cratonic,1,NSHA18CAT_V0.1_hmtk_declustered.csv
SA,SA,area,2.0,1.0,1.0,5.0,0.0,20.0,0.0,20.0,999,4.5,3.0,7.3,7.1,7.5,58141.22,74635.01,45230.48,1.2262,1.2685,1.1839,0.0,0.0,1966;1957;1945;1885,2.95;4.05;4.55;5.65,2017.536,-999.0,-999.0,-999.0,98.32,10.0,Cratonic,Cratonic,2,NSHA18CAT_V0.1_hmtk_declustered.csv
SEA,SEA,area,5.0,1.0,1.0,10.0,0.0,20.0,0.0,20.0,999,4.5,3.0,7.3,7.1,7.5,102398.7,125784.9,83285.95,1.2502,1.2850,1.2155,0.0,0.0,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999.0,-999.0,-999.0,130.0,28.09,Extended,Non_cratonic,5,NSHA18CAT_V0.1_hmtk_declustered.csv
WA,WA,area,3.0,1.0,1.0,5.0,0.0,20.0,0.0,20.0,999,4.5,3.05,7.3,7.1,7.5,28885.13,32948.33,25304.79,0.9580,0.9806,0.9354,0.0,0.0,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999.0,-999.0,-999.0,80.47,31.33,Cratonic,Cratonic,3,NSHA18CAT_V0.1_hmtk_declustered.csv
EA,EA,area,4.0,1.0,1.0,10.0,0.0,20.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,18352.81,23863.85,14086.79,1.0802,1.1256,1.0349,0.0,0.0,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999.0,-999.0,-999.0,59.0,34.27,Non_cratonic,Non_cratonic,4,NSHA18CAT_V0.1_hmtk_declustered.csv
