MAG,MFD_FIT,MFD_FIT_AREA_NORM
2.9499999999999997,3.5399e-02,9.8381e-02
3.05,2.7276e-02,7.5807e-02
3.15,2.1018e-02,5.8413e-02
3.25,1.6195e-02,4.5010e-02
3.35,1.2479e-02,3.4682e-02
3.45,9.6156e-03,2.6724e-02
3.5500000000000003,7.4092e-03,2.0592e-02
3.6500000000000004,5.7091e-03,1.5867e-02
3.7500000000000004,4.3991e-03,1.2226e-02
3.8500000000000005,3.3897e-03,9.4206e-03
3.9500000000000006,2.6118e-03,7.2589e-03
4.050000000000001,2.0125e-03,5.5932e-03
4.15,1.5507e-03,4.3097e-03
4.250000000000001,1.1948e-03,3.3206e-03
4.350000000000001,9.2060e-04,2.5586e-03
4.450000000000001,7.0931e-04,1.9713e-03
4.550000000000001,5.4650e-04,1.5188e-03
4.650000000000001,4.2105e-04,1.1702e-03
4.750000000000002,3.2438e-04,9.0153e-04
4.850000000000001,2.4989e-04,6.9451e-04
4.950000000000001,1.9250e-04,5.3499e-04
5.050000000000002,1.4827e-04,4.1208e-04
5.150000000000002,1.1419e-04,3.1737e-04
5.250000000000002,8.7934e-05,2.4439e-04
5.350000000000001,6.7700e-05,1.8815e-04
5.450000000000002,5.2108e-05,1.4482e-04
5.5500000000000025,4.0095e-05,1.1143e-04
5.650000000000002,3.0837e-05,8.5704e-05
5.750000000000002,2.3704e-05,6.5880e-05
5.850000000000002,1.8208e-05,5.0604e-05
5.950000000000003,1.3973e-05,3.8833e-05
6.0500000000000025,1.0709e-05,2.9763e-05
6.150000000000002,8.1945e-06,2.2774e-05
6.250000000000003,6.2569e-06,1.7389e-05
6.350000000000003,4.7638e-06,1.3240e-05
6.450000000000003,3.6133e-06,1.0042e-05
6.5500000000000025,2.7268e-06,7.5784e-06
6.650000000000003,2.0437e-06,5.6800e-06
6.7500000000000036,1.5174e-06,4.2171e-06
6.850000000000003,1.1118e-06,3.0899e-06
6.950000000000003,7.9926e-07,2.2213e-06
7.0500000000000025,5.5844e-07,1.5520e-06
7.150000000000004,3.7289e-07,1.0363e-06
7.2500000000000036,2.2990e-07,6.3896e-07
7.350000000000003,1.1973e-07,3.3276e-07
7.450000000000003,3.4836e-08,9.6817e-08
