MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.55,4.4578e-01,4.5682e-03
3.65,3.7663e-01,3.8595e-03
3.75,3.1820e-01,3.2608e-03
3.85,2.6882e-01,2.7548e-03
3.95,2.2710e-01,2.3272e-03
4.05,1.9184e-01,1.9659e-03
4.15,1.6205e-01,1.6606e-03
4.25,1.3687e-01,1.4026e-03
4.35,1.1559e-01,1.1845e-03
4.45,9.7615e-02,1.0003e-03
4.55,8.2424e-02,8.4464e-04
4.65,6.9586e-02,7.1308e-04
4.75,5.8738e-02,6.0192e-04
4.85,4.9571e-02,5.0798e-04
4.95,4.1825e-02,4.2860e-04
5.05,3.5280e-02,3.6153e-04
5.15,2.9748e-02,3.0485e-04
5.25,2.5074e-02,2.5695e-04
5.35,2.1124e-02,2.1647e-04
5.45,1.7787e-02,1.8227e-04
5.55,1.4967e-02,1.5337e-04
5.65,1.2583e-02,1.2895e-04
5.75,1.0569e-02,1.0831e-04
5.85,8.8676e-03,9.0871e-05
5.95,7.4295e-03,7.6134e-05
6.05,6.2143e-03,6.3681e-05
6.15,5.1874e-03,5.3158e-05
6.25,4.3197e-03,4.4266e-05
6.35,3.5865e-03,3.6752e-05
6.45,2.9668e-03,3.0403e-05
6.55,2.4432e-03,2.5037e-05
6.65,2.0008e-03,2.0503e-05
6.75,1.6269e-03,1.6672e-05
6.85,1.3110e-03,1.3434e-05
6.95,1.0440e-03,1.0698e-05
7.05,8.1840e-04,8.3866e-06
7.15,6.2776e-04,6.4330e-06
7.25,4.6667e-04,4.7822e-06
7.35,3.3054e-04,3.3872e-06
7.45,2.1551e-04,2.2084e-06
7.55,1.1831e-04,1.2123e-06
7.65,3.6165e-05,3.7060e-07
