1909 04 27 1242 144.171 -3.315 15.0 7.06 MW 
1918 09 02 1414 146.265 -3.029 15.0 6.27 MW 
1923 11 04 0004 152.852 -4.564 35.0 6.97 MW 
1924 05 24 0215 146.018 -3.360 15.0 6.23 MW 
1928 10 15 0831 150.671 -3.686 15.0 6.25 MW 
1927 05 02 1234 153.124 -4.386 35.0 5.91 MW 
1932 12 24 0630 145.815 -3.383 15.0 6.58 MW 
1927 11 09 0105 146.980 -3.452 35.0 5.91 MW 
1933 12 12 1411 152.992 -4.234 15.0 6.39 MW 
1933 12 24 1045 148.866 -3.274 15.0 6.28 MW 
1930 05 20 0743 146.266 -3.393 35.0 6.01 MW 
1935 10 11 2215 144.603 -3.528 15.0 6.38 MW 
1936 04 02 0616 150.860 -3.340 25.0 6.35 MW 
1936 05 25 0302 146.701 -3.308 15.0 6.28 MW 
1934 06 22 1755 150.301 -3.354 35.0 5.85 MW 
1938 01 07 1526 152.320 -3.718 15.0 6.47 MW 
1940 11 27 1441 151.031 -3.564 25.0 6.35 MW 
1942 08 15 1502 149.371 -3.488 15.0 6.27 MW 
1944 06 09 2034 144.902 -3.418 25.0 6.31 MW 
1945 04 22 0349 146.035 -3.622 25.0 6.27 MW 
1938 02 06 0707 150.015 -3.566 15.0 5.66 MW 
1945 09 22 0910 148.554 -3.068 25.0 6.37 MW 
1948 03 09 1847 146.113 -3.326 25.0 6.73 MW 
1948 09 24 2041 144.049 -3.474 15.0 6.45 MW 
1949 01 27 0718 151.077 -3.585 25.0 6.23 MW 
1953 04 23 1624 152.868 -4.449 35.0 7.38 MW 
1953 10 06 2138 150.764 -3.649 20.0 6.60 MW 
1958 06 25 0936 144.830 -3.320 30.0 6.82 MW 
1958 08 17 1801 145.997 -3.488 20.0 6.34 MW 
1958 11 01 0338 150.293 -3.338 15.0 6.34 MW 
1951 06 25 1543 149.951 -3.665 15.0 6.13 MW 
1961 10 26 0038 148.190 -3.036 20.0 6.46 MW 
1953 01 03 1746 146.835 -3.295 15.0 6.00 MW 
1963 09 09 0245 152.832 -4.365 15.0 6.20 MW 
1954 07 06 0400 148.177 -2.918 15.0 6.13 MW 
1954 12 21 1157 145.689 -3.453 15.0 6.16 MW 
1958 05 17 0702 147.260 -3.304 25.0 6.12 MW 
1958 08 10 1806 151.775 -3.628 15.0 5.79 MW 
1959 05 07 0003 148.475 -3.190 25.0 6.19 MW 
1959 09 12 0701 146.768 -3.222 25.0 5.90 MW 
1961 03 15 1015 150.861 -3.309 30.0 6.09 MW 
1962 02 23 2021 152.161 -3.696 15.0 5.79 MW 
1963 05 15 0252 146.957 -3.271 35.0 5.86 MW 
1974 11 19 0458 150.615 -3.148 10.0 6.15 MW 
1985 02 17 0252 148.962 -3.469 20.0 5.56 MW gcmt
1989 02 07 1508 148.881 -3.300 15.0 5.60 MW gcmt
1990 04 29 0543 151.905 -4.018 15.0 5.56 MW gcmt
1996 08 10 0020 151.265 -3.819 30.0 5.68 MW gcmt
1997 06 02 1925 148.897 -3.417 15.0 5.57 MW gcmt
1999 09 13 0443 149.704 -3.486 15.0 5.56 MW gcmt
2000 12 13 0610 148.475 -3.093 15.0 5.67 MW gcmt
2001 04 03 1321 149.099 -3.428 15.0 5.58 MW gcmt
2008 07 11 0958 148.106 -2.906 20.0 5.64 MW gcmt
2013 09 18 2053 144.272 -3.395 20.0 5.55 MW gcmt
2014 08 13 0554 145.550 -3.459 15.0 5.58 MW gcmt
