eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,magnitudeType
178806220620,GG,1788,6,22,6,20,0.0,,150.40000000000001,-34.299999999999997,,,,10.0,,nan,,
183703140000,Garran,1837,3,14,0,0,0.0,,145.0,-38.100000000000001,,,,10.0,,3.2999999999999998,,REV_ML
183707231855,ADE,1837,7,23,18,55,0.0,,138.59999999999999,-34.899999999999999,,,,7.0,,3.6000000000000001,,REV_ML
184003310630,ADE,1840,3,31,6,30,0.0,,138.59999999999999,-34.899999999999999,,,,7.0,,2.5,,REV_ML
184101272155,KMcC,1841,1,27,21,55,0.0,,151.59999999999999,-32.799999999999997,,,,10.0,,4.5999999999999996,,REV_ML
184104211500,GG,1841,4,21,15,0,0.0,,145.0,-38.0,,,,nan,,3.7000000000000002,,REV_ML
184110300000,GG,1841,10,30,0,0,0.0,,145.0,-38.0,,,,10.0,,3.7000000000000002,,REV_ML
184210271930,KMcC,1842,10,27,19,30,0.0,,151.59999999999999,-32.600000000000001,,,,10.0,,4.9000000000000004,,REV_ML
184704280630,RobUnd,1847,4,28,6,30,0.0,,144.80000000000001,-37.799999999999997,,,,10.0,,3.7000000000000002,,REV_ML
184809130630,ADE,1848,9,13,6,30,0.0,,138.59999999999999,-34.899999999999999,,,,7.0,,2.7999999999999998,,REV_ML
184809141830,ADE,1848,9,14,18,30,0.0,,138.90000000000001,-33.700000000000003,,,,10.0,,3.3999999999999999,,REV_ML
184810120130,RobUnd,1848,10,12,1,30,0.0,,144.80000000000001,-37.799999999999997,,,,10.0,,2.7999999999999998,,REV_ML
184811010000,Osburne,1848,11,1,0,0,0.0,,142.5,-38.399999999999999,,,,10.0,,2.7999999999999998,,REV_ML
185009240000,GG,1850,9,24,0,0,0.0,,149.0,-35.0,,,,nan,,3.7000000000000002,,REV_ML
185205191030,ADE,1852,5,19,10,30,0.0,,138.517,-35.149999999999999,,,,7.0,,2.5,,REV_ML
185309151630,ADE,1853,9,15,16,30,0.0,,138.11000000000001,-32.850000000000001,,,,11.0,,4.2000000000000002,,REV_ML
