RunAuth,Type,Ind,Ass,Year,Month,Day,Hour,Minute,Second,STCode,STCorr,LongitudeE,LatitudeS,Depth,ZCode,Mx,Mval,HDPlace
Underwood,local,1,Preferred,1902,7,11,0,0,,AEST,10,146.4,38,10, ,MP,3,Walhalla; Vic
Underwood,local,1,Preferred,1902,7,20,19,50,,AEST,10,149.3,37.8,10, ,MP,3,Cape Everard; Vic
Underwood,local,1,Preferred,1902,7,21,20,51,,AEST,10,145.33,37.25,10, ,MP,2.5,Yea; Vic
GG,local,1,Preferred,1902,8,2,9,5,,AEST,10,143.533,36.133,10, ,MP,4,Mt Buckrabanyule; Vic
Underwood,local,1,Preferred,1902,8,14,0,0,,AEST,10,143.1,36.3,10, ,MP,3,Granite Flat; Vic
Underwood,local,1,Preferred,1902,8,16,1,0,,AEST,10,143.533,36.133,10, ,MP,3,Mt Buckrabanyule; Vic
Underwood,local,1,Preferred,1902,8,29,21,30,,AEST,10,146.3,36.4,10, ,MP,3,Wangaratta; Vic
ADE,local,2,Preferred,1902,9,18,21,0,,ACST,9.5,138.5,33.5,10,N,MP,4.4,Spalding; SA
ADE,local,2,Preferred,1902,9,19,10,35,,ACST,9.5,138,35,10,N,MP,6,Warooka; SA
AUST,local,0,Preferred,1902,9,20,9,25,,ACST,9.5,138,35,10,N,MP,4.4,Warooka; SA
AUST,local,0,Preferred,1902,9,20,9,37,,ACST,9.5,138,35,10,N,MP,4.8,Warooka; SA
ADE,local,0,Preferred,1902,9,21,4,10,,UTC,0,138.5,33.5,0, ,MP,3.9,Spalding; SA
MELOBS,local,1,Preferred,1902,9,29,0,0,,AEST,10,143.8,37.6,0, ,MP,3,Ballarat; Vic
Underwood,local,0,Preferred,1902,10,21,20,30,,AEST,10,146.4,38,10, ,MP,3,Moondarra; Vic
GG,local,2,Preferred,1902,10,22,21,0,,UTC,0,146.4,38,10, ,MP,4,Moondarra; Vic
Underwood,local,1,Preferred,1902,10,27,21,30,,AEST,10,146.6,36.57,10, ,MP,3,Hurdle Creek; Vic
Underwood,local,1,Preferred,1902,12,17,10,0,,AEST,10,144.9,38.5,10, ,MP,3,Cape Schanck; Vic
BurkeG,local,1,Preferred,1902,12,22,12,45,,AEST,10,144.8,38,20, ,MP,4.5,Port Phillip Bay; Vic
ADE,local,0,Preferred,1903,3,9,23,30,,ACST,9.5,139.85,36.83,10, ,MP,3.3,Kingston; SA
ADE,local,0,Preferred,1903,3,10,4,35,,ACST,9.5,140.37,37.9,10, ,MP,3,Cape Banks; SA
Underwood,local,2,Preferred,1903,3,27,12,12,,AEST,10,145.5,38.2,0, ,MP,3.5,West Gippsland; Vic
Underwood,local,0,Preferred,1903,3,28,17,24,,AEST,10,145.5,38.2,0, ,MP,3.5,West Gippsland; Vic
KMcC,local,2,Preferred,1903,4,6,23,52,,AEST,10,142.533,38.433,10,N,MP,5.3,Warrnambool; Vic
ADE,local,1,Preferred,1903,4,7,1,1,,ACST,9.5,138.45,33.1,10, ,MP,3.9,Appila; SA
Underwood,local,0,Preferred,1903,4,8,9,30,,AEST,10,142.533,38.433,10,N,MP,3,Warrnambool; Vic
Underwood,local,1,Preferred,1903,4,26,0,25,,AEST,10,146.4,38,10, ,MP,3,Walhalla; Vic
MELOBS,local,1,Preferred,1903,6,5,19,30,,AEST,10,141.6,38.3,0, ,MP,3,Portland; Vic
GG,local,1,Preferred,1903,7,10,3,56,,AEST,10,143.8,37,20, ,MP,4,Maryborough; Vic
KMcC,local,2,Preferred,1903,7,14,10,28,,AEST,10,142.533,38.433,10,N,MP,5.6,Warrnambool; Vic
MELOBS,local,1,Preferred,1903,7,20,13,45,,AEST,10,144.05,37.14,0, ,MP,3,Maldon; Vic
Underwood,local,1,Preferred,1903,7,22,19,30,,AEST,10,146.2,38.2,10, ,MP,3,Moe; Vic
MELOBS,local,1,Preferred,1903,8,4,9,32,,AEST,10,146.07,38.62,0, ,MP,3,Foster; Vic
MELOBS,local,1,Preferred,1903,8,14,10,30,,AEST,10,142.2,38,0, ,MP,3,Port Fairy; Vic
ADE,local,1,Preferred,1903,8,14,21,10,,ACST,9.5,138.5,33.917,0, ,MP,4.1,Clare; SA
MELOBS,local,1,Preferred,1903,8,18,12,55,,AEST,10,142.2,37.7,0, ,MP,3,Hamilton; Vic
MELOBS,local,1,Preferred,1903,9,4,10,45,,AEST,10,143.7,36.9,0, ,MP,4,Dunolly; Vic
MELOBS,local,1,Preferred,1903,9,4,15,10,,AEST,10,145.4,37.17,0, ,MP,3,Yea; Vic
MELOBS,local,1,Preferred,1903,9,23,11,20,,AEST,10,146.22,37.02,0, ,MP,3,Mansfield; Vic
MELOBS,local,1,Preferred,1904,4,9,22,5,0,AEST,10,147,36.8,10,N,ML,5,Bright; Vic
MELOBS,local,1,Preferred,1904,5,27,13,25,,AEST,10,146.07,38.44,0, ,MP,4,Leongatha; Vic
MELOBS,local,2,Preferred,1904,7,9,9,26,,AEST,10,145.4,37.8,5, ,MP,3.5,Olinda; Vic
BurkeG,local,1,Preferred,1904,9,21,13,45,,ACST,9.5,138.5,31.8,0, ,ML,4,Hawker; SA
MELOBS,local,1,Preferred,1904,9,22,11,45,,AEST,10,145.73,38.45,0, ,MP,4,Korumburra; Vic
MELOBS,local,1,Preferred,1904,11,6,0,0,,AEST,10,145.8,38.1,0, ,MP,3,Buln Buln; Vic
GG,local,1,Preferred,1905,1,27,16,0,,UTC,0,146.5,38.1,10, ,MP,3.5,Tyers; Vic
MELOBS,local,2,Preferred,1905,6,27,10,30,,AEST,10,147.79,37.34,0, ,MP,4,Ensay; Vic
MELOBS,local,1,Preferred,1905,7,1,9,0,,AEST,10,145.33,37.25,0, ,MP,3,Yea; Vic
MELOBS,local,0,Preferred,1905,7,17,0,0,,AEST,10,147.79,37.34,0, ,MP,3,Ensay; Vic
MELOBS,local,0,Preferred,1905,7,27,0,0,,AEST,10,147.79,37.34,0, ,MP,3,Ensay; Vic
MELOBS,local,0,Preferred,1905,8,20,16,0,,AEST,10,147.79,37.34,0, ,MP,3,Ensay; Vic
MELOBS,local,0,Preferred,1905,8,20,17,45,,AEST,10,147.79,37.34,0, ,MP,3,Ensay; Vic
GG,local,1,Preferred,1905,8,21,16,0,,AEST,10,141.5,36.5,15, ,MP,5.5,SW of Nhill; West Victoria?
ADE,local,1,Preferred,1905,8,21,18,35,,ACST,9.5,138.8,34.2,14, ,MP,4.6,Riverton; SA
Underwood,local,1,Preferred,1905,9,18,18,5,,AEST,10,145.5,38.5,10, ,MP,3,Grantville; Vic
Underwood,local,1,Preferred,1905,9,29,21,30,,AEST,10,145.2,37.83,5, ,MP,2.5,Ringwood; Vic
MELOBS,local,1,Preferred,1905,11,15,0,30,,AEST,10,146.2,38.5,0, ,MP,3,Fish Creek; Vic
MELOBS,local,1,Preferred,1905,11,22,23,30,,AEST,10,147.1,37,0, ,MP,3,Mt St Bernard; Vic
Underwood,local,1,Preferred,1906,2,17,10,5,,AEST,10,145.4,37.8,5, ,MP,3,Olinda; Vic
MELOBS,local,1,Preferred,1906,2,28,0,0,,AEST,10,145.35,38.05,0, ,MP,3,Berwick; Vic
MELOBS,local,1,Preferred,1906,6,17,15,30,,AEST,10,144.22,37.08,0, ,MP,3,Daylesford; Vic
MELOBS,local,1,Preferred,1906,8,4,9,10,,AEST,10,147.8,40.3,0, ,MP,3,Goose Island; Tas
MELOBS,local,1,Preferred,1906,8,10,2,40,,AEST,10,146.17,38.42,0, ,MP,3,Mirboo North; Vic
MELOBS,local,1,Preferred,1906,9,6,14,0,,AEST,10,147.28,37.49,0, ,MP,3,Dargo; Vic
MELOBS,local,1,Preferred,1906,9,11,20,15,,AEST,10,145.77,38.5,0, ,MP,3,Outtrim; Vic
GUTE,local,1,Preferred,1906,11,19,7,18,18,AWST,8,109,22,10,N,MS,7.2,Off North West Cape; WA; Indian Ocean
Underwood,local,1,Preferred,1907,1,31,7,50,,AEST,10,148.5,39.5,10, ,MP,5.9,E of Flinders Is; Tasman Sea
KMcC,local,1,Preferred,1907,2,20,17,30,,AEST,10,149.2,34.8,5,N,ML,4,Dalton; NSW
Underwood,local,1,Preferred,1907,2,24,19,0,,AEST,10,146.4,38,10, ,MP,3,Walhalla; Vic
MELOBS,local,1,Preferred,1907,3,31,14,29,,AEST,10,145.3,38.1,10, ,MP,4,Cranbourne; Vic
MELOBS,local,1,Preferred,1907,3,31,15,20,,AEST,10,145.25,38.33,10, ,MP,4,French Island; Vic
MELOBS,local,1,Preferred,1907,4,4,22,25,,AEST,10,142.8,37.1,10, ,MP,3,Stawell; Vic
MELOBS,local,1,Preferred,1907,5,4,0,0,,AEST,10,142.3,37.1,10, ,MP,3,Wartook; Vic
Underwood,local,1,Preferred,1907,5,16,10,0,,AEST,10,144.2,38,10, ,MP,3,North Geelong; Vic
Underwood,local,1,Preferred,1907,5,18,7,0,,AEST,10,146.2,37,5, ,MP,3.5,Mansfield; Vic
Underwood,local,1,Preferred,1907,5,27,15,47,,AEST,10,144.1,37,10, ,MP,3.5,Maldon; Vic
ADE,local,1,Preferred,1907,5,29,22,58,,ACST,9.5,140.75,36.97,10, ,MP,4.2,Naracoorte; SA
MELOBS,local,1,Preferred,1907,6,8,16,5,,AEST,10,143.6,38.9,10, ,MP,3,Cape Otway; Vic
MELOBS,local,1,Preferred,1907,6,25,18,4,,AEST,10,144.3,38.6,10, ,MP,3,Anglesea; Vic
GG,local,0,Preferred,1907,8,5,14,30,,AEST,10,146,38,10, ,MP,3,Neerim; Vic
GG,local,2,Preferred,1907,8,6,0,54,,AEST,10,146,38,10, ,MP,4.5,Neerim; Vic
MELOBS,local,1,Preferred,1907,10,4,9,30,,AEST,10,145.1,37,10, ,MP,4,Seymour; Vic
Rynn,local,2,Preferred,1907,11,10,,,,AEST,10,142.1,10.6,10,N,MP,4.3,Goode Island; Qld
MELOBS,local,1,Preferred,1908,3,22,1,0,,AEST,10,143.6,36.8,10, ,MP,3,Bealiba; Vic
ADE,local,1,Preferred,1908,4,9,16,25,,ACST,9.5,138.617,33.917,0, ,MP,4.7,Peterborough; SA
MELOBS,local,1,Preferred,1908,4,13,2,0,,AEST,10,142.1,37.2,10, ,MP,3,Hamilton; Vic
Leiba,local,1,Preferred,1908,5,4,9,50,,AEST,10,145.4,42,10,N,MP,5,Queenstown; Tas
MELOBS,local,1,Preferred,1908,5,6,16,0,,AEST,10,146.1,37.3,10, ,MP,3,Jamieson; Vic
Underwood,local,2,Preferred,1908,6,9,19,30,,AEST,10,145.5,38.1,10, ,MP,4,Pakenham; Vic
MELOBS,local,0,Preferred,1908,6,15,14,0,,AEST,10,145.4,38.2,10, ,MP,3,Pakenham; Vic
Underwood,local,0,Preferred,1908,7,23,4,0,,AEST,10,145.5,38.1,10, ,MP,3.5,Pakenham; Vic
GG,local,2,Preferred,1908,10,23,17,50,,AEST,10,143.5,36.5,15, ,MP,4,Wedderburn; Vic
MELOBS,local,0,Preferred,1908,10,23,18,50,,AEST,10,143.5,36.5,10, ,MP,3,Wedderburn; Vic
MELOBS,local,1,Preferred,1908,10,27,8,30,,AEST,10,145.9,38.1,10, ,MP,3,Drouin; Vic
MELOBS,local,1,Preferred,1908,11,20,4,50,,AEST,10,150,38,10, ,MP,3,Gabo Island; Vic
MELOBS,local,1,Preferred,1908,12,19,14,24,,AEST,10,144.1,37.1,10, ,MP,3,Castlemaine; Vic
MELOBS,local,1,Preferred,1909,3,28,17,57,,UTC,0,145,38.5,10, ,MP,3,Flinders; Vic
MELOBS,local,1,Preferred,1909,5,31,16,0,,UTC,0,141.4,37.6,10, ,MP,4,Casterton; Vic
MELOBS,local,1,Preferred,1909,8,4,11,5,,UTC,0,145.4,38.1,10, ,MP,3,Pakenham; Vic
MELOBS,local,1,Preferred,1909,11,15,3,55,,UTC,0,148.3,37.8,10, ,MP,4,Bairnsdale; Vic
KMcC,local,1,Possible,1910,1,13,0,15,12,AEST,10,155.2,44.5,10,N,Ms,6,Tasman Sea
MELOBS,local,1,Preferred,1910,3,20,21,15,,UTC,0,145.9,38.2,10, ,MP,4,Bunyip; Vic
KMcC,local,2,Preferred,1910,6,1,1,59,,AEST,10,148.6,36.2,,,MP,4.1,Berridale; NSW
MELOBS,local,1,Preferred,1910,10,24,17,0,,UTC,0,145.7,38.1,10, ,MP,3,Bunyip; Vic
MELOBS,local,1,Preferred,1910,10,26,8,30,,UTC,0,145.2,38.3,10, ,MP,3,Lang Lang; Vic
BRS,local,1,Preferred,1910,11,24,22,52,42,UTC,0,151.2,25.7,10,N,ML,4.7,Mundubbera; Qld
MELOBS,local,1,Preferred,1910,12,27,11,15,,UTC,0,143.9,36.5,10, ,MP,3,Korongvale; Vic
MELOBS,local,1,Preferred,1911,1,5,17,55,,AEST,10,145,37.9,10, ,MP,3,South Yarra; Vic
ADE,local,1,Preferred,1911,2,19,13,40,30,ACST,9.5,139.083,32.883,6, ,MP,4.8,Oodla Wirra; SA
MELOBS,local,1,Preferred,1911,3,7,16,10,,AEST,10,145.4,38.1,10, ,MP,3,Berwick; Vic
Underwood,local,1,Preferred,1911,3,14,23,10,,AEST,10,145.7,36.1,10, ,MP,3,Katamatite; Vic
MELOBS,local,1,Preferred,1911,6,11,14,35,,AEST,10,144.7,38.1,10, ,MP,3.5,Portarlington; Vic
MELOBS,local,1,Preferred,1911,8,26,9,15,,AEST,10,141.8,37.3,10, ,MP,3,Balmoral; Vic
ADE,local,0,Preferred,1911,10,24,12,0,,ACST,9.5,136.5,33.75,0, ,MP,4.8,Cleve; SA
ADE,local,2,Preferred,1911,10,26,10,0,,ACST,9.5,136.417,33.667,0, ,MP,5.5,Eyre Peninsula; SA
MELOBS,local,1,Preferred,1911,10,27,2,50,,AEST,10,143.6,36.8,10, ,MP,3,Bealiba; Vic
Leiba,local,1,Preferred,1911,11,4,1,27,,AEST,10,145.1,42.1,10,N,MP,4.8,Off Cape Sorell; Tas
BurkeG,local,1,Preferred,1912,1,27,20,9,17,UTC,0,150.5,36.5,10,N,ML,3.5,Bega; NSW
MELOBS,local,1,Preferred,1912,5,5,9,0,,AEST,10,143.8,37.1,10, ,MP,3,Maryborough; Vic
MELOBS,local,1,Preferred,1912,8,11,7,15,,AEST,10,143.5,36.8,10, ,MP,4,Bealiba; Vic
ADE,local,1,Preferred,1912,8,16,4,5,,ACST,9.5,138.433,33.067,10, ,MP,3.6,Appila; SA
GG,local,1,Preferred,1913,3,2,17,45,,AEST,10,146,36.5,15, ,MP,4.5,Benalla; Vic
ADE,local,1,Preferred,1913,3,8,20,45,,ACST,9.5,140.75,36.97,10, ,MP,3.3,Naracoorte; SA
BRS,local,1,Preferred,1913,5,1,16,20,,AEST,10,152.5,27,10,N,MP,4.8,Kilcoy; Qld
MELOBS,local,1,Preferred,1913,11,26,9,50,,AEST,10,145.5,37.85,10, ,MP,3.5,Monbulk; Vic
MELOBS,local,1,Preferred,1913,11,27,4,0,,AEST,10,145.04,37.97,10, ,MP,2.5,Mentone; Vic
ADE,local,2,Preferred,1913,12,1,15,30,,ACST,9.5,139.85,36.83,10, ,MP,3.6,Kingston; SA
ADE,local,0,Preferred,1913,12,1,18,15,,ACST,9.5,139.85,36.83,10, ,MP,3.1,Kingston; SA
ADE,local,1,Preferred,1913,12,6,22,5,,ACST,9.5,138.867,33.15,7, ,MP,3.9,Terowie; SA
BRS,local,1,Preferred,1913,12,18,13,53,40,AEST,10,147,20,35,,ML,5.5,Ravenswood; Qld
ADE,local,1,Preferred,1914,5,28,13,21,,ACST,9.5,138.7,34.9,0, ,MP,3.9,Adelaide; SA
ADE,local,1,Preferred,1914,8,6,7,18,,ACST,9.5,138.467,33.133,7, ,MP,4.2,Caltowie; SA
GG,local,1,Preferred,1914,8,17,23,35,,AEST,10,146,38.3,15, ,MP,4,Warragul; Vic
MELOBS,local,1,Preferred,1914,9,5,11,0,,AEST,10,146.1,38.7,10, ,MP,3,Fish Creek; Vic
MELOBS,local,1,Preferred,1915,2,27,12,15,,AEST,10,146.8,38.2,10, ,MP,3,Rosedale; Vic
ADE,local,1,Preferred,1915,3,30,22,55,,ACST,9.5,138.2,33.7,7, ,MP,4.4,North Mt Lofty Range; SA
MELOBS,local,1,Preferred,1915,5,24,8,0,,AEST,10,146.7,38.2,10, ,MP,3.5,Rosedale; Vic
KMcC,local,1,Preferred,1916,6,10,17,51,,AEST,10,152.25,32.5,10,N,MP,5,NE of Newcastle; NSW
ADE,local,1,Preferred,1916,8,19,0,0,,ACST,9.5,139.85,36.83,10, ,MP,2.5,Kingston; SA
ADE,local,1,Preferred,1916,10,23,14,30,,ACST,9.5,137.25,35.583,6, ,MP,4.3,Kangaroo Island; SA
BRS,local,2,Preferred,1918,6,6,18,14,25,AEST,10,152.5,23.5,10,N,MS,5.8,Capricorn Group; Qld
BRS,local,0,Preferred,1918,6,6,18,23,,AEST,10,152.5,23.5,10,N,MP,5.5,Capricorn Group; Qld
BRS,local,0,Preferred,1918,6,6,19,0,,AEST,10,152.5,23.5,10,N,MP,5.1,Capricorn Group; Qld
BRS,local,0,Preferred,1918,6,6,19,20,,AEST,10,152.5,23.5,10,N,MP,5.6,Capricorn Group; Qld
BRS,local,0,Preferred,1918,6,6,19,45,,AEST,10,152.5,23.5,10,N,ML,5.1,Capricorn Group; Qld
BRS,local,0,Preferred,1918,6,6,20,15,,AEST,10,152.5,23.5,10,N,ML,5.1,Capricorn Group; Qld
ISS,local,1,Preferred,1918,7,31,21,58,45,UTC,0,150,12.6,10,,ML,4.8,Coral Sea
ISS,local,1,Preferred,1918,8,23,22,34,30,UTC,0,151,15,,,ML,4.2,Coral Sea
BurkeG,local,1,Preferred,1919,8,15,10,21,21,AEST,10,150.7,33.5,10,N,ML,4.6,Kurrajong; NSW
G&R,local,1,Preferred,1920,2,8,5,24,30,AWST,8,111,35,10,N,MS,6,Off Cape Leeuwin; WA
ISS,local,1,Preferred,1920,4,2,1,5,0,AEST,10,143.4,10.2,10,N,ML,4,Torres Strait; Qld
ISS,local,1,Preferred,1920,5,22,17,8,50,AEST,10,142,23,33, ,ML,4,W of Winton; Qld
ISS,local,1,Preferred,1920,9,10,22,3,,UTC,0,150,12.6,33, ,ML,4,Coral Sea
ISS,local,1,Preferred,1921,3,16,11,36,40,AEST,10,138,13,10,N,ML,4.5,Gulf of Carpentaria; Qld
ADE,local,1,Preferred,1921,4,23,19,0,,UTC,0,138.833,33.267,0, ,MP,5.1,Jamestown; SA
BurkeG,local,1,Preferred,1921,5,30,14,51,59,UTC,0,145,35,10,N,ML,5.5,Hay; NSW
MELOBS,local,1,Possible,1922,2,28,15,0,,AEST,10,145,39,10, ,MP,5.5,Bass Strait; Vic
BurkeG,local,1,Preferred,1922,2,28,15,3,53,AEST,10,150,35,10,N,ML,3.5,Goulburn; NSW
BRS,local,0,Preferred,1922,3,7,16,54,50,AEST,10,152.5,23.5,10,N,ML,4.5,Capricorn Group; Qld
Leiba,local,1,Preferred,1922,4,10,10,46,11,AEST,10,144.85,39.14,0,,MP,5.7,King Island; Tas
ISS,local,1,Preferred,1922,7,13,1,22,46,AEST,10,148.5,43.2,, ,ML,4,Off Tasman Peninsula; Tas
Underwood,local,1,Preferred,1922,11,20,10,30,,AEST,10,147.2,36.2,10, ,MP,2.5,Tallangatta; Vic
Underwood,local,1,Preferred,1922,12,9,12,22,,UTC,0,142.5,38.5,10, ,MP,3,Warrnambool; Vic
BRS,local,1,Preferred,1923,8,29,0,0,,AEST,10,143.3,12,, ,MP,3.2,Hicks Island; Qld
Leiba,local,1,Preferred,1924,3,1,11,55,,AEST,10,145,41.6,10,N,MP,5.1,Roger River; Tas
Cotton,local,1,Preferred,1924,3,6,23,45,,AEST,10,149,34.9,10,N,ML,4,Murrumbateman; NSW
ISS,local,1,Preferred,1924,5,7,0,17,45,AEST,10,140,16,,,ML,4.4,NE of Mornington Island; Qld
ISS,local,2,Possible,1924,12,9,11,53,,UTC,0,143.4,10.2,10,N,ML,5.8,Torres Strait; Qld
ISS,local,0,Preferred,1924,12,9,16,21,45,AEST,10,143.4,10.2,10,N,ML,4.9,Torres Strait; Qld
ISS,local,1,Preferred,1925,5,4,11,28,48,AEST,10,140,16,, ,ML,5.1,Mornington Island; Qld
BurkeG,local,1,Preferred,1925,12,18,10,47,10,AEST,10,151.6,33,10,N,MP,5.3,Boolaroo; NSW
KMcC,local,1,Preferred,1927,9,20,9,0,,AEST,10,148.2,43.3,10,N,MP,4.3,35 km SE of Port Arthur; Tas
KMcC,local,1,Preferred,1928,1,19,1,20,,AEST,10,147.8,41.75,10,N,MP,5.4,65 km SE of Launceston; Tas
ISS,local,1,Preferred,1928,5,14,2,46,55,AEST,10,144,15,, ,ML,5.3,W of Cooktown; Qld
BMR,local,2,Preferred,1929,8,16,21,28,23.4,AWST,8,120.66,16.99,33, ,Ms,6.2,Off Broome; WA
KMcC,local,1,Preferred,1929,12,28,1,22,,AEST,10,147.56,41.54,10,N,MP,5.6,40 km ESE of Launceston; Tas
BurkeG,local,1,Preferred,1930,10,27,2,3,51,UTC,0,149,34.5,10,N,ML,5,Boorowa; NSW
Underwood,local,1,Preferred,1931,3,13,21,11,,AEST,10,144.5,39.5,10,N,MP,5.7,NE of King Island; Bass Strait
MELOBS,local,1,Preferred,1932,2,14,15,27,,UTC,0,148.65,40.5,10, ,MP,4,Flinders Island; Tasman Sea
ADE,local,1,Preferred,1932,5,20,11,18,,UTC,0,139.083,33.6,10, ,MP,3.6,Baldina; SA
Drake,local,2,Preferred,1932,5,22,10,46,28,AEST,10,148.3,32.3,30,G,ML,4.5,Narromine; NSW
BMR,local,0,Preferred,1932,6,7,9,59,36,AEST,10,148.3,32.3,0, ,ML,3.5,Narromine; NSW
ADE,local,1,Preferred,1932,6,16,15,30,,ACST,9.5,139.05,34.083,10, ,MP,2.8,Point Pass; SA
MELOBS,local,1,Preferred,1932,8,5,0,0,,UTC,0,142,37.6,10, ,MP,3,Cavendish; Vic
Holmes,local,2,Preferred,1932,9,2,18,22,30,AEST,10,145,38.25,5,G,ML,4.5,Mornington; Vic
MELOBS,local,0,Preferred,1932,9,2,20,35,,AEST,10,145,38.25,5, ,ML,3,Mornington; Vic
MELOBS,local,0,Preferred,1932,9,2,20,41,,UTC,0,145,38.25,5, ,MP,3,Mornington; Vic
GG,local,1,Preferred,1932,9,21,5,0,,AEST,10,145.9,36.5,2, ,MP,2.5,Benalla; Vic
MELOBS,local,0,Preferred,1932,10,9,16,30,,UTC,0,143.39,35.95,10, ,MP,3.5,Boort; Vic
MELOBS,local,0,Preferred,1932,10,9,20,10,,AEST,10,143.39,35.95,10, ,MP,3,Boort; Vic
MELOBS,local,0,Preferred,1932,10,9,23,0,,AEST,10,143.39,35.95,10, ,MP,3,Boort; Vic
MELOBS,local,2,Preferred,1932,10,18,21,40,,AEST,10,143.4,36,10, ,MP,4,Boort; Vic
MELOBS,local,0,Preferred,1932,10,20,0,30,,AEST,10,143.4,36,10, ,MP,3,Boort; Vic
MELOBS,local,2,Preferred,1932,10,26,3,8,,AEST,10,144,36.5,10, ,MP,4.5,Serpentine; Vic
MELOBS,local,0,Preferred,1932,10,27,,,,AEST,10,144,36.5,10, ,MP,3.5,Serpentine; Vic
MELOBS,local,1,Preferred,1932,10,27,,,,AEST,10,145.9,36.5,10, ,MP,3,Benalla; Vic
Holmes,local,0,Preferred,1932,11,2,13,22,,UTC,0,145,38.3,10, ,MP,3,Mornington; Vic
Underwood,local,1,Preferred,1932,12,23,14,16,,UTC,0,145.4,37.9,5, ,MP,3.5,Belgrave; Vic
BurkeG,local,1,Preferred,1933,1,11,20,10,51,AEST,10,149.5,34.8,10,N,ML,4.8,Gunning; NSW
MELOBS,local,1,Preferred,1933,12,24,0,0,,AEST,10,145.4,37.9,10, ,MP,3,Pakenham; Vic
BurkeG,local,0,Preferred,1934,1,30,8,2,52,UTC,0,149.5,34.8,10,N,ML,3.7,Gunning; NSW
BurkeG,local,2,Preferred,1934,1,30,20,27,54,AEST,10,149.5,34.8,10,N,ML,4.7,Gunning; NSW
G&R,local,1,Preferred,1934,7,12,14,24,18,AWST,8,112.5,15,33, ,Ms,5.5,Exmouth Plateau; WA
ADE,local,1,Preferred,1934,8,4,11,45,,ACST,9.5,137.633,33.933,7, ,MP,2.8,Wallaroo; SA
KMcC,local,0,Preferred,1934,11,10,23,47,40,UTC,0,149.2,34.9,5,G,ML,4.8,Dalton; NSW
BurkeG,local,0,Preferred,1934,11,11,10,46,32,UTC,0,149.2,34.8,5,G,ML,3.5,Dalton; NSW
KMcC,local,2,Preferred,1934,11,18,21,58,41,UTC,0,149.2,34.8,10,N,ML,5.6,Gunning; NSW
BurkeG,local,0,Preferred,1934,11,19,6,56,18,UTC,0,149.5,34.5,10, ,ML,3,Crookwell; NSW
BurkeG,local,0,Preferred,1934,11,19,7,10,17,UTC,0,149.2,34.8,5,G,ML,3.3,Gunning; NSW
KMcC,local,0,Preferred,1934,11,21,6,32,6,AEST,10,149.2,34.8,5,G,ML,4.8,Dalton; NSW
BRS,local,2,Preferred,1935,4,12,1,32,24,AEST,10,151.67,25.5,10,N,Ms,5.4,Gayndah; Qld
ADE,local,1,Preferred,1935,5,21,4,25,,UTC,0,138.883,34.667,7, ,MP,2.7,Williamstown; SA
BRS,local,0,Preferred,1935,6,1,12,12,,AEST,10,151.67,25.5,10,N,MP,4.3,Gayndah; Qld
GG,local,1,Preferred,1935,6,18,17,47,,UTC,0,145.24,37.75,10, ,MP,3.5,NE of Melbourne; Vic
BRS,local,0,Preferred,1935,7,18,19,30,,AEST,10,151.67,25.5,20, ,MP,3.5,Gayndah; Qld
BurkeG,local,1,Preferred,1935,12,8,3,8,7,UTC,0,150.5,34.5,10,N,ML,3,Bowral; NSW
ADE,local,1,Preferred,1936,5,17,13,10,,ACST,9.5,138.767,35.017,7, ,MP,3.9,Mt Barker; SA
BRS,local,1,Preferred,1937,1,20,19,0,,AEST,10,153,26.6,10,N,MP,3.2,Bli Bli; Qld
ISS,local,1,Preferred,1937,2,1,9,12,43,AEST,10,148.5,16.5,,,ML,4.5,Holmes Reef; Qld
Underwood,local,1,Preferred,1937,6,17,19,54,,AEST,10,145.3,37.98,5, ,MP,3,Narre Warren; Vic
BRS,local,0,Preferred,1937,10,7,1,20,,UTC,0,151.67,25.5,10,N,MP,3.3,Gayndah; Qld
ADE,local,0,Preferred,1937,10,28,9,34,43,ACST,9.5,136.5,26.1,0, ,ML,5.5,Simpson Desert; SA
ADE,local,0,Preferred,1937,12,20,22,35,2,UTC,0,136.5,25.5,0, ,Ms,5.3,Simpson Desert; NT
BRS,local,1,Preferred,1938,3,1,19,0,,AEST,10,139.5,16.5,, ,ML,3,Mornington Island; Qld
BurkeG,local,1,Preferred,1938,3,24,20,3,33,AEST,10,146,35.5,33,G,Ms,4.5,Berrigan; NSW
ADE,local,0,Preferred,1938,4,17,8,56,22,ACST,9.5,137.2,25.5,0, ,Ms,5.5,Simpson Desert; SA
GG,local,1,Preferred,1938,6,27,22,38,47,AEST,10,151.6,29.9,10,N,MP,3.9,S of Glen Innes; NSW
ADE,local,1,Preferred,1939,3,26,3,56,5,ACST,9.5,138.3,31.1,0, ,Ms,5.7,Parachilna; SA
BMR,local,1,Preferred,1939,4,5,12,59,30,UTC,0,144.2,38.9,0, ,ML,4.5,Off Lorne; Vic
ADE,local,1,Preferred,1939,5,1,19,7,29,ACST,9.5,138,31.4,0, ,Ms,4.2,Parachilna; SA
ADE,local,1,Preferred,1939,6,5,12,20,43,UTC,0,138.5,31.5,0, ,Ms,4.2,Moralana; SA
Underwood,local,1,Preferred,1939,10,29,13,24,,UTC,0,145.3,38.3,15, ,MP,3,Westernport Bay; Vic
