eventID,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,magnitudeType,Agency,flag,mx_origML,mx_origType,mx_revML,pref_mw
196902012157,1969,2,1,21,57,0,116.88,-32.54,,2.6,ML,MGO,1,2.6,ML,2.53,2.88
196902012206,1969,2,1,22,06,0,116.88,-32.54,,2.5,ML,MGO,1,2.5,ML,2.43,2.81
196902012312,1969,2,1,23,12,18,117.1,-31.88,7.0,3.0,ML,MGO,1,3.0,ML,3.01,3.22
196902012351,1969,2,1,23,51,52,116.87,-32.59,7.0,3.0,ML,MGO,1,3.0,ML,2.96,3.18
196902012355,1969,2,1,23,55,0,116.88,-32.54,,2.7,ML,MGO,1,2.7,ML,2.63,2.95
196902020303,1969,2,2,03,03,30,117.12,-32.05,7.0,3.4,ML,MGO,0,3.4,ML,3.42,3.53
196902030859,1969,2,3,08,59,0,116.93,-31.76,,2.9,ML,MGO,1,2.9,ML,2.92,3.16
196902040541,1969,2,4,05,41,0,117.15,-31.98,,2.6,ML,MGO,1,2.6,ML,2.53,2.88
196902111835,1969,2,11,18,35,0,116.88,-32.54,,2.8,ML,MGO,1,2.8,ML,2.73,3.02
196902141552,1969,2,14,15,52,5,149.11,-34.16,3.0,3.3,ML,CAN,0,3.3,ML,3.28,3.42
196902151214,1969,2,15,12,14,31,117.1,-31.75,7.0,3.2,ML,MGO,1,3.2,ML,3.13,3.31
196902170905,1969,2,17,09,05,38,132.195,-33.485,3.4,3.8,ML,ADE,0,3.8,ML,3.18,3.34
196902260837,1969,2,26,08,37,41,148.24,-33.49,5.0,2.8,ML,CAN,0,2.8,ML,2.77,3.05
196902272233,1969,2,27,22,33,23,121.6,-12.2,33.0,4.7,mb,ISC,0,4.7,mb,4.7,4.7
196903032143,1969,3,3,21,43,0,117.26,-32.05,,2.8,ML,MGO,0,2.8,ML,2.8,3.06
196903040419,1969,3,4,04,19,27,138.962,-30.728,2.0,3.4,ML,ADE,0,3.4,ML,3.22,3.37
196903071432,1969,3,7,14,32,0,117.27,-32.06,,2.6,ML,MGO,1,2.6,ML,2.6,2.93
196903072203,1969,3,7,22,03,0,117.27,-32.06,,2.7,ML,MGO,1,2.7,ML,2.7,3.0
196903101849,1969,3,10,18,49,26,145.72,-43.3,10.0,2.5,ML,TAU,0,2.5,ML,2.48,2.84
196903111200,1969,3,11,12,00,41,116.57,-30.64,7.0,3.5,ML,MGO,0,3.5,ML,3.44,3.54
196903130754,1969,3,13,07,54,20,138.466,-32.102,0.0,3.0,ML,ADE,0,3.0,ML,3.0,3.21
196903131128,1969,3,13,11,28,12,144.75,-41.315,10.0,3.5,ML,TAU,0,3.5,ML,3.48,3.57
196903150655,1969,3,15,06,55,57,151.21,-31.93,0.0,2.8,ML,CAN,0,2.8,ML,2.78,3.05
196903150924,1969,3,15,09,24,33,117.03,-31.61,7.0,3.3,ML,MGO,1,3.3,ML,3.23,3.38
196903161311,1969,3,16,13,11,0,117.26,-32.05,,2.6,ML,MGO,1,2.6,ML,2.6,2.92
196903180541,1969,3,18,05,41,28,116.88,-31.77,7.0,3.6,ML,MGO,1,3.6,ML,3.59,3.65
196903191623,1969,3,19,16,23,13,148.27,-34.64,5.0,2.8,ML,CAN,0,2.8,ML,2.8,3.07
196903200100,1969,3,20,01,00,0,117.32,-32.06,,2.7,ML,MGO,0,2.7,ML,2.63,2.95
196903201803,1969,3,20,18,03,0,117.28,-32.06,,2.5,ML,MGO,0,2.5,ML,2.51,2.86
196903201941,1969,3,20,19,41,0,117.3,-32.06,,2.9,ML,MGO,0,2.9,ML,2.92,3.15
196903211950,1969,3,21,19,50,50,117.25,-32.15,7.0,3.0,ML,MGO,0,3.0,ML,3.0,3.21
196903251356,1969,3,25,13,56,17,116.38,-31.14,7.0,3.5,ML,MGO,0,3.5,ML,3.47,3.56
196903251519,1969,3,25,15,19,16,116.36,-31.13,7.0,3.4,ML,MGO,1,3.4,ML,3.38,3.49
196903261933,1969,3,26,19,33,32,117.15,-32.35,7.0,2.9,ML,MGO,0,2.9,ML,2.89,3.13
196903280333,1969,3,28,03,33,9,116.2,-25.4,7.0,3.3,ML,MGO,0,3.3,ML,2.4,2.79
196903280418,1969,3,28,04,18,0,117.15,-31.98,,2.6,ML,MGO,0,2.6,ML,2.53,2.88
196903290037,1969,3,29,00,37,0,116.95,-31.85,,2.6,ML,MGO,0,2.6,ML,2.62,2.94
196904022212,1969,4,2,22,12,57,117.0,-32.4,7.0,3.2,ML,MGO,0,3.2,ML,3.13,3.31
196904080553,1969,4,8,05,53,7,148.4,-38.17,0.0,3.0,ML,CAN,0,3.0,ML,2.98,3.19
196904090210,1969,4,9,02,10,5,149.58,-32.05,5.0,4.0,ML,CAN,0,4.0,ML,3.96,3.95
196904090337,1969,4,9,03,37,0,149.55,-32.08,0.0,2.8,ML,CAN,1,2.8,ML,2.75,3.03
196904110014,1969,4,11,00,14,31,147.52,-36.89,0.0,3.3,ML,CAN,0,3.3,ML,3.27,3.41
196904170600,1969,4,17,06,00,14,135.649,-34.04,0.0,2.5,ML,ADE,0,2.5,ML,2.5,2.86
196904201025,1969,4,20,10,25,0,116.94,-31.66,,2.7,ML,MGO,1,2.7,ML,2.66,2.97
196904230344,1969,4,23,03,44,28,148.63,-34.15,0.0,2.5,ML,CAN,0,2.5,ML,2.48,2.84
196904270003,1969,4,27,00,03,0,116.92,-31.77,,2.5,ML,MGO,1,2.5,ML,2.51,2.87
196904270007,1969,4,27,00,07,0,116.92,-31.77,,2.5,ML,MGO,1,2.5,ML,2.51,2.87
196904271755,1969,4,27,17,55,0,117.01,-31.65,,2.7,ML,MGO,1,2.7,ML,2.7,3.0
196905030835,1969,5,3,08,35,33,147.83,-37.2,0.0,2.5,ML,CAN,0,2.5,ML,2.46,2.83
196905051415,1969,5,5,14,15,17,141.45,-44.29,24.0,5.2,mb,ISC,0,5.2,mb,5.2,5.39
196905091120,1969,5,9,11,20,28,117.3,-32.0,7.0,3.5,ML,MGO,0,3.5,ML,3.52,3.6
196905122201,1969,5,12,22,01,0,149.29,-34.57,3.0,2.5,ML,CAN,0,2.5,ML,2.46,2.83
196905140431,1969,5,14,04,31,43,149.26,-34.53,6.0,2.5,ML,CAN,0,2.5,ML,2.46,2.83
196905160422,1969,5,16,04,22,47,117.2,-30.9,7.0,3.7,ML,MGO,0,3.7,ML,3.64,3.7
196905171159,1969,5,17,11,59,33,138.088,-32.332,0.0,2.8,ML,ADE,0,2.8,ML,2.8,3.07
196905191529,1969,5,19,15,29,0,117.26,-30.93,,2.7,ML,MGO,0,2.7,ML,2.65,2.96
196905212111,1969,5,21,21,11,2,151.85,-33.22,2.0,3.3,ML,CAN,0,3.3,ML,3.27,3.41
196906011734,1969,6,1,17,34,49,137.439,-29.618,0.0,3.0,ML,ADE,0,3.0,ML,3.0,3.21
196906031648,1969,6,3,16,48,41,149.21,-33.76,7.0,2.8,ML,CAN,0,2.8,ML,2.77,3.04
196906091757,1969,6,9,17,57,0,117.01,-30.66,,2.6,ML,MGO,0,2.6,ML,2.49,2.85
196906100049,1969,6,10,00,49,0,117.2,-31.55,,2.5,ML,MGO,0,2.5,ML,2.43,2.81
196906171954,1969,6,17,19,54,32,116.73,-25.26,0.0,5.6,ML,BMR,0,5.6,ML,4.72,4.59
196906192101,1969,6,19,21,01,7,114.7,-23.3,7.0,4.2,mb,MGO,0,4.2,mb,4.2,3.87
196906201115,1969,6,20,11,15,28,146.3,-38.47,19.0,5.3,ML,BMR,0,5.3,ML,5.11,4.93
196906201134,1969,6,20,11,34,52,146.35,-38.36,9.0,3.3,ML,CAN,1,3.3,ML,3.29,3.43
196906201144,1969,6,20,11,44,3,146.34,-38.37,0.0,3.3,ML,CAN,1,3.3,ML,3.29,3.43
196906201214,1969,6,20,12,14,57,146.28,-38.38,0.0,3.0,ML,CAN,1,3.0,ML,2.97,3.19
196906201247,1969,6,20,12,47,18,146.2,-38.5,0.0,3.0,ML,CAN,1,3.0,ML,3.0,3.21
196906201313,1969,6,20,13,13,11,146.28,-38.47,0.0,2.7,ML,CAN,1,2.7,ML,2.71,3.0
196906202218,1969,6,20,22,18,16,146.34,-38.37,1.0,3.3,ML,CAN,1,3.3,ML,3.29,3.43
196906220627,1969,6,22,06,27,0,117.05,-31.6,,2.7,ML,MGO,1,2.7,ML,2.64,2.95
196906221629,1969,6,22,16,29,13,146.34,-38.54,0.0,5.0,ML,CAN,1,5.0,ML,4.71,4.59
196906221637,1969,6,22,16,37,43,146.27,-38.41,0.0,4.0,ML,CAN,1,4.0,ML,3.98,3.97
196906230405,1969,6,23,04,05,15,146.37,-38.42,0.0,3.0,ML,CAN,1,3.0,ML,3.02,3.22
196906231414,1969,6,23,14,14,44,123.1,-17.6,7.0,4.9,mb,MGO,0,4.9,mb,4.9,4.71
196906232144,1969,6,23,21,44,0,116.91,-30.82,,2.8,ML,MGO,0,2.8,ML,2.81,3.08
196906242304,1969,6,24,23,04,0,116.84,-31.58,,2.7,ML,MGO,0,2.7,ML,2.64,2.95
196906260037,1969,6,26,00,37,0,117.29,-30.86,,2.9,ML,MGO,0,2.9,ML,2.88,3.12
196906260038,1969,6,26,00,38,9,117.18,-30.76,7.0,3.4,ML,MGO,0,3.4,ML,3.39,3.5
196906260645,1969,6,26,06,45,0,117.29,-30.86,,2.6,ML,MGO,0,2.6,ML,2.58,2.91
196906282057,1969,6,28,20,57,0,116.99,-31.57,,2.6,ML,MGO,1,2.6,ML,2.62,2.94
196906301738,1969,6,30,17,38,35,120.1,-18.0,7.0,4.9,mb,MGO,1,4.9,mb,4.9,4.71
196907010019,1969,7,1,00,19,11,117.0,-31.6,7.0,3.1,ML,MGO,1,3.1,ML,3.12,3.3
196907012010,1969,7,1,20,10,47,145.47,-36.17,0.0,3.5,ML,CAN,0,3.5,ML,3.47,3.57
196907020121,1969,7,2,01,21,16,151.35,-34.61,5.0,3.3,ML,CAN,0,3.3,ML,3.28,3.42
196907032140,1969,7,3,21,40,6,138.556,-30.9,0.0,2.8,ML,ADE,0,2.8,ML,2.8,3.07
196907101902,1969,7,10,19,02,46,146.39,-38.34,9.0,2.8,ML,CAN,1,2.8,ML,2.8,3.07
196907110621,1969,7,11,06,21,11,144.1,-36.83,0.0,4.0,ML,CAN,0,4.0,ML,3.98,3.96
196907110801,1969,7,11,08,01,47,143.95,-36.917,0.0,3.5,ML,CAN,1,3.5,ML,3.49,3.58
196907121308,1969,7,12,13,08,3,146.3,-38.56,0.0,3.3,ML,CAN,1,3.3,ML,3.3,3.43
196907161912,1969,7,16,19,12,20,149.14,-34.13,4.0,2.5,ML,CAN,0,2.5,ML,2.48,2.84
196907171335,1969,7,17,13,35,0,117.14,-30.94,,2.6,ML,MGO,0,2.6,ML,2.51,2.87
196907211135,1969,7,21,11,35,19,139.183,-34.986,0.0,2.5,ML,ADE,0,2.5,ML,2.5,2.86
196907250032,1969,7,25,00,32,8,151.15,-36.78,0.0,2.8,ML,CAN,0,2.8,ML,2.7,3.0
196907270837,1969,7,27,08,37,0,117.01,-30.82,,2.9,ML,MGO,0,2.9,ML,2.83,3.09
196907270917,1969,7,27,09,17,3,117.1,-30.86,7.0,3.0,ML,MGO,1,3.0,ML,2.94,3.16
196907270920,1969,7,27,09,20,47,117.1,-30.95,7.0,4.2,ML,MGO,0,4.2,ML,4.2,4.15
196907271246,1969,7,27,12,46,0,117.23,-30.92,,2.9,ML,MGO,1,2.9,ML,2.84,3.1
196907271254,1969,7,27,12,54,0,117.22,-30.97,,2.9,ML,MGO,1,2.9,ML,2.82,3.08
196907280147,1969,7,28,01,47,8,147.71,-37.98,0.0,3.3,ML,CAN,0,3.3,ML,3.27,3.41
196907280623,1969,7,28,06,23,54,149.17,-34.14,0.0,2.8,ML,CAN,0,2.8,ML,2.78,3.05
196907291407,1969,7,29,14,07,43,136.031,-34.364,11.6,2.8,ML,ADE,0,2.8,ML,2.8,3.07
196907300233,1969,7,30,02,33,0,117.04,-31.61,,2.6,ML,MGO,0,2.6,ML,2.53,2.88
196908010848,1969,8,1,08,48,28,116.41,-31.15,0.0,2.8,ML,BMR,0,2.8,ML,2.77,3.04
196908050248,1969,8,5,02,48,41,151.63,-34.22,0.0,2.8,ML,CAN,1,2.8,ML,2.77,3.05
196908050309,1969,8,5,03,09,22,151.18,-34.22,15.0,3.0,ML,CAN,0,3.0,ML,2.97,3.19
196908081209,1969,8,8,12,09,23,111.1,-25.5,7.0,4.3,mb,MGO,0,4.3,mb,4.3,3.99
196908101010,1969,8,10,10,10,2,138.489,-32.517,0.0,2.5,ML,ADE,0,2.5,ML,2.5,2.86
196908110855,1969,8,11,08,55,30,115.7,-24.9,7.0,4.0,mb,MGO,0,4.0,mb,4.0,3.62
196908140613,1969,8,14,06,13,52,116.57,-31.2,7.0,2.6,ML,MGO,0,2.6,ML,2.56,2.9
196908171755,1969,8,17,17,55,29,116.0,-25.1,7.0,4.2,mb,MGO,0,4.2,mb,4.2,3.87
196908212357,1969,8,21,23,57,4,117.16,-30.75,0.0,3.2,ML,MGO,0,3.2,ML,3.19,3.35
196908220243,1969,8,22,02,43,0,116.92,-31.76,,2.9,ML,MGO,0,2.9,ML,2.92,3.15
196908261028,1969,8,26,10,28,8,145.485,-42.979,10.0,2.6,ML,TAU,0,2.6,ML,2.56,2.9
196909040201,1969,9,4,02,01,40,151.93,-34.43,0.0,2.5,ML,CAN,0,2.5,ML,2.5,2.86
196909042102,1969,9,4,21,02,4,138.199,-32.721,8.8,2.6,ML,ADE,0,2.6,ML,2.6,2.93
196909061022,1969,9,6,10,22,10,135.894,-34.033,0.0,2.5,ML,ADE,0,2.5,ML,2.5,2.86
196909070116,1969,9,7,01,16,23,116.83,-31.69,7.0,3.1,ML,MGO,0,3.1,ML,3.08,3.27
196909070706,1969,9,7,07,06,20,138.583,-33.192,9.7,3.0,ML,ADE,0,3.0,ML,3.0,3.21
196909142258,1969,9,14,22,58,48,123.1,-17.9,7.0,4.8,mb,MGO,0,4.8,mb,4.8,4.59
196909190216,1969,9,19,02,16,56,151.42,-34.25,0.0,2.8,ML,CAN,0,2.8,ML,2.76,3.04
196909200611,1969,9,20,06,11,53,150.61,-34.66,0.0,2.8,ML,CAN,0,2.8,ML,2.76,3.04
196909242339,1969,9,24,23,39,7,118.2,-21.7,7.0,5.1,mb,MGO,0,5.1,mb,5.1,4.95
196909250546,1969,9,25,05,46,0,149.133,-34.733,0.0,2.5,ML,CAN,0,2.5,ML,2.47,2.84
196909261426,1969,9,26,14,26,56,148.37,-33.83,6.0,2.5,ML,CAN,0,2.5,ML,2.49,2.85
196909262151,1969,9,26,21,51,19,138.19,-32.792,32.0,2.6,ML,ADE,0,2.6,ML,2.6,2.93
196910031224,1969,10,3,12,24,34,117.75,-30.05,,2.7,ML,MGO,0,2.7,ML,2.48,2.84
196910050544,1969,10,5,05,44,54,144.73,-35.75,4.0,3.5,ML,CAN,0,3.5,ML,3.4,3.51
196910051215,1969,10,5,12,15,50,116.9,-31.72,3.0,3.0,ML,MGO,0,3.0,ML,3.01,3.22
196910082026,1969,10,8,20,26,56,116.9,-31.8,7.0,3.4,ML,MGO,0,3.4,ML,3.39,3.5
196910082359,1969,10,8,23,59,0,116.9,-31.79,,2.8,ML,MGO,0,2.8,ML,2.79,3.06
196910090059,1969,10,9,00,59,0,116.9,-31.79,,2.7,ML,MGO,0,2.7,ML,2.69,2.99
196910090129,1969,10,9,01,29,9,117.46,-18.82,0.0,5.0,mb,BMR,0,5.0,mb,5.0,4.83
196910090709,1969,10,9,07,09,58,139.788,-31.865,23.5,2.8,ML,ADE,1,2.8,ML,2.8,3.07
196910090845,1969,10,9,08,45,18,139.608,-31.757,10.0,3.7,ML,ADE,0,3.7,ML,3.68,3.73
196910090857,1969,10,9,08,57,51,139.485,-31.774,0.0,3.2,ML,ADE,1,3.2,ML,3.2,3.36
196910111640,1969,10,11,16,40,46,116.94,-31.65,0.0,3.0,ML,MGO,0,3.0,ML,2.96,3.18
196910120416,1969,10,12,04,16,0,116.89,-31.76,,2.7,ML,MGO,0,2.7,ML,2.7,2.99
196910140803,1969,10,14,08,03,0,116.91,-31.81,,2.7,ML,MGO,0,2.7,ML,2.7,2.99
196910151551,1969,10,15,15,51,52,149.23,-34.56,5.0,2.8,ML,CAN,0,2.8,ML,2.76,3.04
196910160924,1969,10,16,09,24,0,116.88,-31.75,0.0,2.5,ML,MGO,0,2.5,ML,2.49,2.85
196910171804,1969,10,17,18,04,30,146.33,-38.43,0.0,3.5,ML,CAN,0,3.5,ML,3.51,3.59
196910180459,1969,10,18,04,59,33,150.49,-34.57,5.0,2.8,ML,CAN,0,2.8,ML,2.8,3.07
196910190147,1969,10,19,01,47,24,136.58,-33.644,0.0,2.9,ML,ADE,0,2.9,ML,2.9,3.14
196910222017,1969,10,22,20,17,0,117.11,-30.86,,2.9,ML,MGO,0,2.9,ML,2.84,3.09
196910222026,1969,10,22,20,26,0,117.11,-30.86,,2.8,ML,MGO,0,2.8,ML,2.74,3.02
196910231205,1969,10,23,12,05,16,117.13,-30.88,7.0,2.7,ML,MGO,0,2.7,ML,2.63,2.95
196910231213,1969,10,23,12,13,0,117.16,-30.88,,2.8,ML,MGO,0,2.8,ML,2.74,3.02
196910271139,1969,10,27,11,39,28,131.32,-22.8,0.0,4.5,mb,BMR,0,4.5,mb,4.5,4.23
196910271222,1969,10,27,12,22,13,131.33,-22.7,0.0,4.5,mb,BMR,1,4.5,mb,4.5,4.23
196911010553,1969,11,1,05,53,0,117.09,-30.84,,2.7,ML,MGO,0,2.7,ML,2.64,2.95
196911030733,1969,11,3,07,33,43,123.05,-45.68,33.0,4.5,mb,ISC,1,4.5,mb,4.5,4.42
196911041634,1969,11,4,16,34,33,139.741,-31.908,3.1,2.5,ML,ADE,1,2.5,ML,2.5,2.86
196911050706,1969,11,5,07,06,39,116.5,-31.26,15.0,2.8,ML,MGO,0,2.8,ML,2.81,3.08
196911071733,1969,11,7,17,33,43,139.198,-34.496,0.0,2.5,ML,ADE,0,2.5,ML,2.5,2.86
196911080846,1969,11,8,08,46,0,117.21,-30.9,,2.5,ML,MGO,0,2.5,ML,2.44,2.82
196911130135,1969,11,13,01,35,16,116.93,-32.53,0.0,3.0,ML,MGO,1,3.0,ML,2.95,3.17
196911140136,1969,11,14,01,36,19,116.9,-32.5,0.0,2.9,ML,MGO,1,2.9,ML,2.92,3.16
196911140842,1969,11,14,08,42,0,116.88,-32.54,,2.6,ML,MGO,1,2.6,ML,2.53,2.88
196911150014,1969,11,15,00,14,30,139.845,-37.123,8.8,3.0,ML,ADE,0,3.0,ML,2.85,3.1
196911200523,1969,11,20,05,23,25,116.93,-32.53,0.0,3.0,ML,MGO,1,3.0,ML,2.95,3.17
196911201954,1969,11,20,19,54,16,116.93,-32.53,0.0,3.1,ML,MGO,1,3.1,ML,3.05,3.25
196911201954,1969,11,20,19,54,23,116.93,-32.53,0.0,3.4,ML,MGO,1,3.4,ML,3.35,3.47
196911221505,1969,11,22,15,05,33,116.93,-32.53,0.0,3.6,ML,MGO,0,3.6,ML,3.55,3.63
196911221507,1969,11,22,15,07,58,116.9,-32.6,0.0,2.7,ML,MGO,1,2.7,ML,2.67,2.97
196911221602,1969,11,22,16,02,16,116.93,-32.53,0.0,2.7,ML,MGO,1,2.7,ML,2.65,2.96
196911230720,1969,11,23,07,20,25,116.93,-32.53,0.0,3.1,ML,MGO,1,3.1,ML,3.05,3.25
196911231050,1969,11,23,10,50,54,116.87,-32.59,0.0,2.6,ML,MGO,1,2.6,ML,2.55,2.89
196911242036,1969,11,24,20,36,26,116.87,-32.59,0.0,2.9,ML,MGO,1,2.9,ML,2.85,3.11
196911251624,1969,11,25,16,24,0,117.03,-31.64,,2.5,ML,MGO,0,2.5,ML,2.52,2.87
196911261343,1969,11,26,13,43,0,117.0,-32.48,,2.5,ML,MGO,1,2.5,ML,2.46,2.83
196911262257,1969,11,26,22,57,0,117.07,-31.77,,2.8,ML,MGO,0,2.8,ML,2.81,3.07
196911280337,1969,11,28,03,37,14,139.353,-31.72,0.0,2.5,ML,ADE,0,2.5,ML,2.5,2.86
196911300902,1969,11,30,09,02,41,139.347,-32.765,2.3,2.5,ML,ADE,0,2.5,ML,2.5,2.86
196912030813,1969,12,3,08,13,0,117.08,-31.62,,2.7,ML,MGO,0,2.7,ML,2.65,2.96
196912081239,1969,12,8,12,39,0,149.68,-32.63,0.0,2.5,ML,CAN,0,2.5,ML,2.48,2.84
196912282255,1969,12,28,22,55,0,117.08,-31.64,,2.8,ML,MGO,0,2.8,ML,2.75,3.03
196912311005,1969,12,31,10,05,25,116.93,-32.53,0.0,3.3,ML,MGO,1,3.3,ML,3.25,3.4
197001070339,1970,1,7,03,39,35,116.82,-31.62,7.0,3.2,ML,MGO,0,3.2,ML,3.21,3.36
197001111406,1970,1,11,14,06,58,147.85,-34.75,0.0,2.8,ML,CAN,0,2.8,ML,2.8,3.07
197001122356,1970,1,12,23,56,4,115.03,-23.03,,3.4,ML,MGO,0,3.4,ML,2.43,2.81
197001140502,1970,1,14,05,02,37,148.1,-34.83,0.0,2.5,ML,CAN,1,2.5,ML,2.48,2.84
197001190423,1970,1,19,04,23,8,116.94,-31.37,0.0,2.8,ML,MGO,0,2.8,ML,2.78,3.05
197001211124,1970,1,21,11,24,45,148.15,-37.72,4.0,3.0,ML,CAN,0,3.0,ML,2.99,3.2
197001240418,1970,1,24,04,18,58,146.29,-38.34,3.0,3.3,ML,CAN,0,3.3,ML,3.26,3.41
197001270411,1970,1,27,04,11,56,150.5,-36.18,6.0,2.8,ML,CAN,0,2.8,ML,2.75,3.03
197001301811,1970,1,30,18,11,1,116.77,-31.1,,2.6,ML,MGO,0,2.6,ML,2.56,2.9
197002011840,1970,2,1,18,40,56,118.5,-20.3,7.0,5.1,mb,MGO,0,5.1,mb,5.1,4.95
197002012214,1970,2,1,22,14,28,116.9,-32.6,,2.6,ML,MGO,0,2.6,ML,2.57,2.91
197002081631,1970,2,8,16,31,24,125.08,-27.4,1.0,5.1,mb,ISC,0,5.1,mb,5.1,4.95
197002092033,1970,2,9,20,33,48,116.97,-31.61,,2.5,ML,MGO,0,2.5,ML,2.5,2.85
197002151509,1970,2,15,15,09,45,150.07,-36.18,0.0,2.5,ML,CAN,0,2.5,ML,2.48,2.84
197002162120,1970,2,16,21,20,21,111.65,-20.07,0.0,5.5,mb,BMR,0,5.5,mb,5.5,5.43
197002211604,1970,2,21,16,04,59,116.65,-31.05,,2.6,ML,MGO,0,2.6,ML,2.56,2.9
197003051937,1970,3,5,19,37,16,145.95,-36.68,6.0,3.2,ML,CAN,0,3.2,ML,3.17,3.34
197003091216,1970,3,9,12,16,17,152.42,-32.8,0.0,3.0,ML,CAN,0,3.0,ML,3.02,3.22
197003101715,1970,3,10,17,15,12,116.512,-31.092,15.0,5.9,ML,EHB,0,5.9,ML,5.21,5.03
197003101815,1970,3,10,18,15,32,116.47,-31.17,,2.5,ML,MGO,1,2.5,ML,2.46,2.83
197003160717,1970,3,16,07,17,36,151.67,-32.73,0.0,2.7,ML,CAN,0,2.7,ML,2.67,2.97
197003180014,1970,3,18,00,14,6,151.45,-32.73,11.0,2.6,ML,CAN,0,2.6,ML,2.59,2.92
197003241035,1970,3,24,10,35,20,126.673,-22.059,15.0,5.8,MS,EHB,0,5.8,MS,5.8,5.87
197003241111,1970,3,24,11,11,9,126.5,-21.9,,3.9,mb,MGO,1,3.9,mb,3.9,3.5
197003241118,1970,3,24,11,18,37,126.3,-21.9,0.0,4.9,M?,ISC,1,4.9,M?,4.0,3.98
197003241134,1970,3,24,11,34,12,126.4,-22.0,33.0,4.6,mb,ISC,1,4.6,mb,4.6,4.35
197003241142,1970,3,24,11,42,42,125.5,-20.7,,3.9,mb,MGO,1,3.9,mb,3.9,3.5
197003241151,1970,3,24,11,51,45,126.3,-21.6,,3.5,mb,MGO,1,3.5,mb,3.5,3.02
197003241210,1970,3,24,12,10,37,126.38,-21.84,33.0,4.9,mb,ISC,1,4.9,mb,4.9,4.71
197003241308,1970,3,24,13,08,13,126.62,-22.15,0.0,4.6,mb,BMR,1,4.6,mb,4.6,4.35
197003241414,1970,3,24,14,14,41,126.55,-22.05,0.0,4.5,mb,BMR,1,4.5,mb,4.5,4.23
197003241426,1970,3,24,14,26,4,126.58,-22.06,0.0,4.3,mb,BMR,1,4.3,mb,4.3,3.99
197003241439,1970,3,24,14,39,24,125.8,-21.8,,3.6,mb,MGO,1,3.6,mb,3.6,3.14
197003241501,1970,3,24,15,01,28,126.66,-22.12,0.0,4.2,mb,BMR,1,4.2,mb,4.2,3.87
197003241522,1970,3,24,15,22,5,126.4,-21.9,,3.9,mb,MGO,1,3.9,mb,3.9,3.5
197003241531,1970,3,24,15,31,2,126.7,-22.0,,3.7,mb,MGO,1,3.7,mb,3.7,3.26
197003241603,1970,3,24,16,03,32,126.7,-22.1,,3.6,mb,MGO,1,3.6,mb,3.6,3.14
197003241609,1970,3,24,16,09,45,126.1,-21.5,33.0,4.6,mb,ISC,1,4.6,mb,4.6,4.35
197003241622,1970,3,24,16,22,6,126.4,-21.4,7.0,4.2,mb,MGO,1,4.2,mb,4.2,3.87
197003241715,1970,3,24,17,15,12,126.5,-22.0,7.0,4.4,mb,MGO,1,4.4,mb,4.4,4.11
197003241740,1970,3,24,17,40,39,126.5,-21.8,10.0,3.7,mb,MGO,1,3.7,mb,3.7,3.26
197003241813,1970,3,24,18,13,52,126.6,-21.7,,3.4,mb,MGO,1,3.4,mb,3.4,2.9
197003241916,1970,3,24,19,16,30,126.2,-21.7,,3.9,mb,MGO,1,3.9,mb,3.9,3.5
197003241940,1970,3,24,19,40,9,126.7,-21.7,,3.4,mb,MGO,1,3.4,mb,3.4,2.9
197003242002,1970,3,24,20,02,46,126.61,-22.05,0.0,4.3,mb,BMR,1,4.3,mb,4.3,3.99
197003242023,1970,3,24,20,23,14,126.56,-21.98,0.0,4.7,mb,BMR,1,4.7,mb,4.7,4.47
197003242037,1970,3,24,20,37,35,126.5,-21.8,7.0,4.3,mb,MGO,1,4.3,mb,4.3,3.99
197003242135,1970,3,24,21,35,48,126.1,-21.3,,3.7,mb,MGO,1,3.7,mb,3.7,3.26
197003242300,1970,3,24,23,00,49,126.4,-21.7,7.0,4.0,mb,MGO,1,4.0,mb,4.0,3.62
197003242332,1970,3,24,23,32,42,126.5,-21.86,0.0,4.9,mb,BMR,1,4.9,mb,4.9,4.71
197003250023,1970,3,25,00,23,27,126.3,-21.6,,3.7,mb,MGO,1,3.7,mb,3.7,3.26
197003250031,1970,3,25,00,31,46,126.5,-22.0,0.0,5.0,ML,ISC,1,5.0,ML,4.1,4.07
197003250118,1970,3,25,01,18,27,126.64,-22.19,0.0,4.7,mb,BMR,1,4.7,mb,4.7,4.47
197003250154,1970,3,25,01,54,25,126.5,-22.2,7.0,4.7,mb,MGO,1,4.7,mb,4.7,4.47
197003250508,1970,3,25,05,08,54,126.59,-22.23,0.0,4.7,mb,BMR,1,4.7,mb,4.7,4.47
197003250632,1970,3,25,06,32,38,126.54,-22.0,0.0,4.8,mb,BMR,1,4.8,mb,4.8,4.59
197003250745,1970,3,25,07,45,40,126.3,-21.6,,3.6,mb,MGO,1,3.6,mb,3.6,3.14
197003250829,1970,3,25,08,29,30,126.6,-22.2,,3.7,mb,MGO,1,3.7,mb,3.7,3.26
197003251030,1970,3,25,10,30,28,126.59,-22.12,0.0,4.8,mb,BMR,1,4.8,mb,4.8,4.59
197003251052,1970,3,25,10,52,2,126.4,-21.6,10.0,3.9,mb,MGO,1,3.9,mb,3.9,3.5
197003251239,1970,3,25,12,39,34,126.36,-21.73,0.0,4.6,mb,BMR,1,4.6,mb,4.6,4.35
