time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-09-22T03:50:17.670Z,-10.762,112.2797,33.24,4.2,mb,,101,2.931,0.92,us,us10003lc2,2015-12-21T23:16:31.040Z,"265km S of Krajan Tambakrejo, Indonesia",earthquake,6.9,3.8,0.187,8,reviewed,us,us
2015-09-17T02:44:55.000Z,-39.839,142.419,10,4.8,mb,,,,1.09,us,us20003kdr,2015-12-21T23:16:12.040Z,"160km SW of Apollo Bay, Australia",earthquake,7.5,4.6,0.148,14,reviewed,aust,us
2015-09-11T19:02:22.300Z,-11.5235,119.2019,27.59,4.4,mb,,89,5.28,1.48,us,us20003n0m,2015-12-12T00:42:46.040Z,"179km SSW of Tawui, Indonesia",earthquake,8.9,7.8,0.204,7,reviewed,us,us
2015-09-04T17:48:48.360Z,-11.328,112.617,39.5,4.3,mb,,104,3.217,1.48,us,us20003k0p,2015-12-05T01:40:26.040Z,"South of Java, Indonesia",earthquake,9.6,9.5,0.265,4,reviewed,us,us
2015-08-29T20:02:26.650Z,-10.8411,116.3414,34.44,5.1,mb,,46,3.195,1.14,us,us1000360t,2017-03-22T06:38:20.763Z,"215km S of Kute, Indonesia",earthquake,6.7,3.7,0.06,92,reviewed,us,us
2015-08-14T01:06:55.340Z,-25.4498,154.3241,10,4.3,mb,,73,2.933,1.07,us,us100036b0,2015-11-17T00:13:26.040Z,"133km ENE of Rainbow Beach, Australia",earthquake,9.4,1.8,0.147,13,reviewed,us,us
2015-08-01T04:46:24.830Z,-25.4093,154.1987,10,5.2,mb,,31,2.819,0.98,us,us10002x2n,2016-09-28T20:49:02.437Z,"123km ENE of Rainbow Beach, Australia",earthquake,7.3,1.7,0.08,60,reviewed,us,us
2015-08-01T03:38:44.590Z,-25.343,154.3348,9,5.7,mb,,18,2.943,0.87,us,us10002x1x,2016-11-10T21:49:18.081Z,"139km ENE of Rainbow Beach, Australia",earthquake,7,1.7,,,reviewed,us,us
2015-07-29T23:41:40.420Z,-25.3727,154.2281,9,5.7,mb,,21,2.846,0.71,us,us10002w8v,2016-11-10T21:49:14.710Z,"128km ENE of Rainbow Beach, Australia",earthquake,7.1,1.7,,,reviewed,us,us
2015-07-25T18:12:28.470Z,-10.9286,114.7803,11.45,4.1,mb,,123,2.52,1.45,us,us100031yw,2015-10-22T20:04:59.040Z,"234km S of Kangin, Indonesia",earthquake,7.4,5.3,0.157,11,reviewed,us,us
2015-07-14T13:20:50.840Z,-11.114,111.3014,26.82,4.8,mb,,52,3.272,0.75,us,us20002xdn,2015-10-09T20:19:17.040Z,"South of Java, Indonesia",earthquake,5.5,4.6,0.075,56,reviewed,us,us
2015-07-03T17:59:35.120Z,-11.1162,119.4418,21.07,4.1,mb,,86,3.696,1.46,us,us20002yxz,2015-09-30T00:20:54.040Z,"127km SW of Lailunggi, Indonesia",earthquake,4.8,7.7,0.198,7,reviewed,us,us
2015-07-03T17:46:40.860Z,-10.32,151.8992,35.25,4.3,mb,,67,4.758,0.96,us,us20002yxy,2015-09-30T00:20:54.040Z,"138km ENE of Samarai, Papua New Guinea",earthquake,9.7,6.5,0.169,12,reviewed,us,us
2015-07-03T15:44:54.730Z,-10.4712,152.164,31.83,4.5,mb,,123,5.042,1.27,us,us20002yy0,2015-09-30T00:20:53.040Z,"164km E of Samarai, Papua New Guinea",earthquake,9.3,5.4,0.163,11,reviewed,us,us
2015-06-26T04:37:43.810Z,-10.6372,152.372,29.75,4.1,mb,,156,5.277,1.33,us,us20002wkm,2015-09-02T22:37:19.040Z,"179km SSW of Kulumadau, Papua New Guinea",earthquake,10.6,5.6,0.151,12,reviewed,us,us
2015-06-15T15:24:33.920Z,-10.3336,118.5943,40.06,4,mb,,149,3.97,0.88,us,us10002lyc,2015-08-20T00:43:58.040Z,"88km SW of Panenggoede, Indonesia",earthquake,6.2,10.2,0.196,10,reviewed,us,us
2015-06-13T02:15:59.430Z,-10.3786,123.8659,25.41,4.3,mb,,141,0.262,1.05,us,us20002pkr,2015-08-20T00:43:55.040Z,"38km SE of Kupang, Indonesia",earthquake,5.5,6.8,0.161,11,reviewed,us,us
2015-06-10T22:01:29.980Z,-10.5215,120.7255,35,5.1,mb,,35,2.394,1.14,us,us20002nts,2015-08-10T13:08:29.040Z,"37km SSE of Baing, Indonesia",earthquake,6.1,1.9,0.067,71,reviewed,us,us
2015-05-16T13:22:38.270Z,-10.6324,115.8979,39.5,4.3,mb,,109,2.753,1.22,us,us100029s6,2015-07-23T01:04:03.040Z,"196km SSW of Kute, Indonesia",earthquake,8.8,6.6,0.142,14,reviewed,us,us
2015-05-08T17:25:31.550Z,-10.5961,120.3326,33.18,4.1,mb,,83,2.706,0.82,us,us100029gv,2015-07-17T07:06:00.040Z,"45km SSE of Nggongi, Indonesia",earthquake,7.2,7.2,0.165,10,reviewed,us,us
2015-04-27T23:48:14.690Z,-10.7583,120.3345,51.14,4.1,mb,,84,2.822,0.92,us,us20002bwc,2015-07-03T00:23:45.040Z,"63km S of Nggongi Satu, Indonesia",earthquake,4.9,10.9,0.233,5,reviewed,us,us
2015-04-26T18:15:22.080Z,-10.5898,120.3623,51.18,4.1,mb,,118,2.681,1.35,us,us20002bth,2015-07-03T00:23:43.040Z,"44km SSW of Mbulung, Indonesia",earthquake,7.3,11,0.184,8,reviewed,us,us
2015-04-26T10:55:33.080Z,-10.5788,120.3353,35,4.3,mb,,79,2.692,0.69,us,us200029cp,2015-07-03T00:23:42.040Z,"43km SSE of Nggongi Satu, Indonesia",earthquake,7.5,2,0.106,26,reviewed,us,us
2015-04-26T10:44:42.490Z,-10.6553,120.4549,35,4.3,mb,,79,2.667,0.66,us,us20002bsw,2015-07-03T00:23:42.040Z,"48km S of Mbulung, Indonesia",earthquake,5.8,2,0.16,12,reviewed,us,us
2015-04-26T10:38:00.130Z,-10.5892,120.4098,35,5.1,mb,,49,2.648,0.89,us,us200029ci,2015-07-03T00:23:42.040Z,"42km SSW of Mbulung, Indonesia",earthquake,3.5,1.8,0.059,98,reviewed,us,us
2015-04-26T10:36:06.600Z,-10.6178,120.2969,35,4.6,mb,,80,2.746,0.51,us,us200029cj,2015-07-03T00:23:42.040Z,"47km S of Nggongi, Indonesia",earthquake,6.6,2,0.078,54,reviewed,us,us
2015-04-26T10:31:25.820Z,-10.6171,120.4136,35,4.3,mb,,74,2.666,0.4,us,us200029cg,2015-07-03T00:23:42.040Z,"45km SSW of Mbulung, Indonesia",earthquake,2.2,1.9,0.099,36,reviewed,us,us
2015-04-26T10:22:58.420Z,-10.6183,120.3704,53.28,4.2,mb,,79,2.696,0.48,us,us20002bsv,2015-07-03T00:23:42.040Z,"47km SSW of Mbulung, Indonesia",earthquake,8.5,8.1,0.128,20,reviewed,us,us
2015-04-10T03:12:22.990Z,-10.4897,123.9385,44.01,4.5,mb,,65,0.798,0.75,us,us200025ir,2015-06-22T23:18:55.040Z,"52km SE of Kupang, Indonesia",earthquake,7.3,3.6,0.132,18,reviewed,us,us
2015-03-06T03:06:52.420Z,-10.6425,121.0083,58.64,4,mb,,98,2.333,0.68,us,us10001l8d,2015-05-28T00:48:34.040Z,"67km SE of Baing, Indonesia",earthquake,9.7,3.4,0.173,10,reviewed,us,us
2015-02-26T00:01:25.530Z,-11.6514,117.6536,10,4,mb,,101,4.677,0.68,us,usc000tulh,2015-05-19T00:28:37.040Z,"267km SW of Panenggoede, Indonesia",earthquake,7.1,1.9,0.183,10,reviewed,us,us
2015-02-22T16:57:54.030Z,-11.4592,118.1508,40.97,4,mb,,54,4.905,1.23,us,usc000tt4y,2015-05-12T20:29:39.040Z,"221km SSW of Kahale, Indonesia",earthquake,4.6,9.1,0.134,16,reviewed,us,us
2015-02-15T15:57:10.000Z,-25.219,151.374,15,4.9,mb,,,,1.1,us,usb000tpj7,2015-05-11T23:20:17.040Z,"51km NNW of Gayndah, Australia",earthquake,6.1,3.2,0.107,31,reviewed,aust,us
