eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,magnitudeType,mx_origML,mx_origType,mx_revML,pref_mw
178806220620,GG,1788,6,22,6,20,0.0,,150.40000000000001,-34.299999999999997,,,,10.0,,nan,,nan,nan,nan,nan,nan
183703140000,Garran,1837,3,14,0,0,0.0,,145.0,-38.100000000000001,,,,10.0,,3.5,,ML,3.5,ML,3.27,3.3799999999999999
183707231855,ADE,1837,7,23,18,55,0.0,,138.59999999999999,-34.899999999999999,,,,7.0,,3.8999999999999999,,ML,3.8999999999999999,ML,3.6400000000000001,3.6299999999999999
184003310630,ADE,1840,3,31,6,30,0.0,,138.59999999999999,-34.899999999999999,,,,7.0,,2.7000000000000002,,ML,2.7000000000000002,ML,2.5299999999999998,2.8900000000000001
184101272155,KMcC,1841,1,27,21,55,0.0,,151.59999999999999,-32.799999999999997,,,,10.0,,4.9000000000000004,,ML,4.9000000000000004,ML,4.5700000000000003,4.2800000000000002
184104211500,GG,1841,4,21,15,0,0.0,,145.0,-38.0,,,,nan,,4.0,,ML,4.0,ML,3.7400000000000002,3.6899999999999999
184110300000,GG,1841,10,30,0,0,0.0,,145.0,-38.0,,,,10.0,,4.0,,ML,4.0,ML,3.7400000000000002,3.6899999999999999
184210271930,KMcC,1842,10,27,19,30,0.0,,151.59999999999999,-32.600000000000001,,,,10.0,,5.2999999999999998,,ML,5.2999999999999998,ML,4.9500000000000002,4.6799999999999997
184704280630,RobUnd,1847,4,28,6,30,0.0,,144.80000000000001,-37.799999999999997,,,,10.0,,4.0,,ML,4.0,ML,3.7400000000000002,3.6899999999999999
184809130630,ADE,1848,9,13,6,30,0.0,,138.59999999999999,-34.899999999999999,,,,7.0,,3.0,,ML,3.0,ML,2.8100000000000001,3.0699999999999998
184809141830,ADE,1848,9,14,18,30,0.0,,138.90000000000001,-33.700000000000003,,,,10.0,,3.6000000000000001,,ML,3.6000000000000001,ML,3.3700000000000001,3.4399999999999999
184810120130,RobUnd,1848,10,12,1,30,0.0,,144.80000000000001,-37.799999999999997,,,,10.0,,3.0,,ML,3.0,ML,2.8100000000000001,3.0699999999999998
184811010000,Osburne,1848,11,1,0,0,0.0,,142.5,-38.399999999999999,,,,10.0,,3.0,,ML,3.0,ML,2.8100000000000001,3.0699999999999998
185009240000,GG,1850,9,24,0,0,0.0,,149.0,-35.0,,,,nan,,4.0,,ML,4.0,ML,3.7400000000000002,3.6899999999999999
185205191030,ADE,1852,5,19,10,30,0.0,,138.517,-35.149999999999999,,,,7.0,,2.7000000000000002,,ML,2.7000000000000002,ML,2.5299999999999998,2.8900000000000001
185309151630,ADE,1853,9,15,16,30,0.0,,138.11000000000001,-32.850000000000001,,,,11.0,,4.5,,ML,4.5,ML,4.2000000000000002,4.0
185502182200,ADE,1855,2,18,22,0,0.0,,138.94999999999999,-34.350000000000001,,,,7.0,,3.7999999999999998,,ML,3.7999999999999998,ML,3.5499999999999998,3.5699999999999998
185509161712,GG,1855,9,16,17,12,0.0,,144.80000000000001,-38.700000000000003,,,,10.0,,5.5,,ML,5.5,ML,5.1299999999999999,4.8799999999999999
185606241650,ADE,1856,6,24,16,50,0.0,,138.69999999999999,-34.649999999999999,,,,7.0,,4.4000000000000004,,ML,4.4000000000000004,ML,4.1100000000000003,3.9399999999999999
185704271420,ADE,1857,4,27,14,20,0.0,,138.18000000000001,-35.832999999999998,,,,7.0,,3.2999999999999998,,ML,3.2999999999999998,ML,3.0899999999999999,3.2599999999999998
185808211245,ADE,1858,8,21,12,45,0.0,,139.0,-34.567,,,,8.0,,3.7000000000000002,,ML,3.7000000000000002,ML,3.46,3.5099999999999998
185906120830,ADE,1859,6,12,8,30,0.0,,140.78299999999999,-37.832999999999998,,,,9.0,,3.8999999999999999,,ML,3.8999999999999999,ML,3.6400000000000001,3.6299999999999999
185911211850,Leiba,1859,11,21,18,50,0.0,,145.19999999999999,-40.700000000000003,,,,10.0,,5.4000000000000004,,ML,5.4000000000000004,ML,5.04,4.7800000000000002
186212142055,ADE,1862,12,14,20,55,0.0,,138.69999999999999,-34.067,,,,8.0,,4.2000000000000002,,ML,4.2000000000000002,ML,3.9199999999999999,3.8100000000000001
186608241245,ADE,1866,8,24,12,45,0.0,,138.86699999999999,-34.883000000000003,,,,7.0,,4.0999999999999996,,ML,4.0999999999999996,ML,3.8300000000000001,3.75
186612022020,ADE,1866,12,2,20,20,0.0,,139.13300000000001,-33.366999999999997,,,,8.0,,3.2999999999999998,,ML,3.2999999999999998,ML,3.0899999999999999,3.2599999999999998
186612290400,Qld Met,1866,12,29,4,0,0.0,,142.59999999999999,-11.699999999999999,,,,10.0,,2.2000000000000002,,ML,2.2000000000000002,ML,2.0600000000000001,2.5800000000000001
186806181358,KMcC,1868,6,18,13,58,0.0,,151.59999999999999,-32.799999999999997,,,,10.0,,5.2999999999999998,,ML,5.2999999999999998,ML,4.9500000000000002,4.6799999999999997
186808291850,RobUnd,1868,8,29,18,50,0.0,,147.0,-37.0,,,,10.0,,5.0,,ML,5.0,ML,4.6699999999999999,4.3799999999999999
186810280345,ADE,1868,10,28,3,45,0.0,,138.69999999999999,-33.579999999999998,,,,7.0,,4.2999999999999998,,ML,4.2999999999999998,ML,4.0199999999999996,3.8700000000000001
187101110745,ADE,1871,1,11,7,45,0.0,,138.833,-33.783000000000001,,,,10.0,,3.8999999999999999,,ML,3.8999999999999999,ML,3.6400000000000001,3.6299999999999999
187101121155,ADE,1871,1,12,11,55,0.0,,139.0,-32.667000000000002,,,,11.0,,3.3999999999999999,,ML,3.3999999999999999,ML,3.1800000000000002,3.3199999999999998
187106080410,Spennemann,1871,6,8,4,10,0.0,,148.09999999999999,-35.299999999999997,,,,10.0,,5.2999999999999998,,ML,5.2999999999999998,ML,4.9500000000000002,4.6799999999999997
187201031215,Spennemann,1872,1,3,12,15,0.0,,148.09999999999999,-35.5,,,,10.0,,4.9000000000000004,,ML,4.9000000000000004,ML,4.5700000000000003,4.2800000000000002
187201301340,ADE,1872,1,30,13,40,0.0,,138.88300000000001,-34.067,,,,9.0,,4.7999999999999998,,ML,4.7999999999999998,ML,4.4800000000000004,4.1799999999999997
187203300000,Qld Met,1872,3,30,0,0,0.0,,151.5,-25.5,,,,10.0,,2.2000000000000002,,ML,2.2000000000000002,ML,2.0600000000000001,2.5800000000000001
187208121200,BRS,1872,8,12,12,0,0.0,,152.0,-26.75,,,,10.0,,3.0,,ML,3.0,ML,2.8100000000000001,3.0699999999999998
187208311200,UQ,1872,8,31,12,0,0.0,,152.09999999999999,-26.75,,,,10.0,,3.2000000000000002,,ML,3.2000000000000002,ML,2.9900000000000002,3.2000000000000002
187210180853,KMcC,1872,10,18,8,53,0.0,,150.0,-33.700000000000003,,,,10.0,,5.2999999999999998,,ML,5.2999999999999998,ML,4.9500000000000002,4.6799999999999997
187304220600,Gliddon,1873,4,22,6,0,0.0,,145.25,-38.5,,,,10.0,,3.5,,ML,3.5,ML,3.27,3.3799999999999999
