eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,magnitudeType,mx_origML,mx_origType,mx_revML,pref_mw
184003310630,ADE,1840,3,31,6,30,0.0,,138.59999999999999,-34.899999999999999,,,,7.0,,2.94,,MW,2.70,MP,2.62,2.94
184101272155,KMcC,1841,1,27,21,55,0.0,,151.59999999999999,-32.799999999999997,,,,10.0,,4.37,,MW,4.90,MP,4.47,4.37
184104211500,GG,1841,4,21,15,0,0.0,,145.0,-38.0,,,,nan,,3.75,,MW,4.00,MP,3.71,3.75
184110300000,GG,1841,10,30,0,0,0.0,,145.0,-38.0,,,,10.0,,3.75,,MW,4.00,MP,3.71,3.75
184210271930,KMcC,1842,10,27,19,30,0.0,,151.59999999999999,-32.600000000000001,,,,10.0,,4.67,,MW,5.30,MP,4.81,4.67
184704280630,Underwood,1847,4,28,6,30,0.0,,144.80000000000001,-37.799999999999997,,,,10.0,,3.75,,MW,4.00,MP,3.71,3.75
184809130630,ADE,1848,9,13,6,30,0.0,,138.59999999999999,-34.899999999999999,,,,7.0,,3.12,,MW,3.00,MP,2.87,3.12
184809141830,ADE,1848,9,14,18,30,0.0,,138.90000000000001,-33.700000000000003,,,,10.0,,3.49,,MW,3.60,MP,3.38,3.49
184810120130,Underwood,1848,10,12,1,30,0.0,,144.80000000000001,-37.799999999999997,,,,10.0,,3.12,,MW,3.00,MP,2.87,3.12
184811010000,Osburne,1848,11,1,0,0,0.0,,142.5,-38.399999999999999,,,,10.0,,3.12,,MW,3.00,MP,2.87,3.12
185009240000,GG,1850,9,24,0,0,0.0,,149.0,-35.0,,,,nan,,3.75,,MW,4.00,MP,3.71,3.75
185205191030,ADE,1852,5,19,10,30,0.0,,138.517,-35.149999999999999,,,,7.0,,2.94,,MW,2.70,MP,2.62,2.94
185309151630,ADE,1853,9,15,16,30,0.0,,138.11000000000001,-32.850000000000001,,,,11.0,,4.09,,MW,4.50,MP,4.13,4.09
185502182200,ADE,1855,2,18,22,0,0.0,,138.94999999999999,-34.350000000000001,,,,7.0,,3.62,,MW,3.80,MP,3.55,3.62
185509161712,GG,1855,9,16,17,12,0.0,,144.80000000000001,-38.700000000000003,,,,10.0,,4.82,,MW,5.50,MP,4.97,4.82
185606241650,ADE,1856,6,24,16,50,0.0,,138.69999999999999,-34.649999999999999,,,,7.0,,4.02,,MW,4.40,MP,4.05,4.02
185704271420,ADE,1857,4,27,14,20,0.0,,138.18000000000001,-35.832999999999998,,,,7.0,,3.30,,MW,3.30,MP,3.13,3.30
185808211245,ADE,1858,8,21,12,45,0.0,,139.0,-34.567,,,,8.0,,3.56,,MW,3.70,MP,3.46,3.56
185906120830,ADE,1859,6,12,8,30,0.0,,140.78299999999999,-37.832999999999998,,,,9.0,,3.69,,MW,3.90,MP,3.63,3.69
185911211850,Leiba,1859,11,21,18,50,0.0,,145.19999999999999,-40.700000000000003,,,,10.0,,4.74,,MW,5.40,MP,4.89,4.74
186212142055,ADE,1862,12,14,20,55,0.0,,138.69999999999999,-34.067,,,,8.0,,3.89,,MW,4.20,MP,3.88,3.89
186608241245,ADE,1866,8,24,12,45,0.0,,138.86699999999999,-34.883000000000003,,,,7.0,,3.82,,MW,4.10,MP,3.80,3.82
186612022020,ADE,1866,12,2,20,20,0.0,,139.13300000000001,-33.366999999999997,,,,8.0,,3.30,,MW,3.30,MP,3.13,3.30
186806181358,KMcC,1868,6,18,13,58,0.0,,151.59999999999999,-32.799999999999997,,,,10.0,,4.67,,MW,5.30,MP,4.81,4.67
186810280345,ADE,1868,10,28,3,45,0.0,,138.69999999999999,-33.579999999999998,,,,7.0,,3.96,,MW,4.30,MP,3.97,3.96
186908291850,Underwood,1869,8,29,18,50,0.0,,147.0,-37.0,,,,10.0,,4.45,,MW,5.00,MP,4.55,4.45
187101110745,ADE,1871,1,11,7,45,0.0,,138.833,-33.783000000000001,,,,10.0,,3.69,,MW,3.90,MP,3.63,3.69
187101121155,ADE,1871,1,12,11,55,0.0,,139.0,-32.667000000000002,,,,11.0,,3.37,,MW,3.40,MP,3.21,3.37
187106080410,Spennemann,1871,6,8,4,10,0.0,,148.09999999999999,-35.299999999999997,,,,10.0,,4.67,,MW,5.30,ML,4.81,4.67
187201031215,Spennemann,1872,1,3,12,15,0.0,,148.09999999999999,-35.5,,,,10.0,,4.37,,MW,4.90,ML,4.47,4.37
187201301340,ADE,1872,1,30,13,40,0.0,,138.88300000000001,-34.067,,,,9.0,,4.30,,MW,4.80,MP,4.39,4.30
187208071910,KMcC,1872,8,7,19,10,0.0,,144.0,-37.0,,,,nan,,3.12,,MW,3.00,M?,2.87,3.12
187208121200,BRS,1872,8,12,12,0,0.0,,152.0,-26.75,,,,10.0,,3.12,,MW,3.00,MP,2.87,3.12
187210180853,KMcC,1872,10,18,8,53,0.0,,150.0,-33.700000000000003,,,,10.0,,4.67,,MW,5.30,MP,4.81,4.67
187304220600,Gliddon,1873,4,22,6,0,0.0,,145.25,-38.5,,,,10.0,,3.43,,MW,3.50,M?,3.29,3.43
187312150400,E.T.,1873,12,15,4,0,0.0,,127.5,-26.25,,,,0.0,,5.20,,MW,6.00,MP,5.40,5.20
187509162000,BMR,1875,9,16,20,0,0.0,,152.5,-27.5,,,,0.0,,3.12,,MW,3.00,MP,2.87,3.12
187511111050,BRS,1875,11,11,10,50,0.0,,148.5,-22.0,,,,0.0,,3.96,,MW,4.30,MP,3.97,3.96
187511241100,BRS,1875,11,24,11,0,0.0,,152.0,-28.100000000000001,,,,10.0,,3.69,,MW,3.90,MP,3.63,3.69
187603191530,ADE,1876,3,19,15,30,0.0,,139.083,-34.517000000000003,,,,7.0,,3.56,,MW,3.70,MP,3.46,3.56
187702262145,BRS,1877,2,26,21,45,0.0,,152.80000000000001,-27.5,,,,10.0,,4.09,,MW,4.50,MP,4.13,4.09
187708211630,ADE,1877,8,21,16,30,0.0,,138.767,-35.017000000000003,,,,7.0,,2.94,,MW,2.70,MP,2.62,2.94
187911300030,ADE,1879,11,30,0,30,0.0,,138.55000000000001,-33.817,,,,7.0,,3.89,,MW,4.20,MP,3.88,3.89
188001251130,ADE,1880,1,25,11,30,0.0,,138.36699999999999,-33.616999999999997,,,,9.0,,3.30,,MW,3.30,MP,3.13,3.30
188002030630,Leiba,1880,2,3,6,30,0.0,,146.40000000000001,-43.0,,,,10.0,,4.82,,MW,5.50,MP,4.97,4.82
188004280930,ADE,1880,4,28,9,30,0.0,,139.25,-35.332999999999998,,,,7.0,,3.82,,MW,4.10,MP,3.80,3.82
188007310700,BRS,1880,7,31,7,0,0.0,,148.40000000000001,-31.0,,,,10.0,,3.24,,MW,3.20,MP,3.04,3.24
188008101900,BRS,1880,8,10,19,0,0.0,,151.90000000000001,-28.899999999999999,,,,10.0,,3.49,,MW,3.60,MP,3.38,3.49
188010260100,BRS,1880,10,26,1,0,0.0,,151.59999999999999,-31.0,,,,10.0,,3.24,,MW,3.20,MP,3.04,3.24
188106071400,Gliddon,1881,6,7,14,0,0.0,,145.25,-38.5,,,,10.0,,3.43,,MW,3.50,M?,3.29,3.43
188203181630,ADE,1882,3,18,16,30,0.0,,138.90000000000001,-35.267000000000003,,,,7.0,,3.12,,MW,3.00,MP,2.87,3.12
188209180730,ADE,1882,9,18,7,30,0.0,,138.63,-34.517000000000003,,,,7.0,,3.18,,MW,3.10,MP,2.96,3.18
188210240000,ADE,1882,10,24,0,0,0.0,,139.84999999999999,-36.829999999999998,,,,10.0,,3.18,,MW,3.10,MP,2.96,3.18
