MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.55,4.2008e-01,5.4373e-03
3.65,3.3508e-01,4.3371e-03
3.75,2.6727e-01,3.4594e-03
3.85,2.1319e-01,2.7594e-03
3.95,1.7004e-01,2.2010e-03
4.05,1.3563e-01,1.7555e-03
4.15,1.0818e-01,1.4002e-03
4.25,8.6284e-02,1.1168e-03
4.35,6.8819e-02,8.9076e-04
4.45,5.4887e-02,7.1043e-04
4.55,4.3774e-02,5.6659e-04
4.65,3.4910e-02,4.5186e-04
4.75,2.7839e-02,3.6034e-04
4.85,2.2199e-02,2.8734e-04
4.95,1.7700e-02,2.2911e-04
5.05,1.4112e-02,1.8266e-04
5.15,1.1249e-02,1.4561e-04
5.25,8.9660e-03,1.1605e-04
5.35,7.1447e-03,9.2478e-05
5.45,5.6919e-03,7.3673e-05
5.55,4.5331e-03,5.8674e-05
5.65,3.6087e-03,4.6709e-05
5.75,2.8714e-03,3.7166e-05
5.85,2.2832e-03,2.9553e-05
5.95,1.8141e-03,2.3481e-05
6.05,1.4399e-03,1.8637e-05
6.15,1.1414e-03,1.4773e-05
6.25,9.0327e-04,1.1692e-05
6.35,7.1335e-04,9.2332e-06
6.45,5.6185e-04,7.2723e-06
6.55,4.4101e-04,5.7082e-06
6.65,3.4461e-04,4.4605e-06
6.75,2.6773e-04,3.4653e-06
6.85,2.0639e-04,2.6715e-06
6.95,1.5747e-04,2.0382e-06
7.05,1.1845e-04,1.5331e-06
7.15,8.7321e-05,1.1302e-06
7.25,6.2492e-05,8.0887e-07
7.35,4.2687e-05,5.5252e-07
7.45,2.6889e-05,3.4803e-07
7.55,1.4287e-05,1.8493e-07
7.65,4.2353e-06,5.4820e-08
