MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.55,8.1764e-02,5.4373e-03
3.65,6.5219e-02,4.3371e-03
3.75,5.2021e-02,3.4594e-03
3.85,4.1494e-02,2.7594e-03
3.95,3.3097e-02,2.2010e-03
4.05,2.6399e-02,1.7555e-03
4.15,2.1056e-02,1.4002e-03
4.25,1.6794e-02,1.1168e-03
4.35,1.3395e-02,8.9076e-04
4.45,1.0683e-02,7.1043e-04
4.55,8.5202e-03,5.6659e-04
4.65,6.7948e-03,4.5186e-04
4.75,5.4186e-03,3.6034e-04
4.85,4.3208e-03,2.8734e-04
4.95,3.4452e-03,2.2911e-04
5.05,2.7467e-03,1.8266e-04
5.15,2.1896e-03,1.4561e-04
5.25,1.7451e-03,1.1605e-04
5.35,1.3906e-03,9.2478e-05
5.45,1.1079e-03,7.3673e-05
5.55,8.8231e-04,5.8674e-05
5.65,7.0239e-04,4.6709e-05
5.75,5.5888e-04,3.7166e-05
5.85,4.4441e-04,2.9553e-05
5.95,3.5309e-04,2.3481e-05
6.05,2.8026e-04,1.8637e-05
6.15,2.2216e-04,1.4773e-05
6.25,1.7581e-04,1.1692e-05
6.35,1.3885e-04,9.2332e-06
6.45,1.0936e-04,7.2723e-06
6.55,8.5837e-05,5.7082e-06
6.65,6.7075e-05,4.4605e-06
6.75,5.2110e-05,3.4653e-06
6.85,4.0172e-05,2.6715e-06
6.95,3.0650e-05,2.0382e-06
7.05,2.3055e-05,1.5331e-06
7.15,1.6996e-05,1.1302e-06
7.25,1.2163e-05,8.0887e-07
7.35,8.3085e-06,5.5252e-07
7.45,5.2336e-06,3.4803e-07
7.55,2.7808e-06,1.8493e-07
7.65,8.2436e-07,5.4820e-08
