# mean, investigation_time=50.0
lon,lat,PGA-0.005,PGA-0.007,PGA-0.0098,PGA-0.0137,PGA-0.0192,PGA-0.0269,PGA-0.0376,PGA-0.0527,PGA-0.0738,PGA-0.103,PGA-0.145,PGA-0.203,PGA-0.284,PGA-0.397,PGA-0.556,PGA-0.778,PGA-1.09,PGA-1.52,PGA-2.13
115.86000,-31.95000,3.678740E-01,2.790470E-01,2.033724E-01,1.431918E-01,9.736156E-02,6.435802E-02,4.159482E-02,2.616894E-02,1.613238E-02,9.801865E-03,5.777880E-03,3.387174E-03,1.965269E-03,1.128963E-03,6.374583E-04,3.537421E-04,1.914426E-04,1.019217E-04,5.233402E-05
130.83000,-12.45000,4.057186E-01,3.118837E-01,2.306727E-01,1.651529E-01,1.145472E-01,7.755900E-02,5.162738E-02,3.371745E-02,2.178087E-02,1.399963E-02,8.814021E-03,5.526310E-03,3.410294E-03,2.057518E-03,1.200460E-03,6.773408E-04,3.684241E-04,1.959582E-04,9.929266E-05
138.60000,-34.93000,2.710070E-01,1.931412E-01,1.315780E-01,8.627516E-02,5.447904E-02,3.343125E-02,2.005515E-02,1.166752E-02,6.601082E-03,3.633639E-03,1.895128E-03,9.593945E-04,4.677714E-04,2.208438E-04,1.012019E-04,4.578519E-05,2.054302E-05,9.269890E-06,4.094469E-06
144.96000,-37.81000,2.711625E-01,1.970479E-01,1.381178E-01,9.412364E-02,6.241831E-02,4.060239E-02,2.606588E-02,1.645286E-02,1.028596E-02,6.401082E-03,3.895814E-03,2.362581E-03,1.413899E-03,8.322808E-04,4.777972E-04,2.674551E-04,1.450333E-04,7.704911E-05,3.938558E-05
147.33000,-42.88000,2.324208E-01,1.641619E-01,1.113840E-01,7.314909E-02,4.646720E-02,2.874044E-02,1.737460E-02,1.018394E-02,5.810410E-03,3.232793E-03,1.710209E-03,8.809438E-04,4.384171E-04,2.116137E-04,9.914513E-05,4.574595E-05,2.090947E-05,9.647612E-06,4.390150E-06
149.13000,-35.30000,2.055248E-01,1.440527E-01,9.728507E-02,6.388777E-02,4.082233E-02,2.555846E-02,1.572250E-02,9.410311E-03,5.485270E-03,3.110616E-03,1.670918E-03,8.691801E-04,4.344336E-04,2.096369E-04,9.778341E-05,4.479758E-05,2.023288E-05,9.180160E-06,4.086583E-06
151.20000,-33.86000,1.926091E-01,1.387191E-01,9.639081E-02,6.502905E-02,4.254121E-02,2.713284E-02,1.691046E-02,1.019909E-02,5.959843E-03,3.374415E-03,1.804804E-03,9.336860E-04,4.640782E-04,2.228569E-04,1.035166E-04,4.723670E-05,2.121929E-05,9.548655E-06,4.196094E-06
153.02000,-27.47000,2.037718E-01,1.450726E-01,9.946745E-02,6.619135E-02,4.273883E-02,2.694386E-02,1.662700E-02,9.944854E-03,5.772477E-03,3.252277E-03,1.734155E-03,8.964141E-04,4.462824E-04,2.150927E-04,1.005009E-04,4.615813E-05,2.087620E-05,9.442661E-06,4.162240E-06
