MAG,N_OBS,N_CUM,BIN_RTE,CUM_RTE,MFD_FIT
3.05,94,472,2.4392e+00,1.2248e+01,1.2432e+01
3.15,61,378,1.5829e+00,9.8088e+00,9.8084e+00
3.25,52,317,1.3494e+00,8.2259e+00,7.7388e+00
3.35,77,265,1.9981e+00,6.8765e+00,6.1058e+00
3.45,41,188,1.0639e+00,4.8785e+00,4.8174e+00
3.55,32,147,8.3037e-01,3.8145e+00,3.8008e+00
3.65,30,115,7.7848e-01,2.9842e+00,2.9988e+00
3.75,20,85,5.1898e-01,2.2057e+00,2.3660e+00
3.85,13,65,3.3734e-01,1.6867e+00,1.8667e+00
3.95,7,52,1.8164e-01,1.3494e+00,1.4727e+00
4.05,6,45,1.5570e-01,1.1677e+00,1.1619e+00
4.15,12,39,3.1139e-01,1.0120e+00,9.1666e-01
4.25,6,27,1.5570e-01,7.0063e-01,7.2316e-01
4.35,6,21,1.5570e-01,5.4493e-01,5.7050e-01
4.45,1,15,2.5949e-02,3.8924e-01,4.5005e-01
4.55,4,14,1.0380e-01,3.6329e-01,3.5501e-01
4.65,1,10,2.5949e-02,2.5949e-01,2.8002e-01
4.75,1,9,2.5949e-02,2.3354e-01,2.2086e-01
4.85,0,8,0.0000e+00,2.0759e-01,1.7418e-01
4.95,4,8,1.0380e-01,2.0759e-01,1.3735e-01
5.05,0,4,0.0000e+00,1.0380e-01,1.0829e-01
5.15,1,4,2.5949e-02,1.0380e-01,8.5365e-02
5.25,0,3,0.0000e+00,7.7848e-02,6.7275e-02
5.35,1,3,2.5949e-02,7.7848e-02,5.3002e-02
5.45,0,2,0.0000e+00,5.1898e-02,4.1741e-02
5.55,0,2,0.0000e+00,5.1898e-02,3.2856e-02
5.65,1,2,2.5949e-02,5.1898e-02,2.5846e-02
5.75,0,1,0.0000e+00,2.5949e-02,2.0315e-02
5.85,0,1,0.0000e+00,2.5949e-02,1.5951e-02
5.95,0,1,0.0000e+00,2.5949e-02,1.2507e-02
6.05,1,1,2.5949e-02,2.5949e-02,9.7906e-03
6.15,0,0,0.0000e+00,0.0000e+00,7.6471e-03
6.25,0,0,0.0000e+00,0.0000e+00,5.9559e-03
6.35,0,0,0.0000e+00,0.0000e+00,4.6216e-03
6.45,0,0,0.0000e+00,0.0000e+00,3.5687e-03
6.55,0,0,0.0000e+00,0.0000e+00,2.7381e-03
6.65,0,0,0.0000e+00,0.0000e+00,2.0827e-03
6.75,0,0,0.0000e+00,0.0000e+00,1.5656e-03
6.85,0,0,0.0000e+00,0.0000e+00,1.1576e-03
6.95,0,0,0.0000e+00,0.0000e+00,8.3567e-04
7.05,0,0,0.0000e+00,0.0000e+00,5.8168e-04
7.15,0,0,0.0000e+00,0.0000e+00,3.8129e-04
7.25,0,0,0.0000e+00,0.0000e+00,2.2318e-04
7.35,0,0,0.0000e+00,0.0000e+00,9.8427e-05
7.45,0,0,0.0000e+00,0.0000e+00,0.0000e+00
