MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.55,7.4384e-02,5.4988e-03
3.65,5.9332e-02,4.3861e-03
3.75,4.7326e-02,3.4986e-03
3.85,3.7749e-02,2.7906e-03
3.95,3.0110e-02,2.2259e-03
4.05,2.4016e-02,1.7754e-03
4.15,1.9156e-02,1.4161e-03
4.25,1.5278e-02,1.1295e-03
4.35,1.2186e-02,9.0083e-04
4.45,9.7189e-03,7.1847e-04
4.55,7.7511e-03,5.7300e-04
4.65,6.1815e-03,4.5697e-04
4.75,4.9295e-03,3.6441e-04
4.85,3.9308e-03,2.9059e-04
4.95,3.1342e-03,2.3170e-04
5.05,2.4988e-03,1.8472e-04
5.15,1.9919e-03,1.4725e-04
5.25,1.5876e-03,1.1736e-04
5.35,1.2651e-03,9.3524e-05
5.45,1.0079e-03,7.4507e-05
5.55,8.0267e-04,5.9338e-05
5.65,6.3900e-04,4.7238e-05
5.75,5.0844e-04,3.7586e-05
5.85,4.0429e-04,2.9887e-05
5.95,3.2122e-04,2.3746e-05
6.05,2.5496e-04,1.8848e-05
6.15,2.0210e-04,1.4940e-05
6.25,1.5994e-04,1.1824e-05
6.35,1.2631e-04,9.3377e-06
6.45,9.9487e-05,7.3546e-06
6.55,7.8089e-05,5.7727e-06
6.65,6.1021e-05,4.5110e-06
6.75,4.7406e-05,3.5045e-06
6.85,3.6546e-05,2.7017e-06
6.95,2.7884e-05,2.0613e-06
7.05,2.0974e-05,1.5505e-06
7.15,1.5462e-05,1.1430e-06
7.25,1.1066e-05,8.1802e-07
7.35,7.5586e-06,5.5877e-07
7.45,4.7612e-06,3.5197e-07
7.55,2.5298e-06,1.8702e-07
7.65,7.4995e-07,5.5440e-08
