MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.55,2.8755e-01,3.6481e-03
3.65,2.2936e-01,2.9099e-03
3.75,1.8295e-01,2.3211e-03
3.85,1.4593e-01,1.8514e-03
3.95,1.1639e-01,1.4767e-03
4.05,9.2839e-02,1.1779e-03
4.15,7.4050e-02,9.3948e-04
4.25,5.9062e-02,7.4932e-04
4.35,4.7107e-02,5.9765e-04
4.45,3.7570e-02,4.7666e-04
4.55,2.9964e-02,3.8015e-04
4.65,2.3896e-02,3.0317e-04
4.75,1.9056e-02,2.4177e-04
4.85,1.5195e-02,1.9279e-04
4.95,1.2116e-02,1.5372e-04
5.05,9.6595e-03,1.2255e-04
5.15,7.7002e-03,9.7693e-05
5.25,6.1372e-03,7.7864e-05
5.35,4.8906e-03,6.2047e-05
5.45,3.8961e-03,4.9431e-05
5.55,3.1029e-03,3.9367e-05
5.65,2.4702e-03,3.1339e-05
5.75,1.9655e-03,2.4936e-05
5.85,1.5629e-03,1.9828e-05
5.95,1.2417e-03,1.5754e-05
6.05,9.8560e-04,1.2504e-05
6.15,7.8127e-04,9.9121e-06
6.25,6.1829e-04,7.8443e-06
6.35,4.8829e-04,6.1950e-06
6.45,3.8459e-04,4.8793e-06
6.55,3.0187e-04,3.8299e-06
6.65,2.3589e-04,2.9928e-06
6.75,1.8326e-04,2.3250e-06
6.85,1.4128e-04,1.7924e-06
6.95,1.0779e-04,1.3675e-06
7.05,8.1078e-05,1.0287e-06
7.15,5.9772e-05,7.5833e-07
7.25,4.2776e-05,5.4270e-07
7.35,2.9219e-05,3.7071e-07
7.45,1.8405e-05,2.3351e-07
7.55,9.7795e-06,1.2407e-07
7.65,2.8991e-06,3.6781e-08
