SRC_NAME,CODE,SRC_TYPE,SRC_WEIGHT,DEP_BEST,DEP_UPPER,DEP_LOWER,MIN_MAG,MIN_RMAG,MMAX_BEST,MMAX_LOWER,MMAX_UPPER,N0_BEST,N0_LOWER,N0_UPPER,BVAL_BEST,BVAL_LOWER,BVAL_UPPER,BVAL_FIX,BVAL_FIX_S,YCOMP,MCOMP,YMAX,TRT,DOMAIN,CAT_FILE
Coastal WA,ZN1,area,1.0,5.0,2.5,10.0,4.5,4.0,7.5,7.3,7.7,2879.402,4912.467,1669.590,0.778902,0.849672,0.708132,0.778902,0.07077,1985;1965;1940,3.5;4.2;6.4,2011,Cratonic,3.,GGcat-161025.csv
Centre Australia,ZN2,area,1.0,5.0,2.5,10.0,4.5,4.0,7.5,7.3,7.7,713.7875,1075.358,453.1889,0.778902,0.849672,0.708132,0.778902,0.07077,1985;1965;1940,3.5;4.2;6.4,2011,Cratonic,3.,GGcat-161025.csv
South Australia,ZN3,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,29436.91,95733.59,8689.433,1.197608,1.351806,1.04341,1.197608,0.154198,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4.,GGcat-161025.csv
SE Australia,ZN4,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,50631.49,174438.8,14354.20,1.197608,1.351806,1.04341,1.197608,0.154198,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4.,GGcat-161025.csv
Queensland,ZN5,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,11774.76,32980.22,4141.963,1.197608,1.351806,1.04341,1.197608,0.154198,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4.,GGcat-161025.csv
North Background,NBA,area,1.0,5.0,2.5,10.0,4.5,4.0,7.5,7.3,7.7,1065.293,1663.541,660.1831,0.778902,0.849672,0.708132,0.778902,0.07077,1985;1965;1940,3.5;4.2;6.4,2011,Cratonic,3.,GGcat-161025.csv
Eastern Background,EBA,area,1.0,10.0,5.0,15.0,4.5,4.0,7.7,7.5,7.9,133.3123,162.2221,104.2924,0.835197,0.943686,0.726708,0.835197,0.108489,2000;1990;1970;1963,3.0;3.5;5.0;6.0,2011,Extended,7.,GGcat-161025.csv
South Background,SBA,area,1.0,5.0,2.5,10.0,4.5,4.0,7.5,7.3,7.7,415.2926,562.2944,281.1617,0.778902,0.849672,0.708132,0.778902,0.07077,1985;1965;1940,3.5;4.2;6.4,2011,Cratonic,3.,GGcat-161025.csv
