SRC_NAME,CODE,SRC_TYPE,CLASS,SRC_WEIGHT,RTE_ADJ_F,DEP_BEST,DEP_UPPER,DEP_LOWER,USD,LSD,OW_LSD,MIN_MAG,MIN_RMAG,MMAX_BEST,MMAX_LOWER,MMAX_UPPER,N0_BEST,N0_LOWER,N0_UPPER,BVAL_BEST,BVAL_LOWER,BVAL_UPPER,BVAL_FIX,BVAL_FIX_S,YCOMP,MCOMP,CAT_YMAX,PREF_STK,PREF_DIP,PREF_RKE,SHMAX,SHMAX_SIG,TRT,GMM_TRT,DOMAIN,CAT_FILE
Burdekin,BUR,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1326.945,1262.924,1294.625,1.2222,1.2607,1.1837,1.2222,0.0385,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,30.2,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Canberra,CBR,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,2462.565,2633.179,2231.037,1.2222,1.2607,1.1837,1.2222,0.0385,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,92.99,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Canning,CNG,area,3.0,1.0,0.9984,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,5511.838,6974.577,4331.805,0.982,1.0251,0.9389,0.982,0.0431,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,63.69,15.0,Cratonic,Cratonic,3.,NSHA18CAT_V0.1_hmtk_declustered.csv
Canowindra,CAN,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,5232.441,5978.216,4513.329,1.2222,1.2607,1.1837,1.2222,0.0385,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,67.65,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Cape York,CYK,area,1.0,1.0,1.0011,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,327.3665,177.6673,495.3957,0.9982,1.0464,0.95,0.9982,0.0482,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,27.13,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Carpenteria,CPT,area,1.0,1.0,0.9993,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,242.0724,209.4848,269.4694,0.9982,1.0464,0.95,0.9982,0.0482,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,21.275,22.626,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Clarence Moreton,CLM,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,663.4727,544.1546,788.0864,1.2222,1.2607,1.1837,1.2222,0.0385,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,56.62,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Cobar,COB,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,3791.273,4145.848,3380.347,1.2222,1.2607,1.1837,1.2222,0.0385,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,81.89,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Coen Block,CON,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,151.4930,79.52540,237.0121,0.9982,1.0464,0.95,0.9982,0.0482,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,22.2,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Coorong,COO,area,2.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1848.263,1852.107,1735.932,1.2424,1.2836,1.2012,1.2424,0.0412,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,126.73,15.0,Non_cratonic,Non_cratonic,2.,NSHA18CAT_V0.1_hmtk_declustered.csv
Copeton,COP,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,3506.927,3806.280,3143.790,1.2222,1.2607,1.1837,1.2222,0.0385,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,59.58,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Dalton,DAL,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,5840.930,6722.178,5009.297,1.2222,1.2607,1.1837,1.2222,0.0385,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,74.72,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Darnum,DAR,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,547.6089,449.1275,650.4609,1.2222,1.2607,1.1837,1.2222,0.0385,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,134.99,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Deddick,DED,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1976.870,2064.175,1820.441,1.2222,1.2607,1.1837,1.2222,0.0385,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,126.11,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Denison,DEN,area,2.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,7919.721,9366.719,6621.020,1.2424,1.2836,1.2012,1.2424,0.0412,1966;1957;1945;1885,2.95;4.05;4.55;5.65,2017.536,-999,-999,-999,97.84,15.0,Non_cratonic,Non_cratonic,2.,NSHA18CAT_V0.1_hmtk_declustered.csv
Drummond,DMD,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,251.1742,116.5207,444.6702,1.2222,1.2607,1.1837,1.2222,0.0385,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,41.935,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
East Sydney Basin,ESB,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,891.0236,823.2508,884.0109,1.2222,1.2607,1.1837,1.2222,0.0385,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,74.72,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
East Tasmania,ETA,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1818.151,1879.534,1685.490,1.2222,1.2607,1.1837,1.2222,0.0385,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,140.16,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Eastern Highlands,EHI,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1751.853,1810.998,1624.030,1.2222,1.2607,1.1837,1.2222,0.0385,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,126.11,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Eucla,EUC,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,633.7305,677.2598,564.7608,0.982,1.0251,0.9389,0.982,0.0431,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,95.195,15.0,Cratonic,Cratonic,3.,NSHA18CAT_V0.1_hmtk_declustered.csv
Eucumbene,EBN,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1064.411,1013.056,1038.486,1.2222,1.2607,1.1837,1.2222,0.0385,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,126.11,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Exmouth Plateau,EXP,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,1270.512,2005.519,769.8846,0.9818,1.0687,0.8949,0.9818,0.0869,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,107.89,15.0,Extended,Non_cratonic,7.,NSHA18CAT_V0.1_hmtk_declustered.csv
Flinders Island,FLI,area,5.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,293.3543,299.9208,282.7050,1.0778,1.1359,1.0197,1.0778,0.0581,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,135.95,15.0,Extended,Non_cratonic,5.,NSHA18CAT_V0.1_hmtk_declustered.csv
Forbes-Tumut,FBT,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,2818.823,3059.439,2526.938,1.2222,1.2607,1.1837,1.2222,0.0385,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,80.32,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Gascoyne,GAS,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,1519.580,1783.481,1268.833,0.982,1.0251,0.9389,0.982,0.0431,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,97.83,15.0,Cratonic,Cratonic,3.,NSHA18CAT_V0.1_hmtk_declustered.csv
Georgetown Block,GTB,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,223.7365,216.8135,209.8915,0.9982,1.0464,0.95,0.9982,0.0482,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,24.41,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Georgina Basin,GGB,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,109.5559,80.30308,139.7909,0.9982,1.0464,0.95,0.9982,0.0482,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,50.195,28.996,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Gippsland,GIP,area,5.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,793.8598,955.3647,636.0982,1.0778,1.1359,1.0197,1.0778,0.0581,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,134.99,15.0,Extended,Non_cratonic,5.,NSHA18CAT_V0.1_hmtk_declustered.csv
Grampians,GPN,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,663.4727,544.1546,788.0864,1.2222,1.2607,1.1837,1.2222,0.0385,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,129.51,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Gunnedah,GNH,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1042.600,945.9150,1044.697,1.2222,1.2607,1.1837,1.2222,0.0385,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,60.14,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Halls Creek,HLC,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,1399.461,1657.868,1145.533,0.9982,1.0464,0.95,0.9982,0.0482,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,54.13,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Hamersley,HAM,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,399.9133,395.0561,373.6894,0.982,1.0251,0.9389,0.982,0.0431,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,96.03,15.0,Cratonic,Cratonic,3.,NSHA18CAT_V0.1_hmtk_declustered.csv
Heathcote,HEA,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,964.5680,905.3903,948.5666,1.2222,1.2607,1.1837,1.2222,0.0385,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,130.38,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Hodgkinson Foldbelt,HKF,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,2748.673,2907.267,2509.118,1.2222,1.2607,1.1837,1.2222,0.0385,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,14.06,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Hume,HUM,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1453.735,1455.058,1375.970,1.2222,1.2607,1.1837,1.2222,0.0385,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,92.99,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Illawarra,IWA,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,236.1633,158.8633,328.3526,1.2222,1.2607,1.1837,1.2222,0.0385,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,74.72,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Kangaroo Island,KGI,area,2.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1126.533,1076.991,1087.712,1.2424,1.2836,1.2012,1.2424,0.0412,1966;1957;1945;1885,2.95;4.05;4.55;5.65,2017.536,-999,-999,-999,117.11,15.0,Non_cratonic,Non_cratonic,2.,NSHA18CAT_V0.1_hmtk_declustered.csv
Mt Lofty Ranges,MLR,area,2.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,3011.674,3300.967,2666.918,1.2424,1.2836,1.2012,1.2424,0.0412,1966;1957;1945;1885,2.95;4.05;4.55;5.65,2017.536,-999,-999,-999,117.11,15.0,Non_cratonic,Non_cratonic,2.,NSHA18CAT_V0.1_hmtk_declustered.csv
Kimberley,KIM,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,1178.706,1365.290,979.9320,0.9982,1.0464,0.95,0.9982,0.0482,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,59.87,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Korumba Basin,KBB,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,308.7823,308.7823,308.7823,0.9982,1.0464,0.95,0.9982,0.0482,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,85.3,58.474,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Laura Basin,LRB,area,4.0,1.0,0.9999,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1765.816,1765.816,1765.816,1.2222,1.2607,1.1837,1.2222,0.0385,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,94.745,72.545,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Leigh Creek,LEC,area,2.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,6753.164,7909.225,5690.211,1.2424,1.2836,1.2012,1.2424,0.0412,1966;1957;1945;1885,2.95;4.05;4.55;5.65,2017.536,-999,-999,-999,97.88,15.0,Non_cratonic,Non_cratonic,2.,NSHA18CAT_V0.1_hmtk_declustered.csv
Mackay,MAC,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.3,7.5,7.3,7.7,4199.919,4349.583,3852.635,1.2222,1.2607,1.1837,1.2222,0.0385,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,36.065,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Mallacoota,MAL,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,2400.651,2558.155,2180.172,1.2222,1.2607,1.1837,1.2222,0.0385,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,116.86,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Gladstone,GLD,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.2,7.7,7.5,7.9,611.1170,897.3153,396.3823,0.9818,1.0687,0.8949,0.9818,0.0869,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,52.42,15.0,Extended,Non_cratonic,7.,NSHA18CAT_V0.1_hmtk_declustered.csv
McArthur,MCA,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,379.6793,366.6883,385.2971,0.9982,1.0464,0.95,0.9982,0.0482,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,26.73,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Merimbula,MIM,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,2912.156,3168.975,2605.724,1.2222,1.2607,1.1837,1.2222,0.0385,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,95.79,21.07,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Merredin,MER,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.3,7.1,7.5,2875.596,3708.217,2211.497,0.9982,1.0464,0.95,0.9982,0.0482,1960;1957;1950;1900;1880,2.95;4.05;4.55;5.65;6.45,2017.536,-999,-999,-999,88.46,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Mornington,MTN,area,5.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,250.4801,250.2640,245.7011,1.0778,1.1359,1.0197,1.0778,0.0581,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.536,-999,-999,-999,134.56,15.0,Extended,Non_cratonic,5.,NSHA18CAT_V0.1_hmtk_declustered.csv
Mt Isa,MIS,area,1.0,1.0,0.9998,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,28.74976,6.977347,67.62981,0.9982,1.0464,0.95,0.9982,0.0482,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,89.42,15.0,Cratonic,Cratonic,1.,NSHA18CAT_V0.1_hmtk_declustered.csv
Murray Darling,MDG,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,665.6180,459.8184,901.1624,1.2222,1.2607,1.1837,1.2222,0.0385,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,102.23,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Murray Shelf,MYS,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,2653.891,2795.686,2429.313,1.2222,1.2607,1.1837,1.2222,0.0385,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.536,-999,-999,-999,117.22,15.0,Non_cratonic,Non_cratonic,4.,NSHA18CAT_V0.1_hmtk_declustered.csv
Musgrave Block,MUS,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,1719.040,2038.655,1424.102,0.982,1.0251,0.9389,0.982,0.0431,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.536,-999,-999,-999,56.62,15.0,Cratonic,Cratonic,3.,NSHA18CAT_V0.1_hmtk_declustered.csv
Naturaliste Plateau,NLP,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.2,7.7,7.5,7.9,1578.308,1791.374,1253.133,0.9818,1.0687,0.8949,0.9818,0.0869,1980;1964;1900,3.5;5.0;6.0,2017.536,-999,-999,-999,90.605,15.0,Extended,Non_cratonic,7.,NSHA18CAT_V0.1_hmtk_declustered.csv
