MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.55,1.2038e-01,5.8282e-03
3.65,9.6980e-02,4.6952e-03
3.75,7.8127e-02,3.7825e-03
3.85,6.2939e-02,3.0472e-03
3.95,5.0703e-02,2.4548e-03
4.05,4.0845e-02,1.9775e-03
4.15,3.2903e-02,1.5930e-03
4.25,2.6505e-02,1.2832e-03
4.35,2.1351e-02,1.0337e-03
4.45,1.7198e-02,8.3262e-04
4.55,1.3852e-02,6.7065e-04
4.65,1.1157e-02,5.4015e-04
4.75,8.9853e-03,4.3502e-04
4.85,7.2359e-03,3.5032e-04
4.95,5.8265e-03,2.8209e-04
5.05,4.6911e-03,2.2712e-04
5.15,3.7763e-03,1.8283e-04
5.25,3.0394e-03,1.4715e-04
5.35,2.4456e-03,1.1840e-04
5.45,1.9673e-03,9.5247e-05
5.55,1.5820e-03,7.6590e-05
5.65,1.2715e-03,6.1560e-05
5.75,1.0214e-03,4.9450e-05
5.85,8.1989e-04,3.9695e-05
5.95,6.5756e-04,3.1835e-05
6.05,5.2677e-04,2.5503e-05
6.15,4.2141e-04,2.0402e-05
6.25,3.3652e-04,1.6293e-05
6.35,2.6814e-04,1.2982e-05
6.45,2.1304e-04,1.0314e-05
6.55,1.6866e-04,8.1654e-06
6.65,1.3290e-04,6.4341e-06
6.75,1.0409e-04,5.0394e-06
6.85,8.0879e-05,3.9157e-06
6.95,6.2180e-05,3.0104e-06
7.05,4.7116e-05,2.2811e-06
7.15,3.4980e-05,1.6935e-06
7.25,2.5203e-05,1.2202e-06
7.35,1.7326e-05,8.3883e-07
7.45,1.0980e-05,5.3159e-07
7.55,5.8675e-06,2.8407e-07
7.65,1.7487e-06,8.4662e-08
