MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.15,2.2146e-01,2.5735e-02
3.25,1.7598e-01,2.0451e-02
3.35,1.3984e-01,1.6251e-02
3.45,1.1112e-01,1.2913e-02
3.55,8.8301e-02,1.0261e-02
3.65,7.0166e-02,8.1539e-03
3.75,5.5754e-02,6.4792e-03
3.85,4.4302e-02,5.1483e-03
3.95,3.5202e-02,4.0908e-03
4.05,2.7970e-02,3.2504e-03
4.15,2.2223e-02,2.5826e-03
4.25,1.7657e-02,2.0519e-03
4.35,1.4028e-02,1.6302e-03
4.45,1.1144e-02,1.2950e-03
4.55,8.8524e-03,1.0287e-03
4.65,7.0313e-03,8.1711e-04
4.75,5.5842e-03,6.4894e-04
4.85,4.4343e-03,5.1530e-04
4.95,3.5205e-03,4.0911e-04
5.05,2.7943e-03,3.2472e-04
5.15,2.2172e-03,2.5766e-04
5.25,1.7587e-03,2.0437e-04
5.35,1.3943e-03,1.6203e-04
5.45,1.1047e-03,1.2837e-04
5.55,8.7457e-04,1.0163e-04
5.65,6.9171e-04,8.0383e-05
5.75,5.4639e-04,6.3496e-05
5.85,4.3092e-04,5.0077e-05
5.95,3.3916e-04,3.9413e-05
6.05,2.6624e-04,3.0940e-05
6.15,2.0829e-04,2.4206e-05
6.25,1.6225e-04,1.8855e-05
6.35,1.2566e-04,1.4602e-05
6.45,9.6577e-05,1.1223e-05
6.55,7.3470e-05,8.5380e-06
6.65,5.5108e-05,6.4041e-06
6.75,4.0517e-05,4.7084e-06
6.85,2.8922e-05,3.3610e-06
6.95,1.9707e-05,2.2902e-06
7.05,1.2385e-05,1.4393e-06
7.15,6.5665e-06,7.6308e-07
7.25,1.9426e-06,2.2575e-07
