SRC_NAME,CODE,SRC_TYPE,SRC_WEIGHT,DEP_BEST,DEP_UPPER,DEP_LOWER,MIN_MAG,MIN_RMAG,MMAX_BEST,MMAX_LOWER,MMAX_UPPER,N0_BEST,N0_LOWER,N0_UPPER,BVAL_BEST,BVAL_LOWER,BVAL_UPPER,BVAL_FIX,BVAL_FIX_S,YCOMP,MCOMP,YMAX,TRT,DOMAIN,CAT_FILE
Non Cratonic Background Zone - Main,NCBM,area,1.00,10.0,5.0,15.0,4.50,4.00,7.50,7.30,7.70,66111.58,232289.6,18496.99,1.192158,1.345658,1.038657,-99.00,-99.00,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4.,GGcat-161025.csv
Non Cratonic Background Zone - Tasmania,NCBT,area,1.00,10.0,5.0,15.0,4.50,4.00,7.50,7.30,7.70,3912.923,8577.008,1719.643,1.192158,1.345658,1.038657,-99.00,-99.00,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,GGcat-161025.csv
Cratonic Background Zone,CBGZ,area,1.00,5.0,2.5,10.0,4.50,4.00,7.50,7.30,7.70,3511.941,6550.977,1860.318,0.788025,0.869274,0.706776,-99.00,-99.00,1990;1965;1960,3.5;4.5;6.4,2011,Cratonic,3.,GGcat-161025.csv
Extended Background Zone,EBGZ,area,1.00,10.0,5.0,15.0,4.50,4.00,7.70,7.50,7.90,3320.844,7533.455,1429.016,0.835197,0.943686,0.726708,-99.00,-99.00,2000;1990;1970;1963,3.0;3.5;5.0;6.0,2011,Extended,7,GGcat-161025.csv
