MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.15,4.9264e-02,5.7152e-03
3.25,3.9493e-02,4.5816e-03
3.35,3.1660e-02,3.6729e-03
3.45,2.5380e-02,2.9444e-03
3.5500000000000003,2.0346e-02,2.3603e-03
3.6500000000000004,1.6310e-02,1.8921e-03
3.7500000000000004,1.3074e-02,1.5167e-03
3.8500000000000005,1.0480e-02,1.2158e-03
3.9500000000000006,8.4007e-03,9.7457e-04
4.050000000000001,6.7336e-03,7.8117e-04
4.15,5.3972e-03,6.2613e-04
4.250000000000001,4.3258e-03,5.0184e-04
4.350000000000001,3.4669e-03,4.0220e-04
4.450000000000001,2.7783e-03,3.2231e-04
4.550000000000001,2.2263e-03,2.5827e-04
4.650000000000001,1.7838e-03,2.0694e-04
4.750000000000002,1.4290e-03,1.6578e-04
4.850000000000001,1.1446e-03,1.3278e-04
4.950000000000001,9.1656e-04,1.0633e-04
5.050000000000002,7.3378e-04,8.5126e-05
5.150000000000002,5.8724e-04,6.8126e-05
5.250000000000002,4.6976e-04,5.4498e-05
5.350000000000001,3.7558e-04,4.3572e-05
5.450000000000002,3.0008e-04,3.4813e-05
5.5500000000000025,2.3956e-04,2.7791e-05
5.650000000000002,1.9103e-04,2.2162e-05
5.750000000000002,1.5213e-04,1.7649e-05
5.850000000000002,1.2095e-04,1.4031e-05
5.950000000000003,9.5948e-05,1.1131e-05
6.0500000000000025,7.5906e-05,8.8059e-06
6.150000000000002,5.9838e-05,6.9419e-06
6.250000000000003,4.6957e-05,5.4475e-06
6.350000000000003,3.6631e-05,4.2496e-06
6.450000000000003,2.8352e-05,3.2892e-06
6.5500000000000025,2.1716e-05,2.5192e-06
6.650000000000003,1.6395e-05,1.9020e-06
6.7500000000000036,1.2130e-05,1.4072e-06
6.850000000000003,8.7104e-06,1.0105e-06
6.950000000000003,5.9691e-06,6.9248e-07
7.050000000000003,3.7715e-06,4.3754e-07
7.150000000000004,2.0098e-06,2.3315e-07
7.2500000000000036,5.9739e-07,6.9304e-08
