1917 07 30 1622 139.107 -2.876 35.0 6.15 MW 
1921 10 10 0206 138.690 -3.048 35.0 6.76 MW 
1923 09 16 1634 139.054 -2.481 35.0 6.51 MW 
1925 03 22 1405 138.398 -2.194 15.0 6.01 MW 
1930 11 10 1344 138.769 -2.364 30.0 6.61 MW 
1934 08 02 0654 139.460 -3.156 35.0 6.41 MW 
1927 12 15 1612 138.247 -2.021 35.0 5.75 MW 
1940 04 01 1119 139.624 -2.959 35.0 6.49 MW 
1940 05 28 0940 139.033 -2.314 35.0 6.61 MW 
1933 09 30 1421 138.169 -2.234 35.0 6.11 MW 
1943 12 03 0438 139.989 -3.090 35.0 6.52 MW 
1950 09 19 2029 138.151 -2.077 30.0 7.20 MW bibliog
1935 01 22 1456 138.917 -2.848 35.0 6.07 MW 
1951 05 29 0603 139.736 -3.061 25.0 6.28 MW 
1939 05 26 1750 140.141 -3.589 25.0 6.15 MW 
1954 09 04 0328 139.399 -3.408 47.9 6.39 MW 
1963 11 06 0213 138.538 -2.497 25.0 6.30 MW bibliog
1964 05 20 0601 139.242 -2.755 62.9 5.94 MW 
1968 07 02 1840 138.891 -2.712 45.0 5.96 MW 
1972 01 07 0625 138.951 -2.184 30.0 6.00 MW bibliog
1973 10 29 0527 139.287 -2.915 25.0 5.83 MW 
1974 03 31 0647 139.076 -2.186 20.6 5.70 MW bibliog
1976 05 09 0514 138.946 -2.868 25.0 5.71 MW 
1976 06 23 1048 138.674 -2.156 15.0 5.62 MW 
1978 04 25 0734 138.898 -2.844 49.1 5.87 MW gcmt
1979 06 24 0423 139.884 -2.835 20.0 5.81 MW gcmt
1980 08 19 2101 140.038 -3.543 58.6 6.13 MW gcmt
1981 03 30 1704 138.864 -2.137 15.0 5.85 MW gcmt
1982 03 19 0017 138.867 -2.757 29.9 5.64 MW gcmt
1983 01 25 0608 140.128 -3.615 30.0 5.93 MW gcmt
