MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.15,3.8443e-01,2.5735e-02
3.25,3.0548e-01,2.0451e-02
3.35,2.4275e-01,1.6251e-02
3.45,1.9290e-01,1.2913e-02
3.55,1.5328e-01,1.0261e-02
3.65,1.2180e-01,8.1539e-03
3.75,9.6783e-02,6.4792e-03
3.85,7.6904e-02,5.1483e-03
3.95,6.1107e-02,4.0908e-03
4.05,4.8553e-02,3.2504e-03
4.15,3.8577e-02,2.5826e-03
4.25,3.0650e-02,2.0519e-03
4.35,2.4351e-02,1.6302e-03
4.45,1.9345e-02,1.2950e-03
4.55,1.5367e-02,1.0287e-03
4.65,1.2206e-02,8.1711e-04
4.75,9.6936e-03,6.4894e-04
4.85,7.6974e-03,5.1530e-04
4.95,6.1111e-03,4.0911e-04
5.05,4.8506e-03,3.2472e-04
5.15,3.8489e-03,2.5766e-04
5.25,3.0528e-03,2.0437e-04
5.35,2.4203e-03,1.6203e-04
5.45,1.9176e-03,1.2837e-04
5.55,1.5182e-03,1.0163e-04
5.65,1.2007e-03,8.0383e-05
5.75,9.4848e-04,6.3496e-05
5.85,7.4803e-04,5.0077e-05
5.95,5.8874e-04,3.9413e-05
6.05,4.6216e-04,3.0940e-05
6.15,3.6158e-04,2.4206e-05
6.25,2.8164e-04,1.8855e-05
6.35,2.1812e-04,1.4602e-05
6.45,1.6765e-04,1.1223e-05
6.55,1.2754e-04,8.5380e-06
6.65,9.5662e-05,6.4041e-06
6.75,7.0333e-05,4.7084e-06
6.85,5.0205e-05,3.3610e-06
6.95,3.4210e-05,2.2902e-06
7.05,2.1499e-05,1.4393e-06
7.15,1.1399e-05,7.6308e-07
7.25,3.3722e-06,2.2575e-07
