eventID,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,magnitudeType,Agency,flag
178806220620,1788,6,22,06,20,0,150.4,-34.3,10.0,,,GG,0
183703140000,1837,3,14,00,00,0,145.0,-38.1,10.0,3.0,ML2MWG,Garran,0
183707231855,1837,7,23,18,55,0,138.6,-34.9,7.0,3.4,ML2MWG,ADE,0
184003310630,1840,3,31,06,30,0,138.6,-34.9,7.0,2.4,ML2MWG,ADE,0
184101272155,1841,1,27,21,55,0,151.6,-32.8,10.0,4.3,ML2MWG,KMcC,0
184104211500,1841,4,21,15,00,0,145.0,-38.0,,3.5,ML2MWG,GG,0
184110300000,1841,10,30,00,00,0,145.0,-38.0,10.0,3.5,ML2MWG,GG,0
184210271930,1842,10,27,19,30,0,151.6,-32.6,10.0,4.6,ML2MWG,KMcC,0
184704280630,1847,4,28,06,30,0,144.8,-37.8,10.0,3.5,ML2MWG,RobUnd,0
184809130630,1848,9,13,06,30,0,138.6,-34.9,7.0,2.6,ML2MWG,ADE,0
184809141830,1848,9,14,18,30,0,138.9,-33.7,10.0,3.1,ML2MWG,ADE,0
184810120130,1848,10,12,01,30,0,144.8,-37.8,10.0,2.6,ML2MWG,RobUnd,0
184811010000,1848,11,1,00,00,0,142.5,-38.4,10.0,2.6,ML2MWG,Osburne,0
185009240000,1850,9,24,00,00,0,149.0,-35.0,,3.5,ML2MWG,GG,0
185205191030,1852,5,19,10,30,0,138.517,-35.15,7.0,2.4,ML2MWG,ADE,0
185309151630,1853,9,15,16,30,0,138.11,-32.85,11.0,3.9,ML2MWG,ADE,0
185502182200,1855,2,18,22,00,0,138.95,-34.35,7.0,3.3,ML2MWG,ADE,0
185502231900,1855,2,23,19,00,0,138.95,-34.35,7.0,2.7,ML2MWG,ADE,1
185509161712,1855,9,16,17,12,0,144.8,-38.7,10.0,4.8,ML2MWG,GG,0
185606241650,1856,6,24,16,50,0,138.7,-34.65,7.0,3.8,ML2MWG,ADE,0
185704271420,1857,4,27,14,20,0,138.18,-35.833,7.0,2.9,ML2MWG,ADE,0
185808211245,1858,8,21,12,45,0,139.0,-34.567,8.0,3.2,ML2MWG,ADE,0
185808211745,1858,8,21,17,45,0,139.0,-34.567,8.0,2.8,ML2MWG,ADE,1
185808220930,1858,8,22,09,30,0,139.0,-34.567,8.0,2.8,ML2MWG,ADE,1
185808231430,1858,8,23,14,30,0,139.0,-34.567,8.0,2.4,ML2MWG,ADE,1
185906120830,1859,6,12,08,30,0,140.783,-37.833,9.0,3.4,ML2MWG,ADE,0
185911211850,1859,11,21,18,50,0,145.2,-40.7,10.0,4.7,ML2MWG,Leiba,0
186212142055,1862,12,14,20,55,0,138.7,-34.067,8.0,3.6,ML2MWG,ADE,0
186608241245,1866,8,24,12,45,0,138.867,-34.883,7.0,3.6,ML2MWG,ADE,0
186612022020,1866,12,2,20,20,0,139.133,-33.367,8.0,2.9,ML2MWG,ADE,0
186612290400,1866,12,29,04,00,0,142.6,-11.7,10.0,2.0,ML2MWG,Qld Met,0
186806181358,1868,6,18,13,58,0,151.6,-32.8,10.0,4.6,ML2MWG,KMcC,0
186808291850,1868,8,29,18,50,0,147.0,-37.0,10.0,4.4,ML2MWG,RobUnd,0
186808301035,1868,8,30,10,35,0,147.0,-37.0,10.0,3.5,ML2MWG,RobUnd,1
186810280345,1868,10,28,03,45,0,138.7,-33.58,7.0,3.7,ML2MWG,ADE,0
186810281944,1868,10,28,19,44,0,138.7,-33.58,7.0,3.0,ML2MWG,ADE,1
186811010740,1868,11,1,07,40,0,138.7,-33.58,7.0,2.4,ML2MWG,ADE,1
187101110745,1871,1,11,07,45,0,138.833,-33.783,10.0,3.4,ML2MWG,ADE,0
187101121155,1871,1,12,11,55,0,139.0,-32.667,11.0,3.0,ML2MWG,ADE,0
187106080410,1871,6,8,04,10,0,148.1,-35.3,10.0,4.6,ML2MWG,Spennemann,0
187201031215,1872,1,3,12,15,0,148.1,-35.5,10.0,4.3,ML2MWG,Spennemann,0
187201301340,1872,1,30,13,40,0,138.883,-34.067,9.0,4.2,ML2MWG,ADE,0
187203300000,1872,3,30,00,00,0,151.5,-25.5,10.0,2.0,ML2MWG,Qld Met,0
187206080940,1872,6,8,09,40,0,138.95,-33.95,7.0,3.6,ML2MWG,ADE,0
187208121200,1872,8,12,12,00,0,152.0,-26.75,10.0,2.6,ML2MWG,BRS,0
187208311200,1872,8,31,12,00,0,152.1,-26.75,10.0,2.8,ML2MWG,UQ,0
187210180853,1872,10,18,08,53,0,150.0,-33.7,10.0,4.6,ML2MWG,KMcC,0
187304220600,1873,4,22,06,00,0,145.25,-38.5,10.0,3.0,ML2MWG,Gliddon,0
187312150400,1873,12,15,04,00,0,127.5,-26.25,0.0,6.1,MS2MW,E.T.,0
187509162000,1875,9,16,20,00,0,152.5,-27.5,0.0,2.6,ML2MWG,BMR,0
187511111050,1875,11,11,10,50,0,148.5,-22.0,0.0,3.7,ML2MWG,BRS,0
187511241100,1875,11,24,11,00,0,152.0,-28.1,10.0,3.4,ML2MWG,BRS,0
187603191530,1876,3,19,15,30,0,139.083,-34.517,7.0,3.2,ML2MWG,ADE,0
187603220930,1876,3,22,09,30,0,139.083,-34.517,7.0,2.7,ML2MWG,ADE,1
187603221315,1876,3,22,13,15,0,139.083,-34.517,7.0,3.0,ML2MWG,ADE,1
187702262145,1877,2,26,21,45,0,152.8,-27.5,10.0,3.9,ML2MWG,BRS,0
187708211630,1877,8,21,16,30,0,138.767,-35.017,7.0,2.4,ML2MWG,ADE,0
187803030245,1878,3,3,02,45,0,153.2,-24.7,10.0,3.7,ML2MWG,BRS,0
187911300030,1879,11,30,00,30,0,138.55,-33.817,7.0,3.6,ML2MWG,ADE,0
188001251130,1880,1,25,11,30,0,138.367,-33.617,9.0,2.9,ML2MWG,ADE,0
188002030630,1880,2,3,06,30,0,146.4,-43.0,10.0,4.8,ML2MWG,Leiba,0
188004280930,1880,4,28,09,30,0,139.25,-35.333,7.0,3.6,ML2MWG,ADE,0
188007310700,1880,7,31,07,00,0,148.4,-31.0,10.0,2.8,ML2MWG,BRS,0
188008101900,1880,8,10,19,00,0,151.9,-28.9,10.0,3.1,ML2MWG,BRS,0
188010260100,1880,10,26,01,00,0,151.6,-31.0,10.0,2.8,ML2MWG,BRS,0
188106071400,1881,6,7,14,00,0,145.25,-38.5,10.0,3.0,ML2MWG,Gliddon,0
188203181630,1882,3,18,16,30,0,138.9,-35.267,7.0,2.6,ML2MWG,ADE,0
188209180730,1882,9,18,07,30,0,138.63,-34.517,7.0,2.7,ML2MWG,ADE,0
188210240000,1882,10,24,00,00,0,139.85,-36.83,10.0,2.7,ML2MWG,ADE,0
188307071338,1883,7,7,13,38,0,138.7,-35.1,14.0,3.6,ML2MWG,ADE,1
188307071343,1883,7,7,13,43,0,138.7,-35.1,14.0,2.7,ML2MWG,ADE,1
188307071358,1883,7,7,13,58,0,138.7,-35.1,10.0,4.1,ML2MWG,ADE,0
188308281655,1883,8,28,16,55,0,151.7,-25.5,10.0,5.2,ML2MWG,BRS,0
188308281820,1883,8,28,18,20,0,151.7,-25.5,10.0,4.6,ML2MWG,BRS,1
188312130000,1883,12,13,00,00,0,149.107,-39.96,10.0,3.5,ML2MWG,RobUnd,1
188402140017,1884,2,14,00,17,0,149.0,-40.0,10.0,2.6,ML2MWG,RobUnd,1
188402170525,1884,2,17,05,25,0,149.8,-40.3,,5.0,ML2MWG,Leiba,1
188403050927,1884,3,5,09,27,0,149.5,-40.2,,4.9,ML2MWG,Leiba,1
188403181220,1884,3,18,12,20,0,149.2,-40.1,10.0,2.6,ML2MWG,RobUnd,1
188403261356,1884,3,26,13,56,0,150.0,-37.0,10.0,3.5,ML2MWG,RobUnd,0
