MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.05,9.6254e-02,6.8043e-02
3.15,7.2644e-02,5.1353e-02
3.25,5.4825e-02,3.8756e-02
3.35,4.1377e-02,2.9250e-02
3.45,3.1227e-02,2.2075e-02
3.55,2.3568e-02,1.6660e-02
3.65,1.7787e-02,1.2573e-02
3.75,1.3424e-02,9.4893e-03
3.85,1.0131e-02,7.1616e-03
3.95,7.6458e-03,5.4049e-03
4.05,5.7702e-03,4.0790e-03
4.15,4.3548e-03,3.0784e-03
4.25,3.2865e-03,2.3233e-03
4.35,2.4803e-03,1.7533e-03
4.45,1.8718e-03,1.3232e-03
4.55,1.4126e-03,9.9857e-04
4.65,1.0660e-03,7.5357e-04
4.75,8.0444e-04,5.6866e-04
4.85,6.0703e-04,4.2912e-04
4.95,4.5805e-04,3.2380e-04
5.05,3.4561e-04,2.4431e-04
5.15,2.6075e-04,1.8432e-04
5.25,1.9670e-04,1.3905e-04
5.35,1.4837e-04,1.0488e-04
5.45,1.1189e-04,7.9095e-05
5.55,8.4357e-05,5.9633e-05
5.65,6.3579e-05,4.4945e-05
5.75,4.7898e-05,3.3859e-05
5.85,3.6063e-05,2.5493e-05
5.95,2.7131e-05,1.9179e-05
6.05,2.0390e-05,1.4414e-05
6.15,1.5303e-05,1.0818e-05
6.25,1.1463e-05,8.1034e-06
6.35,8.5654e-06,6.0549e-06
6.45,6.3784e-06,4.5089e-06
6.55,4.7279e-06,3.3422e-06
6.65,3.4822e-06,2.4616e-06
6.75,2.5421e-06,1.7970e-06
6.85,1.8326e-06,1.2955e-06
6.95,1.2971e-06,9.1694e-07
7.05,8.9297e-07,6.3125e-07
7.15,5.8797e-07,4.1564e-07
7.25,3.5779e-07,2.5292e-07
7.35,1.8406e-07,1.3012e-07
7.45,5.2951e-08,3.7431e-08
