MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.55,4.4641e-02,3.6481e-03
3.65,3.5607e-02,2.9099e-03
3.75,2.8402e-02,2.3211e-03
3.85,2.2655e-02,1.8514e-03
3.95,1.8070e-02,1.4767e-03
4.05,1.4413e-02,1.1779e-03
4.15,1.1496e-02,9.3948e-04
4.25,9.1691e-03,7.4932e-04
4.35,7.3131e-03,5.9765e-04
4.45,5.8327e-03,4.7666e-04
4.55,4.6517e-03,3.8015e-04
4.65,3.7098e-03,3.0317e-04
4.75,2.9584e-03,2.4177e-04
4.85,2.3590e-03,1.9279e-04
4.95,1.8810e-03,1.5372e-04
5.05,1.4996e-03,1.2255e-04
5.15,1.1954e-03,9.7693e-05
5.25,9.5279e-04,7.7864e-05
5.35,7.5924e-04,6.2047e-05
5.45,6.0486e-04,4.9431e-05
5.55,4.8171e-04,3.9367e-05
5.65,3.8348e-04,3.1339e-05
5.75,3.0513e-04,2.4936e-05
5.85,2.4263e-04,1.9828e-05
5.95,1.9278e-04,1.5754e-05
6.05,1.5301e-04,1.2504e-05
6.15,1.2129e-04,9.9121e-06
6.25,9.5988e-05,7.8443e-06
6.35,7.5805e-05,6.1950e-06
6.45,5.9706e-05,4.8793e-06
6.55,4.6864e-05,3.8299e-06
6.65,3.6621e-05,2.9928e-06
6.75,2.8450e-05,2.3250e-06
6.85,2.1933e-05,1.7924e-06
6.95,1.6734e-05,1.3675e-06
7.05,1.2587e-05,1.0287e-06
7.15,9.2793e-06,7.5833e-07
7.25,6.6408e-06,5.4270e-07
7.35,4.5362e-06,3.7071e-07
7.45,2.8574e-06,2.3351e-07
7.55,1.5182e-06,1.2407e-07
7.65,4.5007e-07,3.6781e-08
