MAG,N_OBS,N_CUM,BIN_RTE,CUM_RTE,MFD_FIT
3.05,275,1313,7.3261e+00,3.4979e+01,3.4978e+01
3.15,172,1038,4.5822e+00,2.7653e+01,2.7828e+01
3.25,132,866,3.5165e+00,2.3071e+01,2.2140e+01
3.35,207,734,5.5146e+00,1.9554e+01,1.7615e+01
3.45,106,527,2.8239e+00,1.4040e+01,1.4014e+01
3.55,87,421,2.3177e+00,1.1216e+01,1.1149e+01
3.65,83,334,2.2112e+00,8.8979e+00,8.8703e+00
3.75,52,251,1.3853e+00,6.6868e+00,7.0570e+00
3.85,34,199,9.0578e-01,5.3015e+00,5.6143e+00
3.95,44,165,1.1722e+00,4.3957e+00,4.4665e+00
4.05,18,121,4.7953e-01,3.2235e+00,3.5533e+00
4.15,34,103,9.0578e-01,2.7440e+00,2.8267e+00
4.25,14,69,3.7297e-01,1.8382e+00,2.2487e+00
4.35,14,55,3.7297e-01,1.4652e+00,1.7888e+00
4.45,7,41,1.8648e-01,1.0923e+00,1.4228e+00
4.55,6,34,1.5984e-01,9.0578e-01,1.1317e+00
4.65,6,28,1.5984e-01,7.4593e-01,9.0011e-01
4.75,2,22,5.3281e-02,5.8609e-01,7.1583e-01
4.85,3,20,7.9922e-02,5.3281e-01,5.6922e-01
4.95,3,17,7.9922e-02,4.5289e-01,4.5257e-01
5.05,5,14,1.3320e-01,3.7297e-01,3.5976e-01
5.15,3,9,7.9922e-02,2.3976e-01,2.8593e-01
5.25,1,6,2.6641e-02,1.5984e-01,2.2718e-01
5.35,1,5,2.6641e-02,1.3320e-01,1.8044e-01
5.45,0,4,0.0000e+00,1.0656e-01,1.4326e-01
5.55,0,4,0.0000e+00,1.0656e-01,1.1367e-01
5.65,1,4,2.6641e-02,1.0656e-01,9.0131e-02
5.75,0,3,0.0000e+00,7.9922e-02,7.1404e-02
5.85,0,3,0.0000e+00,7.9922e-02,5.6504e-02
5.95,0,3,0.0000e+00,7.9922e-02,4.4650e-02
6.05,1,3,2.6641e-02,7.9922e-02,3.5218e-02
6.15,1,2,2.6641e-02,5.3281e-02,2.7714e-02
6.25,0,1,0.0000e+00,2.6641e-02,2.1744e-02
6.35,0,1,0.0000e+00,2.6641e-02,1.6994e-02
6.45,0,1,0.0000e+00,2.6641e-02,1.3215e-02
6.55,1,1,2.6641e-02,2.6641e-02,1.0209e-02
6.65,0,0,0.0000e+00,0.0000e+00,7.8167e-03
6.75,0,0,0.0000e+00,0.0000e+00,5.9135e-03
6.85,0,0,0.0000e+00,0.0000e+00,4.3993e-03
6.95,0,0,0.0000e+00,0.0000e+00,3.1945e-03
7.05,0,0,0.0000e+00,0.0000e+00,2.2361e-03
7.15,0,0,0.0000e+00,0.0000e+00,1.4735e-03
7.25,0,0,0.0000e+00,0.0000e+00,8.6676e-04
7.35,0,0,0.0000e+00,0.0000e+00,3.8405e-04
7.45,0,0,0.0000e+00,0.0000e+00,0.0000e+00
