  Adelaide,       6.9,     -34.9,     138.7,0.000890180585518846,      34.0
    Albany,       5.3,     -35.1,     117.9,0.00021581055854,       N/A
    Albury,       7.1,     -36.3,     146.9,0.00079725515129636,      44.0
Alice_Springs,       4.7,     -23.7,     133.9,0.00020168120676,       N/A
  Ballarat,       7.1,     -37.7,     144.1,0.000329500740121580,      44.0
   Ballidu,       5.5,     -30.5,     116.9,0.000494787003,       N/A
  Bathurst,       4.9,     -33.5,     149.7,0.00032280995,       N/A
   Bendigo,       5.7,     -36.7,     144.3,0.00044013192939,       N/A
  Brisbane,       5.5,     -27.5,     152.9,0.00045594044034,       N/A
Broken_Hill,       5.1,     -31.9,     141.5,0.000430179027900000,       N/A
    Broome,       4.9,     -17.9,     122.3,0.000432241265999999,       N/A
 Bundaberg,       5.1,     -24.9,     152.3,0.000385611800100000,       N/A
    Burnie,       4.7,     -41.1,     145.9,0.0002932711911,       N/A
    Cairns,       4.9,     -16.9,     145.7,0.00041310434,       N/A
    Camden,       5.5,     -34.1,     150.7,0.000539268524889,       N/A
  Canberra,       7.1,     -35.3,     149.3,0.000514068925498109,      44.0
 Carnarvon,       4.9,     -24.9,     113.7,0.0002047471909,       N/A
Coffs_Harbour,       4.7,     -30.3,     153.1,0.000322118794899999,       N/A
     Cooma,       7.1,     -36.3,     149.1,0.000741127040918460,      44.0
   Dampier,       5.7,     -20.7,     116.7,0.000313079465,       N/A
    Darwin,       4.9,     -12.5,     130.9,0.00030052952115531,       N/A
     Derby,       4.7,     -17.3,     123.7,0.000379168126999999,       N/A
   Dowerin,       5.5,     -31.3,     117.1,0.000468804394899999,       N/A
     Dubbo,       5.3,     -32.3,     148.7,0.000358463083377,       N/A
 Esperance,       4.7,     -33.9,     121.9,0.0010476349936,       N/A
   Geelong,       6.9,     -38.1,     144.3,0.000945534463633400,      34.0
 Geraldton,       5.3,     -28.7,     114.5,0.000283342996177,       N/A
 Gladstone,       5.1,     -23.9,     151.3,0.00035719240299,       N/A
Gold_Coast,       4.9,     -28.1,     153.5,0.000263688933399999,       N/A
Goomalling,       5.5,     -31.3,     116.9,0.000524479720000000,       N/A
   Gosford,       5.9,     -33.5,     151.3,0.000529680864787,       N/A
  Goulburn,       5.9,     -34.7,     149.7,0.000553445291538000,       N/A
   Grafton,       4.7,     -29.7,     152.9,0.000293423896150000,       N/A
    Hobart,       4.9,     -42.9,     147.3,0.000506049946261999,       N/A
Kalgoorlie,       4.7,     -30.7,     121.5,0.000569855254,       N/A
  Karratha,       4.7,     -20.7,     116.9,0.00072899606,       N/A
  Katoomba,       5.3,     -33.7,     150.3,0.000303224086899999,       N/A
Kellerberrin,       4.7,     -31.7,     117.7,0.00045068973,       N/A
Launceston,       5.1,     -41.3,     147.1,0.00039100546967,       N/A
   Lismore,       4.7,     -28.9,     153.3,0.0003728066635,       N/A
     Lorne,       6.1,     -38.5,     143.9,0.000361629228585000,      11.0
    Mackay,       5.1,     -21.1,     149.3,0.00044587670502,       N/A
