  Maitland,       5.5,     -32.7,     151.5,0.000434594570859999,       N/A
Marble_Bar,       4.7,     -21.1,     119.7,0.00075449651,       N/A
 Meckering,       4.7,     -31.7,     117.1,0.000521648,       N/A
 Melbourne,       6.5,     -37.9,     145.1,0.000502448298276775,      19.0
 Mittagong,       5.1,     -34.5,     150.5,0.000304726525830000,       N/A
   Morwell,       6.9,     -38.3,     146.3,0.001043043878895,      34.0
Mount_Gambier,       4.9,     -37.9,     140.7,0.000686358892699999,       N/A
 Newcastle,       5.5,     -32.9,     151.9,0.000474891836700000,       N/A
     Noosa,       5.5,     -26.3,     153.1,0.0002875323576403,       N/A
   Northam,       5.9,     -31.7,     116.7,0.00011056396199,       N/A
Olympic_Dam,       4.7,     -30.5,     136.9,0.00020438307666,       N/A
    Onslow,       5.3,     -21.7,     115.1,0.000392424434759999,       N/A
    Orange,       5.7,     -33.3,     149.1,0.00049476229614,       N/A
   Penrith,       5.5,     -33.7,     150.7,0.00055673130126,       N/A
     Perth,       5.7,     -31.9,     115.9,0.000292859980107419,       N/A
Port_Augusta,       6.9,     -32.5,     137.9,0.000615584990878826,      34.0
Port_Hedland,       4.7,     -20.3,     118.5,0.00071843499467,       N/A
Port_Lincoln,       5.1,     -34.7,     135.9,0.000607624083000000,       N/A
Port_Macquarie,       5.1,     -31.5,     152.9,0.00028312888558,       N/A
Port_Pirie,       6.9,     -33.1,     138.1,0.000428580736290087,      34.0
      Robe,       5.1,     -37.1,     139.9,0.0003807088281,       N/A
Rockhampton,       4.7,     -23.3,     150.5,0.000380322205500000,       N/A
Shepparton,       5.5,     -36.3,     145.5,0.0003944154116,       N/A
    Sydney,       5.5,     -33.9,     151.1,0.000353180445630000,       N/A
  Tamworth,       5.1,     -31.1,     150.9,0.000413340633946,       N/A
     Taree,       4.9,     -31.9,     152.5,0.000322269454999999,       N/A
Tennant_Creek,       4.7,     -19.7,     134.3,0.0006224616339,       N/A
 Toowoomba,       5.7,     -27.5,     152.1,0.000464408016570400,       N/A
Townsville,       4.9,     -19.3,     146.7,0.000310374747385999,       N/A
Tweed_Heads,       4.9,     -28.1,     153.5,0.000312353864129999,       N/A
     Uluru,       5.5,     -25.3,     131.1,0.000399312099220000,       N/A
Wagga_Wagga,       5.3,     -35.1,     147.3,0.000250533471,       N/A
Wangaratta,       7.1,     -36.5,     146.5,0.000721877340129807,      44.0
Warrnambool,       6.7,     -38.3,     142.3,0.00076069013395881,      26.0
   Whyalla,       6.7,     -33.1,     137.3,0.000931460252016590,      26.0
  Wickepin,       6.7,     -32.7,     117.5,0.000603188053204235,      26.0
  Wivenhoe,       5.3,     -27.3,     152.7,0.0003519811262,       N/A
Wollongong,       5.7,     -34.3,     150.9,0.00043469401525,       N/A
Wongan_Hills,       4.7,     -30.9,     116.7,0.000553621681,       N/A
   Woomera,       4.7,     -31.3,     136.9,0.0001859437154,       N/A
   Wyndham,       5.3,     -15.5,     128.1,0.0003478881288,       N/A
      York,       6.3,     -31.9,     116.7,0.000658955929091,      15.0
    Yulara,       5.3,     -25.3,     130.9,0.000358685213800000,       N/A
   Bunbury,       5.3,     -33.3,     115.7,0.0002599761788,       N/A
    Gawler,       6.7,     -34.3,     138.5,0.000933517366501449,      26.0
    Hawker,       5.1,     -31.9,     138.3,0.000478518129600000,       N/A
     Kimba,       4.9,     -33.1,     136.5,0.0006493171846,       N/A
  Pakenham,       5.7,     -38.1,     145.5,0.00022770545786,       N/A
 Frankston,       7.3,     -38.1,     145.1,0.000531696913974759,      59.0
 Leongatha,       6.9,     -38.5,     145.9,0.001372615928944389,      34.0
      Sale,       7.1,     -38.1,     147.1,0.00076301578280992,      44.0
  Warragul,       5.5,     -38.1,     145.9,0.000145715799999999,       N/A
   Exmouth,       7.3,     -21.9,     114.1,0.00051830180403351,      59.0
    Denham,       5.7,     -25.9,     113.5,0.000459963981566000,       N/A
    Newman,       4.9,     -23.3,     119.7,0.000119501909917999,       N/A
 Kununurra,       5.3,     -15.7,     128.7,0.000385258443,       N/A
 Busselton,       4.9,     -33.7,     115.3,0.000177387492300000,       N/A
Margaret_River,       5.7,     -33.9,     115.1,0.0002744601697348,       N/A
Coolgardie,       4.7,     -30.9,     121.3,0.000550511776000000,       N/A
Quairading,       5.5,     -32.1,     117.3,0.000517821096199999,       N/A
 Jamestown,       5.7,     -33.3,     138.7,0.000521410113770600,       N/A
Peterborough,       5.5,     -32.9,     138.9,0.0004127534462,       N/A
Leigh_Creek,       5.5,     -30.5,     138.5,0.000364005284099999,       N/A
  Heyfield,       6.7,     -38.1,     146.9,0.000192566198983000,      26.0
