  Manjimup,    9034.0,    3202.0,   25485.0
   Denmark,    2674.0,     475.0,   15051.0
 Katanning,    2649.0,      42.0,  165815.0
   Yanchep,   13544.0,    2938.0,   62446.0
 Tom_Price,   10136.0,     110.0,  930903.0
 Katherine,    2598.0,     108.0,   62454.0
     Clare,    4709.0,     365.0,   60703.0
   Renmark,    4100.0,     867.0,   19382.0
Murray_Bridge,  157992.0,   22277.0, 1120501.0
Bordertown,    1766.0,     446.0,    7001.0
Charters_Towers,    6712.0,    1731.0,   26025.0
 Mount_Isa,    9810.0,     372.0,  258971.0
     Bowen,    7165.0,    1708.0,   30055.0
  Moranbah,    9456.0,     965.0,   92667.0
      Roma,    5138.0,    1788.0,   14764.0
   Emerald,    9456.0,     965.0,   92667.0
    Gympie,   51025.0,   19472.0,  133709.0
  Kingaroy,    9505.0,    3764.0,   24003.0
Maryborough,   13616.0,    2343.0,   79124.0
   Warwick,    1767.0,     741.0,    4212.0
     Dalby,    5913.0,    2137.0,   16357.0
  Armidale,     716.0,     139.0,    3681.0
 Byron_Bay,    5486.0,    1983.0,   15172.0
Batemans_Bay,    3769.0,     983.0,   14450.0
Muswellbrook,    2028.0,     694.0,    5926.0
  Cessnock,    6155.0,    1189.0,   31847.0
     Moree,    1949.0,     538.0,    7057.0
  Narrabri,    1949.0,     538.0,    7057.0
Coonabarabran,    4038.0,    1320.0,   12357.0
     Nowra,    5068.0,    1382.0,   18580.0
   Grafton,    1805.0,     597.0,    5455.0
  Griffith,     951.0,     174.0,    5214.0
      Bega,    9607.0,    1698.0,   54359.0
Deniliquin,    5531.0,    1618.0,   18899.0
 Jindabyne,   14490.0,     788.0,  266511.0
      Yass,    4018.0,     299.0,   53999.0
Queanbeyan,  164599.0,   11393.0, 2377953.0
   Mildura,   46682.0,   14804.0,  147204.0
 Swan_Hill,    2696.0,     845.0,    8595.0
    Echuca,    3219.0,     488.0,   21240.0
   Horsham,    2976.0,     702.0,   12613.0
   Stawell,    2891.0,     988.0,    8459.0
  Hamilton,    1414.0,     436.0,    4587.0
Healesville,    8154.0,    1446.0,   45972.0
   Rosebud, 1354490.0,  161961.0,11327684.0
     Cowes, 1147539.0,  121865.0,10805801.0
Bairnsdale,    2891.0,     755.0,   11079.0
  Portland,    2747.0,     263.0,   28706.0
Bacchus_Marsh,  724337.0,  120720.0, 4346137.0
     Colac,  206602.0,   35044.0, 1218023.0
Castlemaine,    5297.0,    1447.0,   19393.0
    Melton,    8471.0,    1986.0,   36139.0
 Traralgon,    5168.0,     328.0,   81533.0
   Benalla,   47075.0,   14864.0,  149086.0
Queenstown,     507.0,     128.0,    2009.0
 Devonport,   12887.0,    5150.0,   32247.0
