  Manjimup,    2328.0,     908.0,    5965.0
   Denmark,   11486.0,    2080.0,   63418.0
 Katanning,   18282.0,     184.0, 1819612.0
   Yanchep,    3862.0,     985.0,   15141.0
 Tom_Price,   45723.0,     372.0, 5615959.0
 Katherine,   11777.0,     330.0,  420264.0
     Clare,     718.0,      72.0,    7139.0
   Renmark,   21806.0,    4392.0,  108273.0
Murray_Bridge,    8061.0,    1276.0,   50916.0
Bordertown,   11037.0,    3171.0,   38420.0
Charters_Towers,   42129.0,   13479.0,  131673.0
 Mount_Isa,  111871.0,    2532.0, 4941915.0
     Bowen,   44971.0,   13710.0,  147508.0
  Moranbah,   58692.0,    7508.0,  458819.0
      Roma,   27376.0,    9324.0,   80379.0
   Emerald,   58692.0,    7508.0,  458819.0
    Gympie,    9505.0,    3764.0,   24003.0
  Kingaroy,   51025.0,   19472.0,  133709.0
Maryborough,   60098.0,    8752.0,  412696.0
   Warwick,   11042.0,    5544.0,   21992.0
     Dalby,   37111.0,   16885.0,   81565.0
  Armidale,    4477.0,     668.0,   30012.0
 Byron_Bay,   30210.0,    8691.0,  105008.0
Batemans_Bay,   23650.0,    6889.0,   81188.0
Muswellbrook,   12730.0,    3368.0,   48119.0
  Cessnock,   29353.0,    6800.0,  126703.0
     Moree,   10275.0,    2811.0,   37563.0
  Narrabri,   10275.0,    2811.0,   37563.0
Coonabarabran,   21288.0,    6742.0,   67218.0
     Nowra,     811.0,     256.0,    2573.0
   Grafton,   11279.0,    4796.0,   26528.0
  Griffith,   10003.0,    1547.0,   64666.0
      Bega,   51573.0,    8799.0,  302263.0
Deniliquin,   29689.0,    8096.0,  108874.0
 Jindabyne,   81849.0,    4101.0, 1633587.0
      Yass,   19164.0,    1710.0,  214726.0
Queanbeyan,    8958.0,     715.0,  112165.0
   Mildura,  216742.0,   59836.0,  785090.0
 Swan_Hill,   16919.0,    4724.0,   60595.0
    Echuca,     515.0,     102.0,    2597.0
   Horsham,   15267.0,    3077.0,   75748.0
   Stawell,   15008.0,    4332.0,   51990.0
  Hamilton,    6420.0,    1506.0,   27367.0
Healesville,    1420.0,     346.0,    5832.0
   Rosebud,    8471.0,    1986.0,   36139.0
     Cowes,  103504.0,   15342.0,  698260.0
Bairnsdale,     530.0,     158.0,    1778.0
  Portland,     503.0,      61.0,    4166.0
Bacchus_Marsh,   13502.0,    3523.0,   51746.0
     Colac, 2351557.0,  313384.0,17645517.0
Castlemaine,     848.0,     266.0,    2703.0
    Melton,    1569.0,     412.0,    5980.0
 Traralgon,  146017.0,    7093.0, 3005973.0
   Benalla,    9871.0,    2918.0,   33390.0
Queenstown,    3292.0,     621.0,   17451.0
 Devonport,     650.0,     330.0,    1281.0
