1920 01 14 1438 151.501 -5.883 15.0 6.22 MW 
1927 05 03 1340 151.042 -6.065 35.0 6.10 MW 
1927 09 08 1710 150.003 -6.548 15.0 5.99 MW 
1927 09 19 0830 150.337 -5.698 35.0 6.02 MW 
1930 10 22 1806 151.614 -5.785 35.0 5.97 MW 
1934 09 25 1914 152.016 -5.014 35.0 5.81 MW 
1939 02 28 0235 151.571 -5.239 35.0 5.80 MW 
1952 12 24 0833 151.270 -5.353 45.0 6.08 MW 
1956 03 19 1736 150.226 -5.895 50.3 6.08 MW 
1956 07 18 0027 151.763 -5.106 58.0 5.81 MW 
1957 03 02 0810 151.196 -5.868 23.2 6.12 MW 
1958 04 17 1004 151.897 -5.515 35.0 6.10 MW 
1960 03 29 2210 147.766 -6.169 50.0 6.03 MW 
1962 05 22 2203 151.621 -5.536 15.0 6.08 MW 
1963 08 14 0332 152.284 -4.871 45.0 5.66 MW 
1965 05 19 1359 152.436 -4.819 50.0 5.52 MW 
1965 06 28 0333 153.060 -5.010 25.0 6.01 MW 
1965 08 13 2157 148.543 -6.380 30.0 6.04 MW 
1966 05 02 0952 149.735 -5.996 35.0 6.06 MW 
1968 11 26 0110 151.953 -5.326 45.0 5.78 MW 
1971 07 27 2335 151.069 -6.128 40.0 5.52 MW 
1972 09 07 2000 148.423 -6.349 50.0 5.76 MW 
1972 12 19 0012 148.846 -6.134 35.0 5.81 MW 
1974 06 27 0746 152.544 -4.678 53.3 6.00 MW 
1975 07 31 1624 152.738 -5.205 30.0 5.81 MW 
1975 08 14 1744 147.712 -6.903 55.0 5.73 MW 
1976 05 14 1326 150.389 -6.364 35.0 5.76 MW 
1977 01 08 1224 150.963 -5.620 35.0 5.68 MW gcmt
1977 01 29 0052 151.930 -5.194 35.0 5.66 MW gcmt
1977 02 13 0421 152.250 -5.568 35.0 5.54 MW 
1978 07 24 1105 150.969 -6.072 30.0 5.86 MW gcmt
1980 11 20 1914 149.390 -6.078 50.3 5.89 MW gcmt
1983 01 26 1752 149.903 -6.130 55.0 6.18 MW gcmt
1983 12 22 0007 152.019 -5.510 35.0 5.59 MW gcmt
1984 02 19 1922 150.594 -6.161 35.0 5.71 MW gcmt
1984 05 26 2320 147.839 -6.181 55.0 5.93 MW 
1984 12 24 0532 149.711 -5.980 57.7 6.18 MW gcmt
1985 09 09 0933 149.946 -6.445 20.0 5.61 MW gcmt
1987 08 18 0218 151.778 -5.529 35.0 6.04 MW gcmt
