MAG,N_OBS,N_CUM,BIN_RTE,CUM_RTE,MFD_FIT
2.95,19,136,6.1957e-01,3.8625e+00,1.5663e+00
3.05,25,117,8.1522e-01,3.2429e+00,1.3933e+00
3.15,14,92,4.5652e-01,2.4277e+00,1.2392e+00
3.25,17,78,5.5435e-01,1.9712e+00,1.1021e+00
3.35,5,61,1.6304e-01,1.4168e+00,9.8009e-01
3.45,10,56,2.4590e-01,1.2538e+00,8.7147e-01
3.55,6,46,1.4754e-01,1.0079e+00,7.7478e-01
3.65,8,40,1.9672e-01,8.6036e-01,6.8872e-01
3.75,6,32,1.4754e-01,6.6364e-01,6.1212e-01
3.85,1,26,2.4590e-02,5.1610e-01,5.4393e-01
3.95,2,25,4.3796e-02,4.9151e-01,4.8324e-01
4.05,1,23,2.1898e-02,4.4772e-01,4.2921e-01
4.15,8,22,1.7518e-01,4.2582e-01,3.8113e-01
4.25,2,14,4.3796e-02,2.5064e-01,3.3833e-01
4.35,1,12,2.1898e-02,2.0684e-01,3.0023e-01
4.45,0,11,0.0000e+00,1.8494e-01,2.6632e-01
4.55,1,11,2.0548e-02,1.8494e-01,2.3613e-01
4.65,3,10,6.1644e-02,1.6439e-01,2.0926e-01
4.75,1,7,2.0548e-02,1.0275e-01,1.8535e-01
4.85,0,6,0.0000e+00,8.2202e-02,1.6406e-01
4.95,2,6,3.7975e-02,8.2202e-02,1.4511e-01
5.05,0,4,0.0000e+00,4.4227e-02,1.2825e-01
5.15,1,4,1.8987e-02,4.4227e-02,1.1324e-01
5.25,0,3,0.0000e+00,2.5240e-02,9.9874e-02
5.35,0,3,0.0000e+00,2.5240e-02,8.7980e-02
5.45,0,3,0.0000e+00,2.5240e-02,7.7393e-02
5.55,0,3,0.0000e+00,2.5240e-02,6.7970e-02
5.65,0,3,0.0000e+00,2.5240e-02,5.9582e-02
5.75,0,3,0.0000e+00,2.5240e-02,5.2116e-02
5.85,0,3,0.0000e+00,2.5240e-02,4.5470e-02
5.95,0,3,0.0000e+00,2.5240e-02,3.9555e-02
6.05,0,3,0.0000e+00,2.5240e-02,3.4290e-02
6.15,1,3,9.9338e-03,2.5240e-02,2.9603e-02
6.25,0,2,0.0000e+00,1.5306e-02,2.5432e-02
6.35,0,2,0.0000e+00,1.5306e-02,2.1718e-02
6.45,1,2,7.6531e-03,1.5306e-02,1.8413e-02
6.55,1,1,7.6531e-03,7.6531e-03,1.5471e-02
6.65,0,0,0.0000e+00,0.0000e+00,1.2853e-02
6.75,0,0,0.0000e+00,0.0000e+00,1.0522e-02
6.85,0,0,0.0000e+00,0.0000e+00,8.4470e-03
6.95,0,0,0.0000e+00,0.0000e+00,6.6003e-03
7.05,0,0,0.0000e+00,0.0000e+00,4.9565e-03
7.15,0,0,0.0000e+00,0.0000e+00,3.4934e-03
7.25,0,0,0.0000e+00,0.0000e+00,2.1911e-03
7.35,0,0,0.0000e+00,0.0000e+00,1.0318e-03
7.45,0,0,0.0000e+00,0.0000e+00,-9.2788e-18
