MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.55,1.4891e-02,5.4373e-03
3.65,1.1878e-02,4.3371e-03
3.75,9.4742e-03,3.4594e-03
3.85,7.5570e-03,2.7594e-03
3.95,6.0277e-03,2.2010e-03
4.05,4.8078e-03,1.7555e-03
4.15,3.8348e-03,1.4002e-03
4.25,3.0586e-03,1.1168e-03
4.35,2.4395e-03,8.9076e-04
4.45,1.9456e-03,7.1043e-04
4.55,1.5517e-03,5.6659e-04
4.65,1.2375e-03,4.5186e-04
4.75,9.8685e-04,3.6034e-04
4.85,7.8692e-04,2.8734e-04
4.95,6.2744e-04,2.2911e-04
5.05,5.0023e-04,1.8266e-04
5.15,3.9876e-04,1.4561e-04
5.25,3.1783e-04,1.1605e-04
5.35,2.5326e-04,9.2478e-05
5.45,2.0177e-04,7.3673e-05
5.55,1.6069e-04,5.8674e-05
5.65,1.2792e-04,4.6709e-05
5.75,1.0178e-04,3.7166e-05
5.85,8.0936e-05,2.9553e-05
5.95,6.4306e-05,2.3481e-05
6.05,5.1041e-05,1.8637e-05
6.15,4.0459e-05,1.4773e-05
6.25,3.2019e-05,1.1692e-05
6.35,2.5287e-05,9.2332e-06
6.45,1.9916e-05,7.2723e-06
6.55,1.5633e-05,5.7082e-06
6.65,1.2216e-05,4.4605e-06
6.75,9.4903e-06,3.4653e-06
6.85,7.3162e-06,2.6715e-06
6.95,5.5821e-06,2.0382e-06
7.05,4.1988e-06,1.5331e-06
7.15,3.0954e-06,1.1302e-06
7.25,2.2152e-06,8.0887e-07
7.35,1.5132e-06,5.5252e-07
7.45,9.5315e-07,3.4803e-07
7.55,5.0645e-07,1.8493e-07
7.65,1.5013e-07,5.4820e-08
