1918 06 04 0403 146.159 -6.447 15.0 6.23 MW 
1926 09 15 1129 140.397 -4.506 35.0 6.04 MW 
1927 11 17 1345 139.637 -3.838 35.0 5.66 MW 
1928 10 21 1616 137.625 -3.685 35.0 6.07 MW 
1971 01 01 0758 141.183 -4.190 35.0 6.01 MW 
1938 05 16 0705 137.116 -3.524 15.0 5.67 MW 
1939 01 25 1719 145.604 -6.444 35.0 5.64 MW 
1959 09 21 0208 148.859 -9.640 20.0 5.83 MW 
1965 05 12 0805 137.924 -3.523 50.0 5.72 MW 
1999 06 29 0550 147.944 -9.553 20.0 5.63 MW gcmt
2000 07 16 1138 139.042 -4.146 22.4 5.75 MW gcmt
