MAG,N_OBS,N_CUM,BIN_RTE,CUM_RTE,MFD_FIT
5.95,5,72,1.4709e-01,1.2712e+00,1.2650e+00
6.05,8,67,2.3534e-01,1.1241e+00,9.9179e-01
6.15,14,59,4.1184e-01,8.8873e-01,7.7732e-01
6.25,12,45,1.2767e-01,4.7689e-01,6.0894e-01
6.35,10,33,1.0639e-01,3.4922e-01,4.7675e-01
6.45,8,23,8.5112e-02,2.4283e-01,3.7296e-01
6.55,6,15,6.3834e-02,1.5772e-01,2.9148e-01
6.65,2,9,2.1278e-02,9.3885e-02,2.2751e-01
6.75,2,7,2.1278e-02,7.2607e-02,1.7729e-01
6.85,0,5,0.0000e+00,5.1329e-02,1.3785e-01
6.95,2,5,2.1278e-02,5.1329e-02,1.0690e-01
7.05,0,3,0.0000e+00,3.0050e-02,8.2592e-02
7.15,1,3,1.0639e-02,3.0050e-02,6.3510e-02
7.25,0,2,0.0000e+00,1.9411e-02,4.8529e-02
7.35,1,2,1.0639e-02,1.9411e-02,3.6767e-02
7.45,0,1,0.0000e+00,8.7724e-03,2.7533e-02
7.55,0,1,0.0000e+00,8.7724e-03,2.0283e-02
7.65,0,1,0.0000e+00,8.7724e-03,1.4592e-02
7.75,0,1,0.0000e+00,8.7724e-03,1.0123e-02
7.85,0,1,0.0000e+00,8.7724e-03,6.6147e-03
7.95,1,1,8.7724e-03,8.7724e-03,3.8603e-03
8.05,0,0,0.0000e+00,0.0000e+00,1.6978e-03
8.15,0,0,0.0000e+00,0.0000e+00,1.6978e-03
