MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.15,4.3717e-02,9.0118e-03
3.25,3.4871e-02,7.1883e-03
3.35,2.7815e-02,5.7338e-03
3.45,2.2187e-02,4.5736e-03
3.55,1.7697e-02,3.6481e-03
3.65,1.4116e-02,2.9099e-03
3.75,1.1260e-02,2.3211e-03
3.85,8.9812e-03,1.8514e-03
3.95,7.1637e-03,1.4767e-03
4.05,5.7139e-03,1.1779e-03
4.15,4.5575e-03,9.3948e-04
4.25,3.6350e-03,7.4932e-04
4.35,2.8992e-03,5.9765e-04
4.45,2.3123e-03,4.7666e-04
4.55,1.8441e-03,3.8015e-04
4.65,1.4707e-03,3.0317e-04
4.75,1.1728e-03,2.4177e-04
4.85,9.3522e-04,1.9279e-04
4.95,7.4569e-04,1.5372e-04
5.05,5.9451e-04,1.2255e-04
5.15,4.7392e-04,9.7693e-05
5.25,3.7772e-04,7.7864e-05
5.35,3.0099e-04,6.2047e-05
5.45,2.3979e-04,4.9431e-05
5.55,1.9097e-04,3.9367e-05
5.65,1.5203e-04,3.1339e-05
5.75,1.2097e-04,2.4936e-05
5.85,9.6189e-05,1.9828e-05
5.95,7.6425e-05,1.5754e-05
6.05,6.0660e-05,1.2504e-05
6.15,4.8084e-05,9.9121e-06
6.25,3.8053e-05,7.8443e-06
6.35,3.0052e-05,6.1950e-06
6.45,2.3670e-05,4.8793e-06
6.55,1.8579e-05,3.8299e-06
6.65,1.4518e-05,2.9928e-06
6.75,1.1279e-05,2.3250e-06
6.85,8.6950e-06,1.7924e-06
6.95,6.6340e-06,1.3675e-06
7.05,4.9901e-06,1.0287e-06
7.15,3.6787e-06,7.5833e-07
7.25,2.6327e-06,5.4270e-07
7.35,1.7983e-06,3.7071e-07
7.45,1.1328e-06,2.3351e-07
7.55,6.0189e-07,1.2407e-07
7.65,1.7843e-07,3.6781e-08
