MAG,MFD_FIT,MFD_FIT_AREA_NORM
3.15,2.0546e+00,7.2559e-02
3.25,1.6549e+00,5.8444e-02
3.35,1.3329e+00,4.7074e-02
3.45,1.0736e+00,3.7916e-02
3.55,8.6475e-01,3.0540e-02
3.65,6.9651e-01,2.4598e-02
3.75,5.6100e-01,1.9812e-02
3.85,4.5185e-01,1.5957e-02
3.95,3.6393e-01,1.2852e-02
4.05,2.9311e-01,1.0352e-02
4.15,2.3607e-01,8.3371e-03
4.25,1.9013e-01,6.7146e-03
4.35,1.5312e-01,5.4076e-03
4.45,1.2331e-01,4.3549e-03
4.55,9.9304e-02,3.5070e-03
4.65,7.9966e-02,2.8241e-03
4.75,6.4389e-02,2.2740e-03
4.85,5.1842e-02,1.8309e-03
4.95,4.1736e-02,1.4740e-03
5.05,3.3596e-02,1.1865e-03
5.15,2.7039e-02,9.5492e-04
5.25,2.1758e-02,7.6841e-04
5.35,1.7504e-02,6.1818e-04
5.45,1.4078e-02,4.9718e-04
5.55,1.1318e-02,3.9971e-04
5.65,9.0953e-03,3.2121e-04
5.75,7.3047e-03,2.5797e-04
5.85,5.8625e-03,2.0704e-04
5.95,4.7009e-03,1.6602e-04
6.05,3.7652e-03,1.3297e-04
6.15,3.0115e-03,1.0635e-04
6.25,2.4044e-03,8.4916e-05
6.35,1.9155e-03,6.7647e-05
6.45,1.5216e-03,5.3738e-05
6.55,1.2044e-03,4.2535e-05
6.65,9.4887e-04,3.3510e-05
6.75,7.4306e-04,2.6242e-05
6.85,5.7728e-04,2.0387e-05
6.95,4.4375e-04,1.5671e-05
7.05,3.3619e-04,1.1873e-05
7.15,2.4956e-04,8.8136e-06
7.25,1.7978e-04,6.3492e-06
7.35,1.2358e-04,4.3643e-06
7.45,7.8305e-05,2.7654e-06
7.55,4.1840e-05,1.4776e-06
7.65,1.2468e-05,4.4033e-07
